類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.36	10.3	0.06
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	14.69	14.67	0.02
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	29.29	29.27	0.02
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	21.5	21.52	-0.02
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	25.57	25.55	0.02
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.54	14.52	0.02
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2083	12.2079	0.0004
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	8.17	8.14	0.03
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.94	7.91	0.03
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	8.88	8.89	-0.01
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.76	9.7	0.06
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	9.9	9.91	-0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	9.9	9.91	-0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.1254	9.1866	-0.0612
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.9213	8.9811	-0.0598
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	16.88	16.8	0.08
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.01	10.94	0.07
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.58	10.55	0.03
