類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	11.58	11.59	-0.01
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.43	16.51	-0.08
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.29	29.95	0.34
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.29	22.43	-0.14
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.09	27.22	-0.13
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.89	17.03	-0.14
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2516	12.2514	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.87	8.84	0.03
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.67	9.66	0.01
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.4	10.33	0.07
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.39	10.38	0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.39	10.38	0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.636	9.6207	0.0153
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1736	9.1591	0.0145
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.0018	10.0011	0.0007
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	19.36	19.4	-0.04
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	12.37	12.41	-0.04
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.49	8.47	0.02
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.515	174.513	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	12.16	12.26	-0.1
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.36	17.42	-0.06
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	18.33	18.32	0.01
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.05	13.98	0.07
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	25.77	25.77	0
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9522	14.952	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.44	7.52	-0.08
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.4556	14.4342	0.0214
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.2422	11.2255	0.0167
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.41	7.31	0.1
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.14	10.12	0.02
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	13.15	13.2	-0.05
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.2144	9.2002	0.0142
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	7.9997	7.9874	0.0123
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	12.14	12.18	-0.04
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.8144	9.7871	0.0273
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3366	9.3106	0.026
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.31	10.23	0.08
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	10.65	10.64	0.01
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.4872	7.465	0.0222
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	6.0132	5.9954	0.0178
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	8.21	8.27	-0.06
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	23.36	23.58	-0.22
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	11.56	11.61	-0.05
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.76	12.73	0.03
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	11.58	11.64	-0.06
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	18.48	18.55	-0.07
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	21.16	21.21	-0.05
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	37.26	37.41	-0.15
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.08	12.95	0.13
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11	10.85	0.15
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.9653	11.9677	-0.0024
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.88	5.86	0.02
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.806	9.7709	0.0351
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.8069	7.7716	0.0353
