類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	11.84	11.77	0.07
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	16.11	16.03	0.08
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	32.78	32.83	-0.05
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	22.14	21.98	0.16
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	26.78	26.62	0.16
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	18.6	18.67	-0.07
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2982	12.298	0.0002
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.48	8.5	-0.02
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	10.15	10.14	0.01
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.37	10.4	-0.03
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.55	10.54	0.01
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.52	10.51	0.01
AC23	A0001	兆豐國際投信	T0007A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.9395	9.9975	-0.058
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1853	9.2388	-0.0535
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.1779	10.1771	0.0008
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	10.27	10.28	-0.01
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	10	10.04	-0.04
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	19.53	19.38	0.15
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	11.89	11.85	0.04
AD1	A0003	第一金投信	T0306Y	01032249	第一金全家福貨幣市場基金	TWD	175.113	175.11	0.003
AA2	A0003	第一金投信	T0331Y	10338642	第一金全球大趨勢基金	TWD	18.13	18.14	-0.01
AA1	A0003	第一金投信	T0318Y	15739619	第一金大中華基金	TWD	18.82	18.62	0.2
AA2	A0003	第一金投信	T0316Y	17612378	第一金亞洲科技基金	TWD	14.56	14.51	0.05
AA1	A0003	第一金投信	T0314Y	19341318	第一金電子基金	TWD	23.75	23.64	0.11
AD1	A0003	第一金投信	T0310Y	20081472	第一金台灣貨幣市場基金	TWD	15.0053	15.0051	0.0002
AA1	A0003	第一金投信	T0311Y	20092528	第一金店頭市場基金	TWD	7.12	7.04	0.08
AC23	A0003	第一金投信	T0332A	25593418A	第一金全球高收益債券基金A	TWD	14.3685	14.388	-0.0195
AC23	A0003	第一金投信	T0332B	25593418B	第一金全球高收益債券基金B	TWD	10.7553	10.7699	-0.0146
AC23	A0003	第一金投信	T0332C	25593418C	第一金全球高收益債券基金A-美元	USD	9.6649	9.6861	-0.0212
AC23	A0003	第一金投信	T0332D	25593418D	第一金全球高收益債券基金B-美元	USD	9.5818	9.6066	-0.0248
AA2	A0003	第一金投信	T0334Y	25620512A	第一金中國世紀基金	TWD	8.1	8.06	0.04
AA2	A0003	第一金投信	T0334A	25620512B	第一金中國世紀基金-人民幣	CNY	9.8	9.77	0.03
AA2	A0003	第一金投信	T0335Y	25652648	第一金亞洲新興市場基金	TWD	11.13	11.12	0.01
AA1	A0003	第一金投信	T0336Y	26202396	第一金創新趨勢基金	TWD	13.18	13.04	0.14
AC21	A0003	第一金投信	T0337A	26297013A	第一金新興市場投資等級債券基金A	TWD	9.2815	9.2636	0.0179
AC21	A0003	第一金投信	T0337B	26297013B	第一金新興市場投資等級債券基金B	TWD	7.7215	7.7067	0.0148
AC21	A0003	第一金投信	T0341A	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.0209	10.035	-0.0141
AC21	A0003	第一金投信	T0341B	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.2925	9.3055	-0.013
AA2	A0003	第一金投信	T0342Y	31909908	第一金全球資源基金	TWD	9.73	9.71	0.02
AB2	A0003	第一金投信	T0343A	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	10.0976	10.1089	-0.0113
AB2	A0003	第一金投信	T0343B	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	10.0976	10.1089	-0.0113
AG	A0003	第一金投信	T0326A	48892846A	第一金全球不動產證券化基金A	TWD	7.631	7.6208	0.0102
AG	A0003	第一金投信	T0326B	48892846B	第一金全球不動產證券化基金B	TWD	5.9994	5.9914	0.008
AA1	A0003	第一金投信	T0313Y	73989002	第一金小型精選基金	TWD	23.15	23.01	0.14
AB1	A0003	第一金投信	T0320Y	99353151	第一金中概平衡基金	TWD	18.81	18.69	0.12
AB1	A0004	匯豐中華投信	T0405Y	00971080	匯豐安富基金	TWD	22.21	22.06	0.15
AA1	A0004	匯豐中華投信	T0408Y	01031298	匯豐龍鳳基金	TWD	40.29	39.84	0.45
AA2	A0004	匯豐中華投信	T0417Y	18031954	匯豐太平洋精典基金	TWD	13.9	13.89	0.01
AA2	A0004	匯豐中華投信	T0436Y	25500903	匯豐中國動力基金	TWD	12.82	12.74	0.08
AE22	A0004	匯豐中華投信	T0438Y	25617919	匯豐雙高收益債券組合基金	TWD	11.9339	11.9339	0
AA2	A0004	匯豐中華投信	T0439Y	25651866	匯豐黃金及礦業股票型基金	TWD	4.78	4.89	-0.11
AC21	A0004	匯豐中華投信	T0440A	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.8777	9.8885	-0.0108
AC21	A0004	匯豐中華投信	T0440B	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.5576	7.5683	-0.0107
AC23	A0004	匯豐中華投信	T0443A	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.359	11.3617	-0.0027
AC23	A0004	匯豐中華投信	T0443B	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.4196	9.4222	-0.0026
AA2	A0004	匯豐中華投信	T0447Y	26335699	匯豐拉丁美洲基金	TWD	8.98	8.82	0.16
AC23	A0004	匯豐中華投信	T0449Y	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	11.3537	11.3581	-0.0044
AC23	A0004	匯豐中華投信	T0449A	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.3312	2.3309	0.0003
AC23	A0004	匯豐中華投信	T0449B	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2143	2.2142	0.0001
AC23	A0004	匯豐中華投信	T0449C	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	11.0179	11.0221	-0.0042
AC23	A0004	匯豐中華投信	T0449D	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3799	0.3802	-0.0003
AC23	A0004	匯豐中華投信	T0449E	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.3685	0.3688	-0.0003
AA2	A0004	匯豐中華投信	T0453Y	38482745	匯豐中國A股匯聚基金	TWD	10.68	10.6	0.08
AA2	A0004	匯豐中華投信	T0425Y	48686374	匯豐金磚動力基金	TWD	12.17	12.15	0.02
AE22	A0004	匯豐中華投信	T0427Y	48745129	匯豐五福全球債券組合基金	TWD	12.8526	12.8573	-0.0047
AA2	A0004	匯豐中華投信	T0428Y	48784327	匯豐新鑽動力基金	TWD	9.78	9.75	0.03
AE21	A0004	匯豐中華投信	T0429Y	48865209	匯豐全球趨勢組合基金	TWD	10.59	10.58	0.01
AA2	A0004	匯豐中華投信	T0431Y	48925001	匯豐全球關鍵資源基金	TWD	8.09	8.06	0.03
AA1	A0004	匯豐中華投信	T0415Y	73987671	匯豐台灣精典基金	TWD	19.1	18.89	0.21
AA1	A0004	匯豐中華投信	T0406Y	76941376	匯豐成功基金	TWD	30.92	30.7	0.22
AA1	A0004	匯豐中華投信	T0410Y	92017794	匯豐龍騰電子基金	TWD	26.92	26.64	0.28
AD1	A0004	匯豐中華投信	T0411Y	92025871	匯豐富泰貨幣市場基金	TWD	15.6939	15.6937	0.0002
AD1	A0004	匯豐中華投信	T0413Y	97993027	匯豐富泰二號貨幣市場基金	TWD	14.8542	14.8541	0.0001
AA1	A0004	匯豐中華投信	T0414Y	97995664	匯豐中小基金	TWD	7.94	7.87	0.07
AA1	A0005	元大寶來投信	T0567Y	00974066	元大寶來2001基金	TWD	46.42	45.88	0.54
AA1	A0005	元大寶來投信	T0502Y	01032058	元大寶來多福基金	TWD	47.42	46.95	0.47
AH1	A0005	元大寶來投信	0060	10342511	元大寶來新台灣基金	TWD	31.9	31.59	0.31
AA2	A0005	元大寶來投信	T0553Y	10348058	元大寶來全球農業商機基金	TWD	17.12	17.08	0.04
AD1	A0005	元大寶來投信	T0571Y	13530495	元大寶來得寶貨幣市場基金	TWD	11.8035	11.8033	0.0002
AA1	A0005	元大寶來投信	T0572Y	14542287	元大寶來精準中小基金	TWD	16.27	16.08	0.19
AA2	A0005	元大寶來投信	T0519Y	14696466	元大寶來全球成長基金	TWD	17.87	17.82	0.05
AA1	A0005	元大寶來投信	T0513Y	17139204	元大寶來新主流基金	TWD	17.64	17.44	0.2
AA1	A0005	元大寶來投信	T0516Y	18036281	元大寶來巴菲特基金	TWD	20.05	19.88	0.17
AA1	A0005	元大寶來投信	T0506Y	20080023	元大寶來店頭基金	TWD	6.71	6.66	0.05
AD1	A0005	元大寶來投信	T0507Y	20081331	元大寶來萬泰貨幣市場基金	TWD	14.8796	14.8794	0.0002
AG	A0005	元大寶來投信	T0576A	21718388A	元大寶來全球不動產證券化基金(A)-不配息型	TWD	11.7	11.67	0.03
AG	A0005	元大寶來投信	T0576B	21718388B	元大寶來全球不動產證券化基金(B)-配息型	TWD	8.77	8.75	0.02
AA2	A0005	元大寶來投信	T0556Y	25520400	元大寶來新中國基金	TWD	7.65	7.63	0.02
AI2	A0005	元大寶來投信	T0581Y	25591306	元大寶來大中華價值指數基金	TWD	14.3	14.307	-0.007
AH2	A0005	元大寶來投信	0061	25610486	元大寶來標智滬深300基金	TWD	13.65	13.6	0.05
AA2	A0005	元大寶來投信	T0557Y	25622390	元大寶來印度基金	TWD	10.12	10.15	-0.03
AE22	A0005	元大寶來投信	T0583A	25638920A	元大寶來全球靈活配置債券組合基金(A)-不配息型	TWD	10.81	10.81	0
AE22	A0005	元大寶來投信	T0583B	25638920B	元大寶來全球靈活配置債券組合基金(B)-配息型	TWD	10.76	10.76	0
AA2	A0005	元大寶來投信	T0558Y	25643156	元大寶來新興亞洲基金	TWD	9.2	9.18	0.02
AI2	A0005	元大寶來投信	T0586Y	26203825	元大寶來印度指數基金	TWD	9.411	9.474	-0.063
AI2	A0005	元大寶來投信	T0587Y	26203846	元大寶來印尼指數基金	TWD	9.549	9.51	0.039
AI2	A0005	元大寶來投信	T0585Y	26203851	元大寶來巴西指數基金	TWD	6.072	5.894	0.178
AA2	A0005	元大寶來投信	T0560Y	26206323	元大寶來華夏中小基金	TWD	6.75	6.73	0.02
AH1	A0005	元大寶來投信	006201	26282102	元大寶來富櫃50基金	TWD	11.77	11.67	0.1
AE22	A0005	元大寶來投信	T0561A	26283518A	元大寶來新興市場債券組合基金-不配息型	TWD	10.8754	10.8395	0.0359
AE22	A0005	元大寶來投信	T0561B	26283518B	元大寶來新興市場債券組合基金-配息型	TWD	9.5693	9.5377	0.0316
AC21	A0005	元大寶來投信	T0588A	26297576A	元大寶來全球國富債券基金(A)-不配息型	TWD	8.5328	8.5179	0.0149
AC21	A0005	元大寶來投信	T0588B	26297576B	元大寶來全球國富債券基金(B)-配息型	TWD	6.7905	6.7787	0.0118
AH1	A0005	元大寶來投信	006203	26306553	元大寶來摩臺基金	TWD	32.26	31.8	0.46
