類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	11.77	11.84	-0.07
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	16.03	16.04	-0.01
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	32.83	32.68	0.15
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	21.98	21.97	0.01
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	26.62	26.59	0.03
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	18.67	18.4	0.27
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.298	12.2979	0.0001
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.5	8.46	0.04
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	10.14	10.09	0.05
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.4	10.42	-0.02
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.54	10.54	0
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.51	10.52	-0.01
AC23	A0001	兆豐國際投信	T0007A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.9975	10.0207	-0.0232
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2388	9.2917	-0.0529
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.1771	10.1763	0.0008
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	10.28	10.37	-0.09
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	10.04	10.14	-0.1
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	19.38	19.53	-0.15
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	11.85	11.92	-0.07
AD1	A0003	第一金投信	T0306Y	01032249	第一金全家福貨幣市場基金	TWD	175.11	175.108	0.002
AA2	A0003	第一金投信	T0331Y	10338642	第一金全球大趨勢基金	TWD	18.14	17.98	0.16
AA1	A0003	第一金投信	T0318Y	15739619	第一金大中華基金	TWD	18.62	18.76	-0.14
AA2	A0003	第一金投信	T0316Y	17612378	第一金亞洲科技基金	TWD	14.51	14.42	0.09
AA1	A0003	第一金投信	T0314Y	19341318	第一金電子基金	TWD	23.64	23.95	-0.31
AD1	A0003	第一金投信	T0310Y	20081472	第一金台灣貨幣市場基金	TWD	15.0051	15.0049	0.0002
AA1	A0003	第一金投信	T0311Y	20092528	第一金店頭市場基金	TWD	7.04	7.1	-0.06
AC23	A0003	第一金投信	T0332A	25593418A	第一金全球高收益債券基金A	TWD	14.388	14.4172	-0.0292
AC23	A0003	第一金投信	T0332B	25593418B	第一金全球高收益債券基金B	TWD	10.7699	10.7918	-0.0219
AC23	A0003	第一金投信	T0332C	25593418C	第一金全球高收益債券基金A-美元	USD	9.6861	9.7095	-0.0234
AC23	A0003	第一金投信	T0332D	25593418D	第一金全球高收益債券基金B-美元	USD	9.6066	9.6298	-0.0232
AA2	A0003	第一金投信	T0334Y	25620512A	第一金中國世紀基金	TWD	8.06	8.1	-0.04
AA2	A0003	第一金投信	T0334A	25620512B	第一金中國世紀基金-人民幣	CNY	9.77	9.85	-0.08
AA2	A0003	第一金投信	T0335Y	25652648	第一金亞洲新興市場基金	TWD	11.12	11.07	0.05
AA1	A0003	第一金投信	T0336Y	26202396	第一金創新趨勢基金	TWD	13.04	13.14	-0.1
AC21	A0003	第一金投信	T0337A	26297013A	第一金新興市場投資等級債券基金A	TWD	9.2636	9.2429	0.0207
AC21	A0003	第一金投信	T0337B	26297013B	第一金新興市場投資等級債券基金B	TWD	7.7067	7.6894	0.0173
AC21	A0003	第一金投信	T0341A	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.035	10.0398	-0.0048
AC21	A0003	第一金投信	T0341B	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3055	9.31	-0.0045
AA2	A0003	第一金投信	T0342Y	31909908	第一金全球資源基金	TWD	9.71	9.66	0.05
AB2	A0003	第一金投信	T0343A	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	10.1089	10.0844	0.0245
AB2	A0003	第一金投信	T0343B	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	10.1089	10.0844	0.0245
AG	A0003	第一金投信	T0326A	48892846A	第一金全球不動產證券化基金A	TWD	7.6208	7.585	0.0358
AG	A0003	第一金投信	T0326B	48892846B	第一金全球不動產證券化基金B	TWD	5.9914	5.9633	0.0281
AA1	A0003	第一金投信	T0313Y	73989002	第一金小型精選基金	TWD	23.01	23.21	-0.2
AB1	A0003	第一金投信	T0320Y	99353151	第一金中概平衡基金	TWD	18.69	18.82	-0.13
AB1	A0004	匯豐中華投信	T0405Y	00971080	匯豐安富基金	TWD	22.06	22.08	-0.02
AA1	A0004	匯豐中華投信	T0408Y	01031298	匯豐龍鳳基金	TWD	39.84	39.9	-0.06
AA2	A0004	匯豐中華投信	T0417Y	18031954	匯豐太平洋精典基金	TWD	13.89	13.89	0
AA2	A0004	匯豐中華投信	T0436Y	25500903	匯豐中國動力基金	TWD	12.74	12.84	-0.1
AE22	A0004	匯豐中華投信	T0438Y	25617919	匯豐雙高收益債券組合基金	TWD	11.9339	11.9362	-0.0023
AA2	A0004	匯豐中華投信	T0439Y	25651866	匯豐黃金及礦業股票型基金	TWD	4.89	4.77	0.12
AC21	A0004	匯豐中華投信	T0440A	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.8885	9.8269	0.0616
AC21	A0004	匯豐中華投信	T0440B	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.5683	7.5066	0.0617
AC23	A0004	匯豐中華投信	T0443A	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.3617	11.3503	0.0114
AC23	A0004	匯豐中華投信	T0443B	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.4222	9.4107	0.0115
AA2	A0004	匯豐中華投信	T0447Y	26335699	匯豐拉丁美洲基金	TWD	8.82	8.65	0.17
AC23	A0004	匯豐中華投信	T0449Y	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	11.3581	11.3434	0.0147
AC23	A0004	匯豐中華投信	T0449A	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.3309	2.3306	0.0003
AC23	A0004	匯豐中華投信	T0449B	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2142	2.214	0.0002
AC23	A0004	匯豐中華投信	T0449C	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	11.0221	11.0079	0.0142
AC23	A0004	匯豐中華投信	T0449D	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3802	0.3798	0.0004
AC23	A0004	匯豐中華投信	T0449E	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.3688	0.3684	0.0004
AA2	A0004	匯豐中華投信	T0453Y	38482745	匯豐中國A股匯聚基金	TWD	10.6	10.61	-0.01
AA2	A0004	匯豐中華投信	T0425Y	48686374	匯豐金磚動力基金	TWD	12.15	12.14	0.01
AE22	A0004	匯豐中華投信	T0427Y	48745129	匯豐五福全球債券組合基金	TWD	12.8573	12.8611	-0.0038
AA2	A0004	匯豐中華投信	T0428Y	48784327	匯豐新鑽動力基金	TWD	9.75	9.72	0.03
AE21	A0004	匯豐中華投信	T0429Y	48865209	匯豐全球趨勢組合基金	TWD	10.58	10.48	0.1
AA2	A0004	匯豐中華投信	T0431Y	48925001	匯豐全球關鍵資源基金	TWD	8.06	8	0.06
AA1	A0004	匯豐中華投信	T0415Y	73987671	匯豐台灣精典基金	TWD	18.89	18.92	-0.03
AA1	A0004	匯豐中華投信	T0406Y	76941376	匯豐成功基金	TWD	30.7	30.57	0.13
AA1	A0004	匯豐中華投信	T0410Y	92017794	匯豐龍騰電子基金	TWD	26.64	26.81	-0.17
AD1	A0004	匯豐中華投信	T0411Y	92025871	匯豐富泰貨幣市場基金	TWD	15.6937	15.6935	0.0002
AD1	A0004	匯豐中華投信	T0413Y	97993027	匯豐富泰二號貨幣市場基金	TWD	14.8541	14.8539	0.0002
AA1	A0004	匯豐中華投信	T0414Y	97995664	匯豐中小基金	TWD	7.87	7.91	-0.04
AA1	A0005	元大寶來投信	T0567Y	00974066	元大寶來2001基金	TWD	45.88	46.2	-0.32
AA1	A0005	元大寶來投信	T0502Y	01032058	元大寶來多福基金	TWD	46.95	47.24	-0.29
AH1	A0005	元大寶來投信	0060	10342511	元大寶來新台灣基金	TWD	31.59	31.41	0.18
AA2	A0005	元大寶來投信	T0553Y	10348058	元大寶來全球農業商機基金	TWD	17.08	16.91	0.17
AD1	A0005	元大寶來投信	T0571Y	13530495	元大寶來得寶貨幣市場基金	TWD	11.8033	11.8031	0.0002
AA1	A0005	元大寶來投信	T0572Y	14542287	元大寶來精準中小基金	TWD	16.08	16.26	-0.18
AA2	A0005	元大寶來投信	T0519Y	14696466	元大寶來全球成長基金	TWD	17.82	17.73	0.09
AA1	A0005	元大寶來投信	T0513Y	17139204	元大寶來新主流基金	TWD	17.44	17.55	-0.11
AA1	A0005	元大寶來投信	T0516Y	18036281	元大寶來巴菲特基金	TWD	19.88	20.09	-0.21
AA1	A0005	元大寶來投信	T0506Y	20080023	元大寶來店頭基金	TWD	6.66	6.75	-0.09
AD1	A0005	元大寶來投信	T0507Y	20081331	元大寶來萬泰貨幣市場基金	TWD	14.8794	14.8791	0.0003
AG	A0005	元大寶來投信	T0576A	21718388A	元大寶來全球不動產證券化基金(A)-不配息型	TWD	11.67	11.66	0.01
AG	A0005	元大寶來投信	T0576B	21718388B	元大寶來全球不動產證券化基金(B)-配息型	TWD	8.75	8.74	0.01
AA2	A0005	元大寶來投信	T0556Y	25520400	元大寶來新中國基金	TWD	7.63	7.65	-0.02
AI2	A0005	元大寶來投信	T0581Y	25591306	元大寶來大中華價值指數基金	TWD	14.307	14.375	-0.068
AH2	A0005	元大寶來投信	0061	25610486	元大寶來標智滬深300基金	TWD	13.6	13.67	-0.07
AA2	A0005	元大寶來投信	T0557Y	25622390	元大寶來印度基金	TWD	10.15	10.17	-0.02
AE22	A0005	元大寶來投信	T0583A	25638920A	元大寶來全球靈活配置債券組合基金(A)-不配息型	TWD	10.81	10.81	0
AE22	A0005	元大寶來投信	T0583B	25638920B	元大寶來全球靈活配置債券組合基金(B)-配息型	TWD	10.76	10.76	0
AA2	A0005	元大寶來投信	T0558Y	25643156	元大寶來新興亞洲基金	TWD	9.18	9.2	-0.02
AI2	A0005	元大寶來投信	T0586Y	26203825	元大寶來印度指數基金	TWD	9.474	9.473	0.001
AI2	A0005	元大寶來投信	T0587Y	26203846	元大寶來印尼指數基金	TWD	9.51	9.354	0.156
AI2	A0005	元大寶來投信	T0585Y	26203851	元大寶來巴西指數基金	TWD	5.894	5.768	0.126
AA2	A0005	元大寶來投信	T0560Y	26206323	元大寶來華夏中小基金	TWD	6.73	6.77	-0.04
AH1	A0005	元大寶來投信	006201	26282102	元大寶來富櫃50基金	TWD	11.67	11.83	-0.16
AE22	A0005	元大寶來投信	T0561A	26283518A	元大寶來新興市場債券組合基金-不配息型	TWD	10.8395	10.8371	0.0024
AE22	A0005	元大寶來投信	T0561B	26283518B	元大寶來新興市場債券組合基金-配息型	TWD	9.5377	9.5356	0.0021
AC21	A0005	元大寶來投信	T0588A	26297576A	元大寶來全球國富債券基金(A)-不配息型	TWD	8.5179	8.4711	0.0468
AC21	A0005	元大寶來投信	T0588B	26297576B	元大寶來全球國富債券基金(B)-配息型	TWD	6.7787	6.7414	0.0373
AH1	A0005	元大寶來投信	006203	26306553	元大寶來摩臺基金	TWD	31.8	31.87	-0.07
AI1	A0005	元大寶來投信	T0564Y	26307568	元大寶來台股指數基金	TWD	10.33	10.364	-0.034
AA2	A0005	元大寶來投信	T0589Y	26326707	元大寶來新興市場ESG策略基金	TWD	12.17	12.1	0.07
AC23	A0005	元大寶來投信	T0566Y	26394367	元大寶來中國高收益點心債券基金	TWD	11.1361	11.1152	0.0209
AB2	A0005	元大寶來投信	T0591Y	31830473A	元大寶來中國平衡基金-新台幣	TWD	10.22	10.23	-0.01
AB2	A0005	元大寶來投信	T0591A	31830473B	元大寶來中國平衡基金-人民幣	CNY	2.04	2.04	0
AH2	A0005	元大寶來投信	006206	31830488	元大寶來上證50基金	TWD	20.14	20.45	-0.31
AI2	A0005	元大寶來投信	T0593A	31931789A	元大寶來亞太政府公債指數基金(A)-不配息型	TWD	9.1131	9.0834	0.0297
AI2	A0005	元大寶來投信	T0593B	31931789B	元大寶來亞太政府公債指數基金(B)-配息型	TWD	8.5617	8.5339	0.0278
AC21	A0005	元大寶來投信	T0594A	38546950A	元大寶來中國機會債券基金-新台幣	TWD	10.537	10.5087	0.0283
AC21	A0005	元大寶來投信	T0594B	38546950B	元大寶來中國機會債券基金-人民幣(A)不配息	CNY	10.0804	10.0789	0.0015
AC21	A0005	元大寶來投信	T0594C	38546950C	元大寶來中國機會債券基金-人民幣(B)配息	CNY	10.0343	10.0329	0.0014
AD2	A0005	元大寶來投信	T0595A	38546966A	元大寶來人民幣貨幣市場基金-新台幣	TWD	10.5427	10.515	0.0277
AD2	A0005	元大寶來投信	T0595B	38546966B	元大寶來人民幣貨幣市場基金-人民幣	CNY	10.1001	10.0994	0.0007
AH1	A0005	元大寶來投信		38619904	元大寶來台灣50單日正向2倍基金	TWD	19.97	20.06	-0.09
AH1	A0005	元大寶來投信		38619910	元大寶來台灣50單日反向1倍基金	TWD	19.97	19.92	0.05
AA2	A0005	元大寶來投信	T0537Y	48708243	元大寶來亞太成長基金	TWD	10.39	10.33	0.06
AA2	A0005	元大寶來投信	T0538Y	48753324	元大寶來泛歐成長基金	TWD	9.08	9.01	0.07
AE21	A0005	元大寶來投信	T0577Y	48760113	元大寶來全球新興市場精選組合基金	TWD	12.73	12.73	0
AH1	A0005	元大寶來投信	0051	48772770	元大寶來台灣中型100基金	TWD	28.82	28.97	-0.15
AE21	A0005	元大寶來投信	T0578Y	48789815	元大寶來全球ETF成長組合基金	TWD	9.84	9.77	0.07
AC22	A0005	元大寶來投信	T0539A	48849362A	元大寶來全球滿意入息基金-不配息型	TWD	11.12	11.11	0.01
AC22	A0005	元大寶來投信	T0539B	48849362B	元大寶來全球滿意入息基金-配息型	TWD	8.31	8.3	0.01
AG	A0005	元大寶來投信	T0542A	48885346A	元大寶來全球地產建設入息基金-不配息型	TWD	8.57	8.57	0
AG	A0005	元大寶來投信	T0542B	48885346B	元大寶來全球地產建設入息基金-配息型	TWD	7.13	7.13	0
AH1	A0005	元大寶來投信	0055	48903175	元大寶來台灣金融基金	TWD	15.08	15.06	0.02
AH1	A0005	元大寶來投信	0054	48903180	元大寶來台商收成基金	TWD	22.47	22.45	0.02
AH1	A0005	元大寶來投信	0053	48903196	元大寶來台灣電子科技基金	TWD	28.42	28.68	-0.26
AA2	A0005	元大寶來投信	T0546A	48952816A	元大寶來全球公用能源效率基金-不配息型	TWD	8.14	8.09	0.05
AA2	A0005	元大寶來投信	T0546B	48952816B	元大寶來全球公用能源效率基金-配息型	TWD	6.56	6.52	0.04
AH1	A0005	元大寶來投信	0056	48966213	元大寶來台灣高股息基金	TWD	22.9	22.99	-0.09
AA1	A0005	元大寶來投信	T0510Y	77537509	元大寶來多元基金	TWD	10.27	10.34	-0.07
AA1	A0005	元大寶來投信	T0508Y	81584335	元大寶來高科技基金	TWD	11.44	11.51	-0.07
AA1	A0005	元大寶來投信	T0509Y	83863951	元大寶來經貿基金	TWD	26.54	26.75	-0.21
AA1	A0005	元大寶來投信	T0503Y	92001765	元大寶來多多基金	TWD	14.54	14.67	-0.13
AA1	A0005	元大寶來投信	T0568Y	92004566	元大寶來績效基金	TWD	32.94	33.09	-0.15
AD1	A0005	元大寶來投信	T0569Y	92017204	元大寶來得利貨幣市場基金	TWD	16.0071	16.0068	0.0003
AA1	A0005	元大寶來投信	T0504Y	92026219	元大寶來卓越基金	TWD	36.95	37.22	-0.27
AB1	A0005	元大寶來投信	T0518Y	98636553	元大寶來雙盈基金	TWD	22.38	22.55	-0.17
AH1	A0005	元大寶來投信	0050	98764389	元大寶來台灣卓越50基金	TWD	64.88	64.96	-0.08
AI1	A0005	元大寶來投信	T0574Y	99346928	元大寶來台灣加權股價指數基金	TWD	17.939	17.998	-0.059
AE23	A0005	元大寶來投信	T0575Y	99967974	元大寶來全球ETF穩健組合基金	TWD	13.91	13.86	0.05
AA2	A0006	景順投信	T0609Y	14687516	景順全球康健基金	TWD	17.37	17.16	0.21
AA1	A0006	景順投信	T0606Y	17140568	景順主流基金	TWD	15.19	15.24	-0.05
AB1	A0006	景順投信	T0607Y	17606713	景順平衡基金	TWD	10.59	10.62	-0.03
AC21	A0006	景順投信	T0612A	38522556A	景順人民幣新興亞太入息基金累積型新台幣	TWD	10.4189	10.3963	0.0226
AC21	A0006	景順投信	T0612B	38522556B	景順人民幣新興亞太入息基金月配型新台幣	TWD	10.1934	10.1713	0.0221
AC21	A0006	景順投信	T0612C	38522556C	景順人民幣新興亞太入息基金累積型美元	USD	10.3505	10.3403	0.0102
AC21	A0006	景順投信	T0612D	38522556D	景順人民幣新興亞太入息基金月配型美元	USD	10.1352	10.1251	0.0101
AC21	A0006	景順投信	T0612E	38522556E	景順人民幣新興亞太入息基金累積型人民幣	CNY	10.2118	10.2125	-0.0007
AC21	A0006	景順投信	T0612F	38522556F	景順人民幣新興亞太入息基金月配型人民幣	CNY	9.9988	9.9994	-0.0006
AA1	A0006	景順投信	T0605Y	73989256	景順台灣科技基金	TWD	24.79	25.01	-0.22
AA1	A0006	景順投信	T0601Y	92019786	景順潛力基金	TWD	28.37	28.48	-0.11
AD1	A0006	景順投信	T0602Y	92025942	景順貨幣市場基金	TWD	15.7348	15.7346	0.0002
AA2	A0006	景順投信	T0603Y	97993482	景順全球科技基金	TWD	13.17	13.11	0.06
AA2	A0007	瀚亞投信	T0733Y	10310200	瀚亞全球綠色金脈基金	TWD	13.59	13.47	0.12
AA2	A0007	瀚亞投信	T0735Y	10357632A	瀚亞非洲基金-新臺幣	TWD	21.24	21.26	-0.02
AA2	A0007	瀚亞投信	T0735B	10357632B	瀚亞非洲基金-南非幣	ZAR	10.71	10.76	-0.05
AA2	A0007	瀚亞投信	T0718Y	14692623	瀚亞美國高科技基金	TWD	16.65	16.56	0.09
AA1	A0007	瀚亞投信	T0715Y	17603899	瀚亞電通網基金	TWD	10.72	10.84	-0.12
AA2	A0007	瀚亞投信	T0716Y	17611814	瀚亞歐洲基金	TWD	10.2	10.12	0.08
AB1	A0007	瀚亞投信	T0717Y	18036769	瀚亞理財通基金	TWD	20.48	20.53	-0.05
AA2	A0007	瀚亞投信	T0723Y	21704130	瀚亞印度基金	TWD	24.09	24.03	0.06
AA2	A0007	瀚亞投信	T0736Y	25633559	瀚亞巴西基金	TWD	5.26	5.19	0.07
AC23	A0007	瀚亞投信	T0737A	26257384A	瀚亞全球高收益債券基金A-新台幣	TWD	12.291	12.3186	-0.0276
AC23	A0007	瀚亞投信	T0737B	26257384B	瀚亞全球高收益債券基金B-新台幣	TWD	9.7508	9.7727	-0.0219
AC23	A0007	瀚亞投信	T0737C	26257384C	瀚亞全球高收益債券基金C-新台幣	TWD	11.5698	11.5958	-0.026
AC23	A0007	瀚亞投信	T0737D	26257384D	瀚亞全球高收益債券基金A-美元	USD	9.9774	10.0022	-0.0248
AC23	A0007	瀚亞投信	T0737E	26257384E	瀚亞全球高收益債券基金B-美元	USD	9.6497	9.6737	-0.024
AC23	A0007	瀚亞投信	T0737F	26257384F	瀚亞全球高收益債券基金A-澳幣	AUD	10.0558	10.0816	-0.0258
AC23	A0007	瀚亞投信	T0737G	26257384G	瀚亞全球高收益債券基金B-澳幣	AUD	9.5142	9.5386	-0.0244
AC23	A0007	瀚亞投信	T0737H	26257384H	瀚亞全球高收益債券基金A-人民幣	CNY	9.8905	9.9087	-0.0182
AC23	A0007	瀚亞投信	T0737J	26257384I	瀚亞全球高收益債券基金B-人民幣	CNY	9.773	9.7908	-0.0178
AA2	A0007	瀚亞投信	T0739Y	26384902	瀚亞中國基金	TWD	11.65	11.75	-0.1
AC21	A0007	瀚亞投信	T0740A	31835499A	瀚亞新興亞洲當地貨幣債券基金A類型	TWD	10.583	10.5695	0.0135
AC21	A0007	瀚亞投信	T0740B	31835499B	瀚亞新興亞洲當地貨幣債券基金B類型	TWD	9.4453	9.4333	0.012
AC23	A0007	瀚亞投信	T0742A	31902573A	瀚亞縱橫全球高收益債券基金A類型	TWD	9.8044	9.8127	-0.0083
AC23	A0007	瀚亞投信	T0742B	31902573B	瀚亞縱橫全球高收益債券基金B類型	TWD	8.7735	8.7809	-0.0074
AC21	A0007	瀚亞投信	T0746A	31999540A	瀚亞新興南非蘭特債券基金A類型	ZAR	10.8937	10.8527	0.041
