類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.52	10.53	-0.01
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.29	15.26	0.03
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.56	30.69	-0.13
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.76	22.76	0
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	26.79	26.81	-0.02
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	15.34	15.25	0.09
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2223	12.2221	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.56	8.57	-0.01
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.41	9.4	0.01
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.96	10.03	-0.07
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.15	10.16	-0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.15	10.16	-0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.5334	9.534	-0.0006
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2411	9.2417	-0.0006
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.61	17.57	0.04
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.24	11.23	0.01
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.98	10.97	0.01
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.69	7.69	0
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.148	174.145	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.36	11.32	0.04
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	16.48	16.43	0.05
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.78	16.76	0.02
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.51	13.59	-0.08
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	22.2	22.22	-0.02
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9199	14.9196	0.0003
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.16	7.12	0.04
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.0019	14.0062	-0.0043
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.1659	11.1693	-0.0034
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.33	7.35	-0.02
