類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.57	10.52	0.05
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.29	15.29	0
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.67	30.56	0.11
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.86	22.76	0.1
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	26.84	26.79	0.05
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	15.25	15.34	-0.09
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2225	12.2223	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.58	8.56	0.02
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.49	9.41	0.08
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.05	9.96	0.09
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.16	10.15	0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.16	10.15	0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.5411	9.5334	0.0077
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2486	9.2411	0.0075
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.73	17.61	0.12
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.31	11.24	0.07
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	11.02	10.98	0.04
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.77	7.69	0.08
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.15	174.148	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.37	11.36	0.01
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	16.47	16.48	-0.01
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.85	16.78	0.07
