類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	12.62	12.61	0.01
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	16.54	16.55	-0.01
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	33.31	33.38	-0.07
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	22.88	22.96	-0.08
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	27.52	27.59	-0.07
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	19.92	19.99	-0.07
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.3143	12.3137	0.0006
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.25	8.24	0.01
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	10.25	10.27	-0.02
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.13	10.18	-0.05
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.59	10.59	0
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.56	10.56	0
AC23	A0001	兆豐國際投信	T0007A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.551	9.5435	0.0075
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.756	8.7492	0.0068
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.2443	10.2417	0.0026
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	13.14	13.04	0.1
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	12.52	12.45	0.07
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	20.75	20.68	0.07
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	12.68	12.67	0.01
AD1	A0003	第一金投信	T0306Y	01032249	第一金全家福貨幣市場基金	TWD	175.316	175.308	0.008
AA2	A0003	第一金投信	T0331Y	10338642	第一金全球大趨勢基金	TWD	18.75	18.92	-0.17
AA1	A0003	第一金投信	T0318Y	15739619	第一金大中華基金	TWD	20.1	19.99	0.11
AA2	A0003	第一金投信	T0316Y	17612378	第一金亞洲科技基金	TWD	15.11	15.16	-0.05
AA1	A0003	第一金投信	T0314Y	19341318	第一金電子基金	TWD	26.31	26.27	0.04
AD1	A0003	第一金投信	T0310Y	20081472	第一金台灣貨幣市場基金	TWD	15.0242	15.0235	0.0007
AA1	A0003	第一金投信	T0311Y	20092528	第一金店頭市場基金	TWD	7.76	7.73	0.03
AC23	A0003	第一金投信	T0332A	25593418A	第一金全球高收益債券基金A	TWD	14.2882	14.2801	0.0081
AC23	A0003	第一金投信	T0332B	25593418B	第一金全球高收益債券基金B	TWD	10.5903	10.5843	0.006
AC23	A0003	第一金投信	T0332C	25593418C	第一金全球高收益債券基金A-美元	USD	9.4633	9.4659	-0.0026
AC23	A0003	第一金投信	T0332D	25593418D	第一金全球高收益債券基金B-美元	USD	9.2883	9.29	-0.0017
AA2	A0003	第一金投信	T0334Y	25620512A	第一金中國世紀基金	TWD	9.03	9	0.03
AA2	A0003	第一金投信	T0334A	25620512B	第一金中國世紀基金-人民幣	CNY	10.91	10.89	0.02
AA2	A0003	第一金投信	T0335Y	25652648	第一金亞洲新興市場基金	TWD	11.82	11.81	0.01
AA1	A0003	第一金投信	T0336Y	26202396	第一金創新趨勢基金	TWD	14.18	14.12	0.06
AC21	A0003	第一金投信	T0337A	26297013A	第一金新興市場投資等級債券基金A	TWD	9.4544	9.4394	0.015
AC21	A0003	第一金投信	T0337B	26297013B	第一金新興市場投資等級債券基金B	TWD	7.7793	7.7669	0.0124
AC21	A0003	第一金投信	T0341A	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.3196	10.3001	0.0195
AC21	A0003	第一金投信	T0341B	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.509	9.491	0.018
AA2	A0003	第一金投信	T0342Y	31909908	第一金全球資源基金	TWD	9.59	9.57	0.02
AB2	A0003	第一金投信	T0343A	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	10.3371	10.3535	-0.0164
AB2	A0003	第一金投信	T0343B	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	10.2172	10.2333	-0.0161
AD2	A0003	第一金投信	T0344A	38646796A	第一金人民幣貨幣市場基金-新臺幣	TWD	10.0277	10.0008	0.0269
AD2	A0003	第一金投信	T0344B	38646796B	第一金人民幣貨幣市場基金-人民幣	CNY	10.007	10.0042	0.0028
AG	A0003	第一金投信	T0326A	48892846A	第一金全球不動產證券化基金A	TWD	8.1999	8.2647	-0.0648
AG	A0003	第一金投信	T0326B	48892846B	第一金全球不動產證券化基金B	TWD	6.4171	6.4677	-0.0506
AA1	A0003	第一金投信	T0313Y	73989002	第一金小型精選基金	TWD	24.62	24.6	0.02
AB1	A0003	第一金投信	T0320Y	99353151	第一金中概平衡基金	TWD	19.7	19.69	0.01
AB1	A0004	匯豐中華投信	T0405Y	00971080	匯豐安富基金	TWD	22.64	22.7	-0.06
AA1	A0004	匯豐中華投信	T0408Y	01031298	匯豐龍鳳基金	TWD	41.81	42.01	-0.2
AA2	A0004	匯豐中華投信	T0417Y	18031954	匯豐太平洋精典基金	TWD	14.64	14.68	-0.04
AA2	A0004	匯豐中華投信	T0436Y	25500903	匯豐中國動力基金	TWD	13.97	13.95	0.02
AE22	A0004	匯豐中華投信	T0438Y	25617919	匯豐雙高收益債券組合基金	TWD	11.7943	11.7944	-0.0001
AA2	A0004	匯豐中華投信	T0439Y	25651866	匯豐黃金及礦業股票型基金	TWD	5.16	5.11	0.05
AC21	A0004	匯豐中華投信	T0440A	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.7409	9.7172	0.0237
AC21	A0004	匯豐中華投信	T0440B	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.3059	7.282	0.0239
AC23	A0004	匯豐中華投信	T0443A	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.2221	11.2171	0.005
AC23	A0004	匯豐中華投信	T0443B	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.1462	9.1408	0.0054
AA2	A0004	匯豐中華投信	T0447Y	26335699	匯豐拉丁美洲基金	TWD	8.23	8.17	0.06
AC23	A0004	匯豐中華投信	T0449Y	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	10.9588	10.9623	-0.0035
AC23	A0004	匯豐中華投信	T0449A	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.234	2.2341	-0.0001
AC23	A0004	匯豐中華投信	T0449B	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.0994	2.0997	-0.0003
AC23	A0004	匯豐中華投信	T0449C	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	10.5214	10.5248	-0.0034
AC23	A0004	匯豐中華投信	T0449D	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3567	0.3569	-0.0002
AC23	A0004	匯豐中華投信	T0449E	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.3421	0.3423	-0.0002
AA2	A0004	匯豐中華投信	T0453Y	38482745	匯豐中國A股匯聚基金	TWD	12.52	12.45	0.07
AB2	A0004	匯豐中華投信	T0458A	38647535A	匯豐中國多元資產入息平衡基金(台幣不配息)	TWD	10.014	10.0052	0.0088
AB2	A0004	匯豐中華投信	T0458B	38647535B	匯豐中國多元資產入息平衡基金(台幣配息)	TWD	10.014	10.0052	0.0088
AB2	A0004	匯豐中華投信	T0458C	38647535C	匯豐中國多元資產入息平衡基金(人民幣不配息)	CNY	9.9777	9.9861	-0.0084
AB2	A0004	匯豐中華投信	T0458D	38647535D	匯豐中國多元資產入息平衡基金(人民幣配息)	CNY	9.9777	9.9861	-0.0084
AB2	A0004	匯豐中華投信	T0458E	38647535E	匯豐中國多元資產入息平衡基金(美元不配息)	USD	9.9864	9.9998	-0.0134
AB2	A0004	匯豐中華投信	T0458F	38647535F	匯豐中國多元資產入息平衡基金(美元配息)	USD	9.9864	9.9998	-0.0134
AA2	A0004	匯豐中華投信	T0425Y	48686374	匯豐金磚動力基金	TWD	12.21	12.24	-0.03
AE22	A0004	匯豐中華投信	T0427Y	48745129	匯豐五福全球債券組合基金	TWD	13.0726	13.0846	-0.012
AA2	A0004	匯豐中華投信	T0428Y	48784327	匯豐新鑽動力基金	TWD	9.99	10.01	-0.02
AE21	A0004	匯豐中華投信	T0429Y	48865209	匯豐全球趨勢組合基金	TWD	10.73	10.75	-0.02
AA2	A0004	匯豐中華投信	T0431Y	48925001	匯豐全球關鍵資源基金	TWD	7.79	7.77	0.02
AA1	A0004	匯豐中華投信	T0415Y	73987671	匯豐台灣精典基金	TWD	19.79	19.89	-0.1
AA1	A0004	匯豐中華投信	T0406Y	76941376	匯豐成功基金	TWD	32.54	32.73	-0.19
AA1	A0004	匯豐中華投信	T0410Y	92017794	匯豐龍騰電子基金	TWD	28.54	28.54	0
AD1	A0004	匯豐中華投信	T0411Y	92025871	匯豐富泰貨幣市場基金	TWD	15.709	15.7084	0.0006
AD1	A0004	匯豐中華投信	T0413Y	97993027	匯豐富泰二號貨幣市場基金	TWD	14.8688	14.8683	0.0005
AA1	A0004	匯豐中華投信	T0414Y	97995664	匯豐中小基金	TWD	8.54	8.53	0.01
AA1	A0005	元大寶來投信	T0567Y	00974066	元大寶來2001基金	TWD	49.91	49.76	0.15
AA1	A0005	元大寶來投信	T0502Y	01032058	元大寶來多福基金	TWD	51.01	51.02	-0.01
AH1	A0005	元大寶來投信	0060	10342511	元大寶來新台灣基金	TWD	32.15	32.3	-0.15
AA2	A0005	元大寶來投信	T0553Y	10348058	元大寶來全球農業商機基金	TWD	17.2	17.17	0.03
AD1	A0005	元大寶來投信	T0571Y	13530495	元大寶來得寶貨幣市場基金	TWD	11.8183	11.8178	0.0005
AA1	A0005	元大寶來投信	T0572Y	14542287	元大寶來精準中小基金	TWD	17.34	17.34	0
AA2	A0005	元大寶來投信	T0519Y	14696466	元大寶來全球成長基金	TWD	18.39	18.52	-0.13
AA1	A0005	元大寶來投信	T0513Y	17139204	元大寶來新主流基金	TWD	18.84	18.8	0.04
AA1	A0005	元大寶來投信	T0516Y	18036281	元大寶來巴菲特基金	TWD	21.32	21.39	-0.07
AA1	A0005	元大寶來投信	T0506Y	20080023	元大寶來店頭基金	TWD	7.33	7.31	0.02
AD1	A0005	元大寶來投信	T0507Y	20081331	元大寶來萬泰貨幣市場基金	TWD	14.8983	14.8976	0.0007
AG	A0005	元大寶來投信	T0576A	21718388A	元大寶來全球不動產證券化基金(A)-不配息型	TWD	11.77	11.8	-0.03
AG	A0005	元大寶來投信	T0576B	21718388B	元大寶來全球不動產證券化基金(B)-配息型	TWD	8.8	8.83	-0.03
AA2	A0005	元大寶來投信	T0556Y	25520400	元大寶來新中國基金	TWD	8.31	8.33	-0.02
AI2	A0005	元大寶來投信	T0581Y	25591306	元大寶來大中華價值指數基金	TWD	15.468	15.551	-0.083
AH2	A0005	元大寶來投信	0061	25610486	元大寶來標智滬深300基金	TWD	16.95	16.78	0.17
AA2	A0005	元大寶來投信	T0557Y	25622390	元大寶來印度基金	TWD	10.48	10.68	-0.2
AE22	A0005	元大寶來投信	T0583A	25638920A	元大寶來全球靈活配置債券組合基金(A)-不配息型	TWD	10.98	10.99	-0.01
AE22	A0005	元大寶來投信	T0583B	25638920B	元大寶來全球靈活配置債券組合基金(B)-配息型	TWD	10.93	10.94	-0.01
AA2	A0005	元大寶來投信	T0558Y	25643156	元大寶來新興亞洲基金	TWD	9.64	9.72	-0.08
AI2	A0005	元大寶來投信	T0586Y	26203825	元大寶來印度指數基金	TWD	9.689	9.81	-0.121
AI2	A0005	元大寶來投信	T0587Y	26203846	元大寶來印尼指數基金	TWD	9.686	9.654	0.032
AI2	A0005	元大寶來投信	T0585Y	26203851	元大寶來巴西指數基金	TWD	5.427	5.342	0.085
AA2	A0005	元大寶來投信	T0560Y	26206323	元大寶來華夏中小基金	TWD	7.48	7.44	0.04
AH1	A0005	元大寶來投信	006201	26282102	元大寶來富櫃50基金	TWD	12.29	12.28	0.01
AE22	A0005	元大寶來投信	T0561A	26283518A	元大寶來新興市場債券組合基金-不配息型	TWD	10.8469	10.8403	0.0066
AE22	A0005	元大寶來投信	T0561B	26283518B	元大寶來新興市場債券組合基金-配息型	TWD	9.4241	9.4183	0.0058
AC21	A0005	元大寶來投信	T0588A	26297576A	元大寶來全球國富債券基金(A)-不配息型	TWD	8.6196	8.6083	0.0113
AC21	A0005	元大寶來投信	T0588B	26297576B	元大寶來全球國富債券基金(B)-配息型	TWD	6.7799	6.7709	0.009
AH1	A0005	元大寶來投信	006203	26306553	元大寶來摩臺基金	TWD	32.78	32.91	-0.13
AI1	A0005	元大寶來投信	T0564Y	26307568	元大寶來台股指數基金	TWD	11.002	11.041	-0.039
AA2	A0005	元大寶來投信	T0589Y	26326707	元大寶來新興市場ESG策略基金	TWD	11.87	11.89	-0.02
AC23	A0005	元大寶來投信	T0566Y	26394367	元大寶來中國高收益點心債券基金	TWD	10.9236	10.9242	-0.0006
AB2	A0005	元大寶來投信	T0591Y	31830473A	元大寶來中國平衡基金-新台幣	TWD	11.44	11.36	0.08
AB2	A0005	元大寶來投信	T0591A	31830473B	元大寶來中國平衡基金-人民幣	CNY	2.27	2.26	0.01
AH2	A0005	元大寶來投信	006206	31830488	元大寶來上證50基金	TWD	28.53	27.95	0.58
AI2	A0005	元大寶來投信	T0593A	31931789A	元大寶來亞太政府公債指數基金(A)-不配息型	TWD	9.3394	9.348	-0.0086
AI2	A0005	元大寶來投信	T0593B	31931789B	元大寶來亞太政府公債指數基金(B)-配息型	TWD	8.7139	8.722	-0.0081
AC21	A0005	元大寶來投信	T0594A	38546950A	元大寶來中國機會債券基金-新台幣	TWD	10.5367	10.522	0.0147
AC21	A0005	元大寶來投信	T0594B	38546950B	元大寶來中國機會債券基金-人民幣(A)不配息	CNY	10.0533	10.0522	0.0011
AC21	A0005	元大寶來投信	T0594C	38546950C	元大寶來中國機會債券基金-人民幣(B)配息	CNY	9.9674	9.9663	0.0011
AD2	A0005	元大寶來投信	T0595A	38546966A	元大寶來人民幣貨幣市場基金-新台幣	TWD	10.6416	10.6248	0.0168
AD2	A0005	元大寶來投信	T0595B	38546966B	元大寶來人民幣貨幣市場基金-人民幣	CNY	10.1683	10.1654	0.0029
AH1	A0005	元大寶來投信		38619904	元大寶來台灣50單日正向2倍基金	TWD	22.33	22.45	-0.12
AH1	A0005	元大寶來投信		38619910	元大寶來台灣50單日反向1倍基金	TWD	18.7	18.67	0.03
AA2	A0005	元大寶來投信	T0596A	38639090A	元大寶來大中華TMT基金-新台幣	TWD	9.88	9.87	0.01
AA2	A0005	元大寶來投信	T0596B	38639090B	元大寶來大中華TMT基金-人民幣	CNY	9.84	9.84	0
AA2	A0005	元大寶來投信	T0537Y	48708243	元大寶來亞太成長基金	TWD	10.54	10.6	-0.06
AA2	A0005	元大寶來投信	T0538Y	48753324	元大寶來泛歐成長基金	TWD	9.14	9.28	-0.14
AE21	A0005	元大寶來投信	T0577Y	48760113	元大寶來全球新興市場精選組合基金	TWD	12.91	12.96	-0.05
AH1	A0005	元大寶來投信	0051	48772770	元大寶來台灣中型100基金	TWD	30.07	30.17	-0.1
AE21	A0005	元大寶來投信	T0578Y	48789815	元大寶來全球ETF成長組合基金	TWD	10.28	10.31	-0.03
AC22	A0005	元大寶來投信	T0539A	48849362A	元大寶來全球滿意入息基金-不配息型	TWD	11.25	11.28	-0.03
AC22	A0005	元大寶來投信	T0539B	48849362B	元大寶來全球滿意入息基金-配息型	TWD	8.34	8.36	-0.02
AG	A0005	元大寶來投信	T0542A	48885346A	元大寶來全球地產建設入息基金-不配息型	TWD	8.66	8.75	-0.09
AG	A0005	元大寶來投信	T0542B	48885346B	元大寶來全球地產建設入息基金-配息型	TWD	7.19	7.27	-0.08
AH1	A0005	元大寶來投信	0055	48903175	元大寶來台灣金融基金	TWD	14.67	14.7	-0.03
AH1	A0005	元大寶來投信	0054	48903180	元大寶來台商收成基金	TWD	23.38	23.46	-0.08
AH1	A0005	元大寶來投信	0053	48903196	元大寶來台灣電子科技基金	TWD	29.7	29.79	-0.09
AA2	A0005	元大寶來投信	T0546A	48952816A	元大寶來全球公用能源效率基金-不配息型	TWD	8.09	8.17	-0.08
AA2	A0005	元大寶來投信	T0546B	48952816B	元大寶來全球公用能源效率基金-配息型	TWD	6.5	6.56	-0.06
AH1	A0005	元大寶來投信	0056	48966213	元大寶來台灣高股息基金	TWD	24.75	24.84	-0.09
AA1	A0005	元大寶來投信	T0510Y	77537509	元大寶來多元基金	TWD	10.79	10.8	-0.01
AA1	A0005	元大寶來投信	T0508Y	81584335	元大寶來高科技基金	TWD	12.37	12.35	0.02
AA1	A0005	元大寶來投信	T0509Y	83863951	元大寶來經貿基金	TWD	28.54	28.48	0.06
AA1	A0005	元大寶來投信	T0503Y	92001765	元大寶來多多基金	TWD	15.68	15.72	-0.04
AA1	A0005	元大寶來投信	T0568Y	92004566	元大寶來績效基金	TWD	35.62	35.56	0.06
AD1	A0005	元大寶來投信	T0569Y	92017204	元大寶來得利貨幣市場基金	TWD	16.0274	16.0266	0.0008
AA1	A0005	元大寶來投信	T0504Y	92026219	元大寶來卓越基金	TWD	40.36	40.38	-0.02
