類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	12.81	12.79	0.02
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	17.22	17.24	-0.02
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	34.57	34.47	0.1
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	22.49	22.55	-0.06
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	28.15	28.16	-0.01
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	20.59	20.79	-0.2
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.3249	12.3247	0.0002
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.39	8.38	0.01
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	10.35	10.37	-0.02
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.34	10.33	0.01
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.64	10.63	0.01
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.62	10.6	0.02
AC23	A0001	兆豐國際投信	T0117A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.6989	9.6782	0.0207
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.8303	8.8114	0.0189
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.2905	10.2896	0.0009
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	15.6	15.38	0.22
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	14.95	14.72	0.23
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	21.19	21.3	-0.11
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	12.97	13.02	-0.05
AD1	A0003	第一金投信	T0306Y	01032249	第一金全家福貨幣市場基金	TWD	175.452	175.449	0.003
AA2	A0003	第一金投信	T0331Y	10338642	第一金全球大趨勢基金	TWD	19.1	19.18	-0.08
AA1	A0003	第一金投信	T0318Y	15739619	第一金大中華基金	TWD	20.52	20.73	-0.21
AA2	A0003	第一金投信	T0316Y	17612378	第一金亞洲科技基金	TWD	15.89	16.05	-0.16
AA1	A0003	第一金投信	T0314Y	19341318	第一金電子基金	TWD	26.53	26.65	-0.12
AD1	A0003	第一金投信	T0310Y	20081472	第一金台灣貨幣市場基金	TWD	15.0363	15.0361	0.0002
AA1	A0003	第一金投信	T0311Y	20092528	第一金店頭市場基金	TWD	8.01	8.04	-0.03
AC23	A0003	第一金投信	T0332A	25593418A	第一金全球高收益債券基金A	TWD	14.398	14.4058	-0.0078
AC23	A0003	第一金投信	T0332B	25593418B	第一金全球高收益債券基金B	TWD	10.5671	10.5728	-0.0057
AC23	A0003	第一金投信	T0332C	25593418C	第一金全球高收益債券基金A-美元	USD	9.5612	9.56	0.0012
AC23	A0003	第一金投信	T0332D	25593418D	第一金全球高收益債券基金B-美元	USD	9.2998	9.2986	0.0012
AA2	A0003	第一金投信	T0334Y	25620512A	第一金中國世紀基金	TWD	11.26	11.05	0.21
AA2	A0003	第一金投信	T0334A	25620512B	第一金中國世紀基金-人民幣	CNY	13.58	13.32	0.26
AA2	A0003	第一金投信	T0335Y	25652648	第一金亞洲新興市場基金	TWD	11.98	11.9	0.08
AA1	A0003	第一金投信	T0336Y	26202396	第一金創新趨勢基金	TWD	15.07	15.13	-0.06
AC21	A0003	第一金投信	T0337A	26297013A	第一金新興市場投資等級債券基金A	TWD	9.357	9.3448	0.0122
AC21	A0003	第一金投信	T0337B	26297013B	第一金新興市場投資等級債券基金B	TWD	7.6133	7.6033	0.01
AC21	A0003	第一金投信	T0341A	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.3355	10.3106	0.0249
AC21	A0003	第一金投信	T0341B	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.4633	9.4405	0.0228
AA2	A0003	第一金投信	T0342Y	31909908	第一金全球資源基金	TWD	9.06	9.05	0.01
AB2	A0003	第一金投信	T0343A	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	10.4684	10.4583	0.0101
AB2	A0003	第一金投信	T0343B	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	10.2782	10.2683	0.0099
AD2	A0003	第一金投信	T0344A	38646796A	第一金人民幣貨幣市場基金-新臺幣	TWD	10.0685	10.0789	-0.0104
AD2	A0003	第一金投信	T0344B	38646796B	第一金人民幣貨幣市場基金-人民幣	CNY	10.0493	10.0484	0.0009
AG	A0003	第一金投信	T0326A	48892846A	第一金全球不動產證券化基金A	TWD	8.1133	8.1007	0.0126
AG	A0003	第一金投信	T0326B	48892846B	第一金全球不動產證券化基金B	TWD	6.3493	6.3394	0.0099
AA1	A0003	第一金投信	T0313Y	73989002	第一金小型精選基金	TWD	26.59	26.6	-0.01
AB1	A0003	第一金投信	T0320Y	99353151	第一金中概平衡基金	TWD	20.54	20.55	-0.01
AB1	A0004	匯豐中華投信	T0405Y	00971080	匯豐安富基金	TWD	22.64	22.74	-0.1
AA1	A0004	匯豐中華投信	T0408Y	01031298	匯豐龍鳳基金	TWD	41.99	42.28	-0.29
AA2	A0004	匯豐中華投信	T0417Y	18031954	匯豐太平洋精典基金	TWD	15.07	15.03	0.04
AA2	A0004	匯豐中華投信	T0436Y	25500903	匯豐中國動力基金	TWD	16.1	15.89	0.21
AE22	A0004	匯豐中華投信	T0438Y	25617919	匯豐雙高收益債券組合基金	TWD	11.8544	11.8351	0.0193
AA2	A0004	匯豐中華投信	T0439Y	25651866	匯豐黃金及礦業股票型基金	TWD	4.66	4.55	0.11
AC21	A0004	匯豐中華投信	T0440A	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.4685	9.4088	0.0597
AC21	A0004	匯豐中華投信	T0440B	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	6.9629	6.9398	0.0231
AC23	A0004	匯豐中華投信	T0443A	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.2658	11.2806	-0.0148
AC23	A0004	匯豐中華投信	T0443B	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.1007	9.1613	-0.0606
AA2	A0004	匯豐中華投信	T0447Y	26335699	匯豐拉丁美洲基金	TWD	7.89	7.76	0.13
AC23	A0004	匯豐中華投信	T0449Y	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	11.0712	11.0602	0.011
AC23	A0004	匯豐中華投信	T0449A	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.238	2.2371	0.0009
AC23	A0004	匯豐中華投信	T0449B	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.0861	2.0938	-0.0077
AC23	A0004	匯豐中華投信	T0449C	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	10.5458	10.5776	-0.0318
AC23	A0004	匯豐中華投信	T0449D	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3602	0.3598	0.0004
AC23	A0004	匯豐中華投信	T0449E	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.3428	0.3438	-0.001
AA2	A0004	匯豐中華投信	T0453Y	38482745A	匯豐中國A股匯聚基金(台幣)	TWD	15.3171	15.0682	0.2489
