AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	11.2624	11.244	0.0184
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.2773	2.2757	0.0016
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2313	2.2297	0.0016
AC23	A0004	匯豐中華投信	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	11.2624	11.2439	0.0185
AC23	A0004	匯豐中華投信	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3769	0.3762	0.0007
AC23	A0004	匯豐中華投信	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.3769	0.3762	0.0007
AE22	A0004	匯豐中華投信	48745129	匯豐五福全球債券組合基金	TWD	12.4794	12.4791	0.0003
AE21	A0004	匯豐中華投信	48865209	匯豐全球趨勢組合基金	TWD	10.03	9.98	0.05
AD1	A0004	匯豐中華投信	92025871	匯豐富泰貨幣市場基金	TWD	15.641	15.6408	0.0002
AD1	A0004	匯豐中華投信	97993027	匯豐富泰二號貨幣市場基金	TWD	14.804	14.8038	0.0002
AD1	A0005	元大寶來投信	13530495	元大寶來得寶貨幣市場基金	TWD	11.7519	11.7517	0.0002
AD1	A0005	元大寶來投信	20081331	元大寶來萬泰貨幣市場基金	TWD	14.8147	14.8145	0.0002
AG	A0005	元大寶來投信	21718388A	元大寶來全球不動產證券化基金(A)-不配息型	TWD	10.69	10.7	-0.01
AG	A0005	元大寶來投信	21718388B	元大寶來全球不動產證券化基金(B)-配息型	TWD	8.13	8.14	-0.01
AE22	A0005	元大寶來投信	25638920A	元大寶來全球靈活配置債券組合基金(A)-不配息型	TWD	10.59	10.6	-0.01
AE22	A0005	元大寶來投信	25638920B	元大寶來全球靈活配置債券組合基金(B)-配息型	TWD	10.55	10.56	-0.01
AC21	A0005	元大寶來投信	25684830	元大寶來全球短期收益基金	TWD	9.9838	9.9864	-0.0026
AE22	A0005	元大寶來投信	26283518A	元大寶來新興市場債券組合基金-不配息型	TWD	10.2904	10.2931	-0.0027
AE22	A0005	元大寶來投信	26283518B	元大寶來新興市場債券組合基金-配息型	TWD	9.2787	9.2812	-0.0025
AC21	A0005	元大寶來投信	26297576A	元大寶來全球國富債券基金(A)-不配息型	TWD	8.5391	8.5453	-0.0062
AC21	A0005	元大寶來投信	26297576B	元大寶來全球國富債券基金(B)-配息型	TWD	7.2313	7.2365	-0.0052
AI2	A0005	元大寶來投信	31931789A	元大寶來亞太政府公債指數基金(A)-不配息型	TWD	8.656	8.6506	0.0054
AI2	A0005	元大寶來投信	31931789B	元大寶來亞太政府公債指數基金(B)-配息型	TWD	8.4212	8.416	0.0052
AE21	A0005	元大寶來投信	48760113	元大寶來全球新興市場精選組合基金	TWD	12.04	12	0.04
AE21	A0005	元大寶來投信	48789815	元大寶來全球ETF成長組合基金	TWD	9.44	9.39	0.05
AC22	A0005	元大寶來投信	48849362A	元大寶來全球滿意入息基金-不配息型	TWD	10.78	10.76	0.02
AC22	A0005	元大寶來投信	48849362B	元大寶來全球滿意入息基金-配息型	TWD	8.25	8.24	0.01
AD1	A0005	元大寶來投信	92017204	元大寶來得利貨幣市場基金	TWD	15.9371	15.9368	0.0003
AE23	A0005	元大寶來投信	99967974	元大寶來全球ETF穩健組合基金	TWD	13.37	13.35	0.02
AB1	A0006	景順投信	17606713	景順平衡基金	TWD	10.38	10.38	0
AD1	A0006	景順投信	92025942	景順貨幣市場基金	TWD	15.6735	15.6733	0.0002
AB1	A0007	瀚亞投信	18036769	瀚亞理財通基金	TWD	19.12	19.12	0
AC23	A0007	瀚亞投信	26257384A	瀚亞全球高收益債券基金A類型	TWD	12.3907	12.3915	-0.0008
AC23	A0007	瀚亞投信	26257384B	瀚亞全球高收益債券基金B類型	TWD	10.2558	10.2564	-0.0006
AC23	A0007	瀚亞投信	26257384C	瀚亞全球高收益債券基金C類型	TWD	12.3063	12.3071	-0.0008
AC21	A0007	瀚亞投信	31835499A	瀚亞新興亞洲當地貨幣債券基金A類型	TWD	9.5459	9.5039	0.042
AC21	A0007	瀚亞投信	31835499B	瀚亞新興亞洲當地貨幣債券基金B類型	TWD	8.8732	8.8341	0.0391
AC23	A0007	瀚亞投信	31902573A	瀚亞縱橫全球高收益債券基金A類型	TWD	10.1933	10.1955	-0.0022
AC23	A0007	瀚亞投信	31902573B	瀚亞縱橫全球高收益債券基金B類型	TWD	9.6102	9.6122	-0.002
AC21	A0007	瀚亞投信	31999540A	瀚亞新興南非蘭特債券基金A類型	ZAR	9.7663	9.7911	-0.0248
AC21	A0007	瀚亞投信	31999540B	瀚亞新興南非蘭特債券基金B類型	ZAR	9.7663	9.7911	-0.0248
AE22	A0007	瀚亞投信	48801000A	瀚亞精選傘型基金之債券精選組合基金A類型	TWD	12.785	12.8034	-0.0184
AE22	A0007	瀚亞投信	48801000B	瀚亞精選傘型基金之債券精選組合基金B類型	TWD	12.4813	12.4993	-0.018
AE21	A0007	瀚亞投信	48801016	瀚亞精選傘型基金之趨勢精選組合基金	TWD	12.82	12.82	0
AD1	A0007	瀚亞投信	83867345	瀚亞威寶貨幣市場基金	TWD	13.2953	13.295	0.0003
AA2	A0008	保德信投信	10307155	保德信全球消費商機基金	TWD	14.55	14.55	0
AA2	A0008	保德信投信	14692638	保德信全球醫療生化基金	TWD	26.9	26.66	0.24
AB1	A0008	保德信投信	18044064	保德信金平衡基金	TWD	22.04	22.04	0
AC12	A0008	保德信投信	20089122	保德信瑞騰基金	TWD	15.1284	15.1282	0.0002
AA2	A0008	保德信投信	25618488	保德信全球優質股息成長基金	TWD	12.01	12	0.01
AA2	A0008	保德信投信	25674811	保德信拉丁美洲基金	TWD	7.37	7.39	-0.02
AC21	A0008	保德信投信	26263055A	保德信新興市場債券基金-累積型(A)	TWD	9.9134	9.9188	-0.0054
AC21	A0008	保德信投信	26263055B	保德信新興市場債券基金-季配息型(B)	TWD	8.5041	8.5087	-0.0046
AA2	A0008	保德信投信	26290779	保德信中國品牌基金	TWD	8.6	8.61	-0.01
AC21	A0008	保德信投信	26320990A	保德信亞洲新興市場債券基金-累積型(A)	TWD	10.3775	10.3955	-0.018
AC21	A0008	保德信投信	26320990B	保德信亞洲新興市場債券基金-季配息型(B)	TWD	9.464	9.4804	-0.0164
AA2	A0008	保德信投信	31814924	保德信大俄羅斯基金	TWD	9.84	9.91	-0.07
AE22	A0008	保德信投信	31832319A	保德信好時債組合基金-累積型(A)	TWD	10.4728	10.4835	-0.0107
AE22	A0008	保德信投信	31832319B	保德信好時債組合基金-月配息型(B)	TWD	10.1032	10.1136	-0.0104
AC21	A0008	保德信投信	31968075A	保德信新興市場企業債券基金-累積型(A)	TWD	10.019	10.0498	-0.0308
AC21	A0008	保德信投信	31968075B	保德信新興市場企業債券基金-月配息型(B)	TWD	9.731	9.7609	-0.0299
AA2	A0008	保德信投信	48745042	保德信日本基金	TWD	7.33	7.4	-0.07
AE23	A0008	保德信投信	48803942	保德信新興趨勢組合基金	TWD	9.94	9.9	0.04
AE23	A0008	保德信投信	48844280	保德信歐洲組合基金	TWD	10.32	10.28	0.04
AA2	A0008	保德信投信	48938250	保德信全球資源基金	TWD	8.22	8.19	0.03
AA2	A0008	保德信投信	48970455	保德信全球基礎建設基金	TWD	10.57	10.49	0.08
AA2	A0008	保德信投信	73998065	保德信大中華基金	TWD	22.29	22.11	0.18
AA2	A0008	保德信投信	92029139	保德信亞太基金	TWD	18.06	17.98	0.08
AD1	A0008	保德信投信	97978047	保德信貨幣市場基金	TWD	15.4525	15.4523	0.0002
AA2	A0008	保德信投信	98755451	保德信全球中小基金	TWD	23.99	23.77	0.22
AC21	A0009	統一投信	31980155A	統一新興市場企業債券基金-累積型	TWD	9.9995	9.9908	0.0087
AC21	A0009	統一投信	31980155B	統一新興市場企業債券基金-月配型	TWD	9.9153	9.9066	0.0087
AE22	A0009	統一投信	48783925	統一全球債券組合基金	TWD	11.5018	11.5126	-0.0108
AD1	A0009	統一投信	92017176	統一強棒貨幣市場基金	TWD	16.3399	16.3397	0.0002
AE22	A0010	富邦投信	26202038	富邦丰益債券組合基金	TWD	9.4844	9.4931	-0.0087
AC21	A0010	富邦投信	26275812A	富邦全球投資等級債券基金-A類型	TWD	10.6779	10.6836	-0.0057
AC21	A0010	富邦投信	26275812B	富邦全球投資等級債券基金-B類型	TWD	9.9767	9.982	-0.0053
AA2	A0010	富邦投信	26302085	富邦農糧精選基金	TWD	10.05	10.02	0.03
AA2	A0010	富邦投信	26321920	富邦新興亞洲高成長基金	TWD	9.3	9.29	0.01
AC23	A0010	富邦投信	31826230A	富邦策略高收益債券基金-A類型	TWD	11.2642	11.2528	0.0114
AC23	A0010	富邦投信	31826230B	富邦策略高收益債券基金-B類型	TWD	10.5355	10.5248	0.0107
AC23	A0010	富邦投信	31826230C	富邦策略高收益債券基金-C類型	TWD	10.5726	10.5619	0.0107
AC21	A0010	富邦投信	31946404A	富邦中國債券傘型之富邦中國優質債券基金-A類型(人民幣)	CNY	10.1627	10.1639	-0.0012
AC21	A0010	富邦投信	31946404B	富邦中國債券傘型之富邦中國優質債券基金-B類型(人民幣)	CNY	10.0613	10.0625	-0.0012
AC21	A0010	富邦投信	31946404C	富邦中國債券傘型之富邦中國優質債券基金-A類型(美元)	USD	1.6696	1.6677	0.0019
AC21	A0010	富邦投信	31946404D	富邦中國債券傘型之富邦中國優質債券基金-B類型(美元)	USD	1.6615	1.6597	0.0018
AC23	A0010	富邦投信	31946426A	富邦中國債券傘型之富邦中國高收益債券基金-A類型(人民幣)	CNY	10.2819	10.2623	0.0196
AC23	A0010	富邦投信	31946426B	富邦中國債券傘型之富邦中國高收益債券基金-B類型(人民幣)	CNY	10.1031	10.0838	0.0193
AC23	A0010	富邦投信	31946426C	富邦中國債券傘型之富邦中國高收益債券基金-A類型(美元)	USD	1.6892	1.6839	0.0053
AC23	A0010	富邦投信	31946426D	富邦中國債券傘型之富邦中國高收益債券基金-B類型(美元)	USD	1.6739	1.6687	0.0052
AD1	A0010	富邦投信	97980579	富邦吉祥貨幣市場基金	TWD	15.3456	15.3454	0.0002
AA2	A0011	摩根投信	10313109	摩根東方內需機會基金	TWD	11.64	11.6	0.04
AA2	A0011	摩根投信	10348445	摩根金龍收成基金	TWD	14.92	14.9	0.02
AA2	A0011	摩根投信	17612356	摩根全球通網基金	TWD	4.26	4.27	-0.01
AB1	A0011	摩根投信	18036846	摩根平衡基金	TWD	24.31	24.31	0
AA2	A0011	摩根投信	20096209	摩根東方科技基金	TWD	21.17	21.14	0.03
AB2	A0011	摩根投信	21704027A	摩根亞太高息平衡基金-累積型	TWD	11.3367	11.3809	-0.0442
AB2	A0011	摩根投信	21704027B	摩根亞太高息平衡基金-季配息型	TWD	10.6296	10.6711	-0.0415
AA2	A0011	摩根投信	25610021	摩根中美G2新勢力基金	TWD	11	10.94	0.06
AA2	A0011	摩根投信	25627402	摩根中國亮點基金	TWD	9.39	9.37	0.02
AA2	A0011	摩根投信	25684986	摩根新金磚五國基金	TWD	9.05	9.05	0
AE22	A0011	摩根投信	26279269A	摩根總收益組合基金-累積型	TWD	10.7812	10.7893	-0.0081
AE22	A0011	摩根投信	26279269B	摩根總收益組合基金-月配息型	TWD	10.3438	10.3516	-0.0078
AA2	A0011	摩根投信	26297175	摩根資源活力股票基金	TWD	4.91	4.89	0.02
AC21	A0011	摩根投信	26297196A	摩根新興活利債券基金-累積型	TWD	10.3758	10.3757	0.0001
AC21	A0011	摩根投信	26297196B	摩根新興活利債券基金-月配息型	TWD	9.1423	9.1422	0.0001
AC23	A0011	摩根投信	26376229A	摩根亞洲總合高收益債券基金-累積型	TWD	11.4477	11.4325	0.0152
AC23	A0011	摩根投信	26376229B	摩根亞洲總合高收益債券基金-月配息型	TWD	10.0498	10.0365	0.0133
AA2	A0011	摩根投信	29245757	摩根全球α基金	TWD	14.65	14.57	0.08
AC21	A0011	摩根投信	31892738A	摩根新興龍虎企業債券基金-累積型	TWD	10.0032	10.005	-0.0018
AC21	A0011	摩根投信	31892738B	摩根新興龍虎企業債券基金-月配息型	TWD	9.4781	9.4798	-0.0017
AA2	A0011	摩根投信	31944996	摩根中國A股基金	TWD	10.21	10.25	-0.04
AA2	A0011	摩根投信	48727760	摩根絕對日本基金	TWD	9.71	9.77	-0.06
AA2	A0011	摩根投信	48768614	摩根新興35基金	TWD	10.33	10.32	0.01
AA2	A0011	摩根投信	48860963	摩根全球發現基金	TWD	9.74	9.71	0.03
AA2	A0011	摩根投信	48974190	摩根新絲路基金	TWD	8.01	8.01	0
AA2	A0011	摩根投信	73980092	摩根大歐洲基金	TWD	16.8	16.65	0.15
AA2	A0011	摩根投信	92005896	摩根新興日本基金	TWD	18.93	19.11	-0.18
AD1	A0011	摩根投信	92016991	摩根台灣貨幣市場基金	TWD	16.0835	16.0833	0.0002
AA2	A0011	摩根投信	92023780	摩根亞洲基金	TWD	37.07	37.07	0
AD1	A0011	摩根投信	97991668	摩根第一貨幣市場基金	TWD	14.8459	14.8458	0.0001
AA2	A0011	摩根投信	97999612	摩根龍揚基金	TWD	22.56	22.53	0.03
AE23	A0011	摩根投信	98661139	摩根安家理財基金	TWD	11.013	11.0129	0.0001
AB2	A0011	摩根投信	99181637	摩根全球平衡基金	TWD	14.2544	14.2631	-0.0087
AD1	A0012	華南永昌投信	13989817	華南永昌麒麟貨幣市場基金	TWD	11.7302	11.7301	0.0001
AB1	A0012	華南永昌投信	18477625	華南永昌龍盈平衡基金	TWD	14.8109	14.8114	-0.0005
AE22	A0012	華南永昌投信	21703907	華南永昌全球亨利組合基金	TWD	13.7516	13.7571	-0.0055
AC23	A0012	華南永昌投信	31824578A	華南永昌金磚高收益債券基金(累積)	TWD	10.2971	10.3287	-0.0316
AC23	A0012	華南永昌投信	31824578B	華南永昌金磚高收益債券基金(月配息)	TWD	9.276	9.3044	-0.0284
AC23	A0012	華南永昌投信	31972492A	華南永昌人民幣高收益債券基金(累積新台幣)	TWD	10.3523	10.3347	0.0176
AC23	A0012	華南永昌投信	31972492B	華南永昌人民幣高收益債券基金(月配新台幣)	TWD	10.1475	10.1303	0.0172
AC23	A0012	華南永昌投信	31972492C	華南永昌人民幣高收益債券基金(累積人民幣)	CNY	10.0564	10.0407	0.0157
AC23	A0012	華南永昌投信	31972492D	華南永昌人民幣高收益債券基金(月配人民幣)	CNY	9.8829	9.8675	0.0154
AD1	A0012	華南永昌投信	97971760	華南永昌鳳翔貨幣市場基金	TWD	15.929	15.9287	0.0003
AD1	A0014	新光投信	01031706	新光台灣吉利貨幣市場基金	TWD	17.5637	17.5635	0.0002
AA2	A0014	新光投信	15743509	新光亞洲精選基金	TWD	22.41	22.36	0.05
AD1	A0014	新光投信	97988122	新光吉星貨幣市場基金	TWD	15.158	15.1577	0.0003
AC23	A0015	瑞銀投信	26289695A	瑞銀亞洲高收益債券證券投資信託基金A類型	TWD	11.7317	11.7066	0.0251
AC23	A0015	瑞銀投信	26289695B	瑞銀亞洲高收益債券證券投資信託基金B類型	TWD	9.7828	9.7618	0.021
AB1	A0016	群益投信	17147605	群益真善美基金	TWD	16.591	16.5916	-0.0006
AB1	A0016	群益投信	18037845	群益平衡王基金	TWD	18.954	18.9546	-0.0006
AE23	A0016	群益投信	21723538	群益多重資產組合基金	TWD	12.81	12.79	0.02
AA2	A0016	群益投信	25602535	群益東方盛世基金	TWD	9.64	9.61	0.03
AA2	A0016	群益投信	25629892	群益華夏盛世基金	TWD	11.52	11.49	0.03
AA2	A0016	群益投信	25675430	群益印巴雙星基金	TWD	7.51	7.58	-0.07
AA2	A0016	群益投信	25691699	群益亞太中小基金	TWD	9.7	9.7	0
AE22	A0016	群益投信	26265027	群益多利策略組合基金	TWD	11.32	11.33	-0.01
AA2	A0016	群益投信	26285038	群益東協成長基金	TWD	9.5	9.53	-0.03
AA2	A0016	群益投信	26300586	群益印度中小基金	TWD	7.33	7.38	-0.05
AA2	A0016	群益投信	26319641	群益新興大消費基金	TWD	9.6	9.49	0.11
AA2	A0016	群益投信	26385629	群益大中華雙力優勢基金	TWD	9.85	9.81	0.04
AB1	A0016	群益投信	29243337	群益安家基金	TWD	16.188	16.1886	-0.0006
AC21	A0016	群益投信	31816633A	群益亞洲新興市場債券基金 - A(累積型)	TWD	9.5946	9.5928	0.0018
AC21	A0016	群益投信	31816633B	群益亞洲新興市場債券基金 - B(月配型)	TWD	8.9336	8.932	0.0016
AC21	A0016	群益投信	31892569A	群益全球新興收益債券基金-A(累積型)	TWD	9.4199	9.4062	0.0137
AC21	A0016	群益投信	31892569B	群益全球新興收益債券基金-B(月配型)	TWD	8.756	8.7432	0.0128
AA2	A0016	群益投信	38486685A	群益美國新創亮點基金-新臺幣	TWD	10.09	10.04	0.05
AA2	A0016	群益投信	38486685B	群益美國新創亮點基金-美元	USD	10.0873	10.0328	0.0545
AA2	A0016	群益投信	38486708A	群益全球關鍵生技基金-新臺幣	TWD	10.43	10.33	0.1
AA2	A0016	群益投信	38486708B	群益全球關鍵生技基金-美元	USD	10.4236	10.3201	0.1035
AE22	A0016	群益投信	48720160	群益多重收益組合基金	TWD	12.74	12.76	-0.02
AB2	A0016	群益投信	48787295	群益亞太新趨勢平衡基金	TWD	13.61	13.59	0.02
AA2	A0016	群益投信	48852561	群益新興金鑽基金	TWD	7.62	7.56	0.06
AG	A0016	群益投信	48898594A	群益全球不動產平衡基金-A(累積型)	TWD	6.93	6.9	0.03
AG	A0016	群益投信	48898594B	群益全球不動產平衡基金-B(季配型)	TWD	5.5	5.47	0.03
AD1	A0016	群益投信	97978525	群益安穩貨幣市場基金	TWD	15.7692	15.7689	0.0003
AD1	A0017	德信投信	14290085	德信萬保貨幣市場基金	TWD	11.7027	11.7025	0.0002
AE21	A0017	德信投信	31896050	德信新興股票組合基金	TWD	9.73	9.74	-0.01
AC21	A0017	德信投信	99636428	德信萬瑞基金	TWD	11.0424	11.0374	0.005
AC21	A0018	聯博投信	31936709A	聯博新興市場企業債券基金-A2類型	TWD	9.5923	9.5784	0.0139
AC21	A0018	聯博投信	31936709B	聯博新興市場企業債券基金-AT類型	TWD	9.3321	9.3186	0.0135
AD1	A0018	聯博投信	97998424	聯博貨幣市場基金	TWD	14.7756	14.7754	0.0002
AA2	A0020	日盛投信	10303947	日盛亞洲星鑽基金	TWD	10.81	10.78	0.03
AE22	A0020	日盛投信	25690517	日盛金緻招牌組合基金	TWD	9.7963	9.8041	-0.0078
AA2	A0020	日盛投信	26323737	日盛中國內需動力基金	TWD	9.95	9.89	0.06
AC23	A0020	日盛投信	31827147A	日盛亞洲高收益債券基金A	TWD	10.845	10.8145	0.0305
AC23	A0020	日盛投信	31827147B	日盛亞洲高收益債券基金B	TWD	9.9845	9.9563	0.0282
AC21	A0020	日盛投信	31967890A	日盛全球新興債券基金A	TWD	10.0218	10.0161	0.0057
AC21	A0020	日盛投信	31967890B	日盛全球新興債券基金B	TWD	9.8347	9.829	0.0057
AA2	A0020	日盛投信	48925706	日盛大中華基金	TWD	6.17	6.15	0.02
AA2	A0020	日盛投信	48968970	日盛全球抗暖化基金	TWD	8.11	8.05	0.06
AD1	A0020	日盛投信	81580387	日盛貨幣市場基金	TWD	14.4632	14.463	0.0002
AC23	A0021	柏瑞投信	10340936A	柏瑞全球策略高收益債券基金-A類型	TWD	12.5435	12.5456	-0.0021
AC23	A0021	柏瑞投信	10340936B	柏瑞全球策略高收益債券基金-B類型	TWD	8.5133	8.5148	-0.0015
AC23	A0021	柏瑞投信	10340936C	柏瑞全球策略高收益債券基金-B類型(澳幣)	AUD	9.9867	10	-0.0133
AC23	A0021	柏瑞投信	25682798A	柏瑞新興市場高收益債券證券投資信託基金-A類型	TWD	11.5918	11.5805	0.0113
AC23	A0021	柏瑞投信	25682798B	柏瑞新興市場高收益債券證券投資信託基金-B類型	TWD	9.2388	9.2298	0.009
AA2	A0021	柏瑞投信	26259496	柏瑞五國金勢力建設基金	TWD	7.15	7.25	-0.1
AA2	A0021	柏瑞投信	26285240	柏瑞中印雙霸基金	TWD	9.67	9.67	0
AC21	A0021	柏瑞投信	31827266A	柏瑞新興市場企業策略債券基金-A類型	TWD	10.52	10.51	0.01
AC21	A0021	柏瑞投信	31827266B	柏瑞新興市場企業策略債券基金-B類型	TWD	9.7486	9.7394	0.0092
AE23	A0021	柏瑞投信	48570676	柏瑞全球金牌組合基金	TWD	13.29	13.33	-0.04
AA2	A0021	柏瑞投信	48807089	柏瑞拉丁美洲基金	TWD	8.98	9	-0.02
AC21	A0021	柏瑞投信	48873398A	柏瑞美國雙核心收益基金-A不配息型	TWD	11.1994	11.1985	0.0009
AC21	A0021	柏瑞投信	48873398B	柏瑞美國雙核心收益基金-B配息型	TWD	8.6177	8.6169	0.0008
AA2	A0021	柏瑞投信	48944099A	柏瑞亞太高股息基金-A類型	TWD	10.84	10.84	0
AA2	A0021	柏瑞投信	48944099B	柏瑞亞太高股息基金-B類型	TWD	8.08	8.08	0
AD1	A0021	柏瑞投信	73992978	柏瑞巨輪貨幣市場基金	TWD	13.4409	13.4407	0.0002
AA2	A0022	復華投信	10300441	復華全球大趨勢基金	TWD	14.74	14.67	0.07
AA2	A0022	復華投信	10374246	復華華人世紀基金	TWD	13.65	13.48	0.17
AC21	A0022	復華投信	14916692	復華全球債券基金	TWD	13.008	13.0154	-0.0074
AB1	A0022	復華投信	17138818	復華傳家基金	TWD	16.1051	16.1055	-0.0004
AD1	A0022	復華投信	17597405	復華有利貨幣市場基金	TWD	13.1915	13.1913	0.0002
AC21	A0022	復華投信	25590496	復華全球短期收益基金	TWD	11.1058	11.0985	0.0073
AE23	A0022	復華投信	25620891	復華高益策略組合基金	TWD	12.7	12.71	-0.01
AA2	A0022	復華投信	25676249	復華全球原物料基金	TWD	9.35	9.28	0.07
AE23	A0022	復華投信	26204036	復華新興債股動力組合基金	TWD	10.36	10.39	-0.03
AA2	A0022	復華投信	26276235	復華大中華中小策略基金	TWD	8.86	8.8	0.06
AC21	A0022	復華投信	26305800	復華新興市場短期收益基金	TWD	10.38	10.39	-0.01
AC23	A0022	復華投信	26305816A	復華新興市場高收益債券基金A	TWD	9.92	9.89	0.03
AC23	A0022	復華投信	26305816B	復華新興市場高收益債券基金B	TWD	8.26	8.24	0.02
AA2	A0022	復華投信	26334404	復華東協世紀基金	TWD	11.73	11.73	0
AF	A0022	復華投信	31901862	復華南非幣2017保本基金	ZAR	9.74	9.76	-0.02
AC21	A0022	復華投信	31901878A	復華南非幣短期收益基金A	ZAR	10.26	10.27	-0.01
AC21	A0022	復華投信	31901878B	復華南非幣短期收益基金B	ZAR	9.72	9.73	-0.01
AC21	A0022	復華投信	31901899A	復華南非幣長期收益基金A	ZAR	9.53	9.53	0
AC21	A0022	復華投信	31901899B	復華南非幣長期收益基金B	ZAR	8.85	8.85	0
AC21	A0022	復華投信	31939229A	復華新興人民幣債券基金A	CNY	10.07	10.06	0.01
AC21	A0022	復華投信	31939229B	復華新興人民幣債券基金B	CNY	9.78	9.77	0.01
AD2	A0022	復華投信	31939240	復華人民幣貨幣市場基金	CNY	10.1641	10.1634	0.0007
AA2	A0022	復華投信	31980113	復華全球消費基金	TWD	9.83	9.73	0.1
AA2	A0022	復華投信	31980129	復華美國新星基金	TWD	10.15	10.07	0.08
AB2	A0022	復華投信	48733658	復華亞太平衡基金	TWD	12.06	12.01	0.05
AE22	A0022	復華投信	48782931	復華全球債券組合基金	TWD	14.01	14.05	-0.04
AG	A0022	復華投信	48898525A	復華全球資產證券化基金A	TWD	11.68	11.59	0.09
AG	A0022	復華投信	48898525B	復華全球資產證券化基金B	TWD	9.05	8.99	0.06
AE23	A0022	復華投信	48952512	復華奧林匹克全球優勢組合基金	TWD	12.25	12.24	0.01
AD1	A0022	復華投信	73980446	復華貨幣市場基金	TWD	14.144	14.1438	0.0002
AB2	A0022	復華投信	99034755	復華全球平衡基金	TWD	16.36	16.26	0.1
AE23	A0022	復華投信	99985163	復華奧林匹克全球組合基金	TWD	14.93	14.93	0
AC21	A0025	永豐投信	26265167	永豐全球投資等級債券基金	TWD	10.556	10.5543	0.0017
AE22	A0025	永豐投信	26304859A	永豐新興高收雙債組合基金累積類型	TWD	10.7811	10.7931	-0.012
