類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	11	11.13	-0.13
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.86	15.99	-0.13
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.3	30.92	-0.62
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.22	23.52	-0.3
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.54	27.78	-0.24
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.28	16.33	-0.05
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2408	12.2402	0.0006
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.65	8.76	-0.11
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.55	9.64	-0.09
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.09	10.21	-0.12
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.24	10.26	-0.02
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.24	10.26	-0.02
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.4835	9.5029	-0.0194
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.0905	9.109	-0.0185
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	18.16	18.45	-0.29
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.8	11.94	-0.14
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.05	8.19	-0.14
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.377	174.37	0.007
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.81	12	-0.19
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.03	17.16	-0.13
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	17.22	17.58	-0.36
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.12	14.39	-0.27
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	23.63	23.86	-0.23
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9402	14.9396	0.0006
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	6.81	6.89	-0.08
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.2291	14.2295	-0.0004
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.1771	11.1774	-0.0003
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.47	7.55	-0.08
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.68	9.85	-0.17
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	12.29	12.53	-0.24
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.0819	9.1072	-0.0253
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	7.97	7.9922	-0.0222
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	12.19	12.28	-0.09
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.7206	9.7352	-0.0146
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.307	9.321	-0.014
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	9.94	10.02	-0.08
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	10.18	10.33	-0.15
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.273	7.334	-0.061
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.8412	5.8902	-0.049
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.88	8.04	-0.16
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	22.09	22.39	-0.3
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.93	11.09	-0.16
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.23	12.34	-0.11
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	12.29	12.52	-0.23
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	18.03	18.25	-0.22
