類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.99	10.93	0.06
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.81	15.7	0.11
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	31.87	31.63	0.24
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.46	23.33	0.13
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.75	27.65	0.1
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.3	16.21	0.09
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.237	12.2368	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.87	8.84	0.03
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.78	9.73	0.05
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.58	10.52	0.06
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.24	10.25	-0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.24	10.25	-0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.5256	9.5644	-0.0388
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1657	9.203	-0.0373
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	18.23	18.16	0.07
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.83	11.73	0.1
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.1	8.06	0.04
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.33	174.327	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.96	11.94	0.02
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.48	17.46	0.02
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	17.43	17.43	0
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.14	14.03	0.11
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	23.71	23.63	0.08
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.936	14.9358	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.03	7.02	0.01
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.1948	14.1957	-0.0009
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.2061	11.2068	-0.0007
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.54	7.51	0.03
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.77	9.74	0.03
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	12.57	12.53	0.04
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.2605	9.311	-0.0505
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.1698	8.2143	-0.0445
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	12.55	12.52	0.03
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.6568	9.6839	-0.0271
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.2759	9.3019	-0.026
