類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.85	10.9	-0.05
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.68	15.78	-0.1
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	31.53	31.57	-0.04
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.18	23.32	-0.14
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.5	27.61	-0.11
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.13	16.1	0.03
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2366	12.236	0.0006
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.8	8.81	-0.01
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.71	9.72	-0.01
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.42	10.46	-0.04
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.23	10.19	0.04
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.23	10.19	0.04
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.537	9.5128	0.0242
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1767	9.1534	0.0233
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	18.09	18.25	-0.16
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.65	11.76	-0.11
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.96	8.06	-0.1
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.325	174.317	0.008
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.86	11.98	-0.12
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.32	17.27	0.05
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	17.28	17.56	-0.28
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.08	14.04	0.04
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	23.39	23.65	-0.26
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9356	14.9349	0.0007
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.04	7.13	-0.09
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.1655	14.1251	0.0404
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.183	11.1511	0.0319
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.49	7.56	-0.07
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.71	9.67	0.04
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	12.45	12.64	-0.19
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.2874	9.2765	0.0109
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.1935	8.1839	0.0096
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	12.43	12.39	0.04
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.6715	9.6457	0.0258
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.2901	9.2653	0.0248
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.23	10.23	0
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	10.48	10.61	-0.13
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.3359	7.3182	0.0177
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.9145	5.9002	0.0143
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.98	8.2	-0.22
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	22.26	22.41	-0.15
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	11.31	11.44	-0.13
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.7	12.63	0.07
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	12.27	12.45	-0.18
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	18.25	18.43	-0.18
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	21.26	21.35	-0.09
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	37.6	37.86	-0.26
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.41	13.43	-0.02
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.51	11.58	-0.07
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.7848	11.7565	0.0283
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.46	5.43	0.03
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.603	9.5415	0.0615
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.6842	7.6225	0.0617
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	10.8758	10.881	-0.0052
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.3938	9.3989	-0.0051
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	8.83	8.81	0.02
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣)	TWD	11.2669	11.2465	0.0204
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.2795	2.2809	-0.0014
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2337	2.2352	-0.0015
AC23	A0004	匯豐中華投信	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	11.2669	11.2465	0.0204
AC23	A0004	匯豐中華投信	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3765	0.3764	0.0001
AC23	A0004	匯豐中華投信	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.3765	0.3764	0.0001
AA2	A0004	匯豐中華投信	38482745	匯豐中國A股匯聚基金	TWD	9.95	10.02	-0.07
AA2	A0004	匯豐中華投信	48686374	匯豐金磚動力基金	TWD	11.05	11.09	-0.04
AE22	A0004	匯豐中華投信	48745129	匯豐五福全球債券組合基金	TWD	12.4276	12.4091	0.0185
AA2	A0004	匯豐中華投信	48784327	匯豐新鑽動力基金	TWD	9.07	9.09	-0.02
AE21	A0004	匯豐中華投信	48865209	匯豐全球趨勢組合基金	TWD	10.15	10.14	0.01
AA2	A0004	匯豐中華投信	48925001	匯豐全球關鍵資源基金	TWD	7.95	7.93	0.02
AA2	A0004	匯豐中華投信	48998019	匯豐全球新富基金	TWD	10.77	10.73	0.04
AA1	A0004	匯豐中華投信	73987671	匯豐台灣精典基金	TWD	17.79	17.91	-0.12
AA1	A0004	匯豐中華投信	76941376	匯豐成功基金	TWD	32.95	33.19	-0.24
AA1	A0004	匯豐中華投信	92017794	匯豐龍騰電子基金	TWD	23.25	23.39	-0.14
AD1	A0004	匯豐中華投信	92025871	匯豐富泰貨幣市場基金	TWD	15.6369	15.6364	0.0005
AD1	A0004	匯豐中華投信	97993027	匯豐富泰二號貨幣市場基金	TWD	14.8	14.7995	0.0005
AA1	A0004	匯豐中華投信	97995664	匯豐中小基金	TWD	8	8.05	-0.05
AA1	A0005	元大寶來投信	00974066	元大寶來2001基金	TWD	41.69	42.41	-0.72
AA1	A0005	元大寶來投信	01032058	元大寶來多福基金	TWD	45.46	45.87	-0.41
AH1	A0005	元大寶來投信	10342511	元大寶來新台灣基金	TWD	31.48	31.72	-0.24
AA2	A0005	元大寶來投信	10348058	元大寶來全球農業商機基金	TWD	16.83	16.81	0.02
AD1	A0005	元大寶來投信	13530495	元大寶來得寶貨幣市場基金	TWD	11.7479	11.7473	0.0006
AA1	A0005	元大寶來投信	14542287	元大寶來精準中小基金	TWD	16.61	16.82	-0.21
AA2	A0005	元大寶來投信	14696466	元大寶來全球成長基金	TWD	17.79	17.75	0.04
AA1	A0005	元大寶來投信	17139204	元大寶來新主流基金	TWD	16.08	16.29	-0.21
AA1	A0005	元大寶來投信	17145070	元大寶來矽谷基金	TWD	11.09	11.27	-0.18
AA2	A0005	元大寶來投信	17612481	元大寶來全球通訊基金	TWD	5.45	5.45	0
AA1	A0005	元大寶來投信	18036281	元大寶來巴菲特基金	TWD	20.2	20.39	-0.19
AA1	A0005	元大寶來投信	20080023	元大寶來店頭基金	TWD	6.83	6.89	-0.06
AD1	A0005	元大寶來投信	20081331	元大寶來萬泰貨幣市場基金	TWD	14.8096	14.8089	0.0007
AG	A0005	元大寶來投信	21718388A	元大寶來全球不動產證券化基金(A)-不配息型	TWD	10.73	10.68	0.05
AG	A0005	元大寶來投信	21718388B	元大寶來全球不動產證券化基金(B)-配息型	TWD	8.17	8.13	0.04
AA2	A0005	元大寶來投信	25520400	元大寶來新中國基金	TWD	8.1	8.24	-0.14
AI2	A0005	元大寶來投信	25591306	元大寶來大中華價值指數基金	TWD	13.077	13.132	-0.055
AH2	A0005	元大寶來投信	25610486	元大寶來標智滬深300基金	TWD	12.3	12.51	-0.21
AA2	A0005	元大寶來投信	25622390	元大寶來印度基金	TWD	7.85	7.8	0.05
AE22	A0005	元大寶來投信	25638920A	元大寶來全球靈活配置債券組合基金(A)-不配息型	TWD	10.61	10.59	0.02
AE22	A0005	元大寶來投信	25638920B	元大寶來全球靈活配置債券組合基金(B)-配息型	TWD	10.56	10.54	0.02
AA2	A0005	元大寶來投信	25643156	元大寶來新興亞洲基金	TWD	8.73	8.74	-0.01
AA2	A0005	元大寶來投信	25680222	元大寶來新興亞洲龍頭基金	TWD	9.72	9.72	0
AC21	A0005	元大寶來投信	25684830	元大寶來全球短期收益基金	TWD	10.023	10.0077	0.0153
AI2	A0005	元大寶來投信	26203825	元大寶來印度指數基金	TWD	7.183	7.157	0.026
AI2	A0005	元大寶來投信	26203846	元大寶來印尼指數基金	TWD	7.418	7.503	-0.085
AI2	A0005	元大寶來投信	26203851	元大寶來巴西指數基金	TWD	6.18	6.127	0.053
AA2	A0005	元大寶來投信	26206323	元大寶來華夏中小基金	TWD	7.27	7.3	-0.03
AH1	A0005	元大寶來投信	26282102	元大寶來富櫃50基金	TWD	12.06	12.15	-0.09
AE22	A0005	元大寶來投信	26283518A	元大寶來新興市場債券組合基金-不配息型	TWD	10.3477	10.3263	0.0214
AE22	A0005	元大寶來投信	26283518B	元大寶來新興市場債券組合基金-配息型	TWD	9.449	9.4294	0.0196
AC21	A0005	元大寶來投信	26297576A	元大寶來全球國富債券基金(A)-不配息型	TWD	8.6754	8.6353	0.0401
AC21	A0005	元大寶來投信	26297576B	元大寶來全球國富債券基金(B)-配息型	TWD	7.3914	7.3573	0.0341
AH1	A0005	元大寶來投信	26306553	元大寶來摩臺基金	TWD	27.99	28.14	-0.15
AI1	A0005	元大寶來投信	26307568	元大寶來台股指數基金	TWD	9.987	10.037	-0.05
AA2	A0005	元大寶來投信	26326707	元大寶來新興市場ESG策略基金	TWD	11.8	11.83	-0.03
AC23	A0005	元大寶來投信	26394367	元大寶來中國高收益點心債券基金	TWD	10.9349	10.913	0.0219
AB2	A0005	元大寶來投信	31830473A	元大寶來中國平衡基金-新台幣	TWD	10.61	10.66	-0.05
