類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	11.13	11.15	-0.02
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.99	16.01	-0.02
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.92	31.59	-0.67
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.52	23.49	0.03
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.78	27.79	-0.01
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.33	16.65	-0.32
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2402	12.24	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.76	8.97	-0.21
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.64	9.77	-0.13
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.21	10.47	-0.26
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.26	10.29	-0.03
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.26	10.29	-0.03
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.5029	9.5534	-0.0505
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.109	9.1574	-0.0484
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	18.45	18.46	-0.01
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.94	12	-0.06
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.19	8.2	-0.01
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.37	174.367	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	12	11.99	0.01
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.16	17.49	-0.33
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	17.58	17.67	-0.09
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.39	14.41	-0.02
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	23.86	23.89	-0.03
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9396	14.9393	0.0003
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	6.89	6.91	-0.02
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.2295	14.2788	-0.0493
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.1774	11.2161	-0.0387
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.55	7.56	-0.01
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.85	9.93	-0.08
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	12.53	12.57	-0.04
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.1072	9.1613	-0.0541
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	7.9922	8.0397	-0.0475
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	12.28	12.56	-0.28
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.7352	9.7362	-0.001
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.321	9.3219	-0.0009
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.02	10.23	-0.21
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	10.33	10.37	-0.04
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.334	7.4454	-0.1114
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.8902	5.9797	-0.0895
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	8.04	8.07	-0.03
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	22.39	22.51	-0.12
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	11.09	11.17	-0.08
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.34	12.45	-0.11
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	12.52	12.49	0.03
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	18.25	18.26	-0.01
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	21.36	21.41	-0.05
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	37.82	37.95	-0.13
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.5	13.6	-0.1
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.43	11.51	-0.08
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.822	11.8451	-0.0231
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.61	5.63	-0.02
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.4717	9.4955	-0.0238
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.5544	7.5781	-0.0237
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	10.8476	10.8741	-0.0265
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.3669	9.3934	-0.0265
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	8.35	8.49	-0.14
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣)	TWD	11.2494	11.2681	-0.0187
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.2785	2.28	-0.0015
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2325	2.234	-0.0015
AC23	A0004	匯豐中華投信	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	11.2494	11.2681	-0.0187
AC23	A0004	匯豐中華投信	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3764	0.3769	-0.0005
AC23	A0004	匯豐中華投信	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.3764	0.3769	-0.0005
AA2	A0004	匯豐中華投信	38482745	匯豐中國A股匯聚基金	TWD	10.18	10.12	0.06
AA2	A0004	匯豐中華投信	48686374	匯豐金磚動力基金	TWD	10.72	10.9	-0.18
AE22	A0004	匯豐中華投信	48745129	匯豐五福全球債券組合基金	TWD	12.4885	12.4946	-0.0061
AA2	A0004	匯豐中華投信	48784327	匯豐新鑽動力基金	TWD	8.89	9	-0.11
AE21	A0004	匯豐中華投信	48865209	匯豐全球趨勢組合基金	TWD	10.01	10.21	-0.2
AA2	A0004	匯豐中華投信	48925001	匯豐全球關鍵資源基金	TWD	7.84	7.98	-0.14
AA2	A0004	匯豐中華投信	48998019	匯豐全球新富基金	TWD	10.71	10.88	-0.17
AA1	A0004	匯豐中華投信	73987671	匯豐台灣精典基金	TWD	17.96	18.02	-0.06
AA1	A0004	匯豐中華投信	76941376	匯豐成功基金	TWD	32.56	32.58	-0.02
AA1	A0004	匯豐中華投信	92017794	匯豐龍騰電子基金	TWD	23.93	23.96	-0.03
AD1	A0004	匯豐中華投信	92025871	匯豐富泰貨幣市場基金	TWD	15.6403	15.6401	0.0002
AD1	A0004	匯豐中華投信	97993027	匯豐富泰二號貨幣市場基金	TWD	14.8033	14.8031	0.0002
AA1	A0004	匯豐中華投信	97995664	匯豐中小基金	TWD	8	8.03	-0.03
AA1	A0005	元大寶來投信	00974066	元大寶來2001基金	TWD	41.48	41.66	-0.18
AA1	A0005	元大寶來投信	01032058	元大寶來多福基金	TWD	46	46.18	-0.18
AH1	A0005	元大寶來投信	10342511	元大寶來新台灣基金	TWD	31.4	31.35	0.05
AA2	A0005	元大寶來投信	10348058	元大寶來全球農業商機基金	TWD	16.52	16.91	-0.39
AD1	A0005	元大寶來投信	13530495	元大寶來得寶貨幣市場基金	TWD	11.7512	11.751	0.0002
AA1	A0005	元大寶來投信	14542287	元大寶來精準中小基金	TWD	16.53	16.56	-0.03
AA2	A0005	元大寶來投信	14696466	元大寶來全球成長基金	TWD	17.53	17.88	-0.35
AA1	A0005	元大寶來投信	17139204	元大寶來新主流基金	TWD	16.06	16.08	-0.02
AA1	A0005	元大寶來投信	17145070	元大寶來矽谷基金	TWD	10.95	11	-0.05
AA2	A0005	元大寶來投信	17612481	元大寶來全球通訊基金	TWD	5.44	5.56	-0.12
AA1	A0005	元大寶來投信	18036281	元大寶來巴菲特基金	TWD	20.27	20.29	-0.02
AA1	A0005	元大寶來投信	20080023	元大寶來店頭基金	TWD	6.82	6.86	-0.04
AD1	A0005	元大寶來投信	20081331	元大寶來萬泰貨幣市場基金	TWD	14.8138	14.8136	0.0002
AG	A0005	元大寶來投信	21718388A	元大寶來全球不動產證券化基金(A)-不配息型	TWD	10.78	10.82	-0.04
AG	A0005	元大寶來投信	21718388B	元大寶來全球不動產證券化基金(B)-配息型	TWD	8.21	8.24	-0.03
AA2	A0005	元大寶來投信	25520400	元大寶來新中國基金	TWD	8.34	8.35	-0.01
AI2	A0005	元大寶來投信	25591306	元大寶來大中華價值指數基金	TWD	12.874	12.98	-0.106
AH2	A0005	元大寶來投信	25610486	元大寶來標智滬深300基金	TWD	12.36	12.33	0.03
AA2	A0005	元大寶來投信	25622390	元大寶來印度基金	TWD	7.99	8.09	-0.1
AE22	A0005	元大寶來投信	25638920A	元大寶來全球靈活配置債券組合基金(A)-不配息型	TWD	10.62	10.65	-0.03
AE22	A0005	元大寶來投信	25638920B	元大寶來全球靈活配置債券組合基金(B)-配息型	TWD	10.57	10.6	-0.03
AA2	A0005	元大寶來投信	25643156	元大寶來新興亞洲基金	TWD	8.72	8.8	-0.08
AA2	A0005	元大寶來投信	25680222	元大寶來新興亞洲龍頭基金	TWD	9.67	9.81	-0.14
AC21	A0005	元大寶來投信	25684830	元大寶來全球短期收益基金	TWD	9.9846	9.9842	0.0004
AI2	A0005	元大寶來投信	26203825	元大寶來印度指數基金	TWD	7.246	7.396	-0.15
AI2	A0005	元大寶來投信	26203846	元大寶來印尼指數基金	TWD	7.936	8.081	-0.145
AI2	A0005	元大寶來投信	26203851	元大寶來巴西指數基金	TWD	5.795	5.866	-0.071
AA2	A0005	元大寶來投信	26206323	元大寶來華夏中小基金	TWD	7.35	7.38	-0.03
AH1	A0005	元大寶來投信	26282102	元大寶來富櫃50基金	TWD	11.97	12.04	-0.07
AE22	A0005	元大寶來投信	26283518A	元大寶來新興市場債券組合基金-不配息型	TWD	10.32	10.3645	-0.0445
AE22	A0005	元大寶來投信	26283518B	元大寶來新興市場債券組合基金-配息型	TWD	9.3054	9.3455	-0.0401
AC21	A0005	元大寶來投信	26297576A	元大寶來全球國富債券基金(A)-不配息型	TWD	8.5579	8.5726	-0.0147
AC21	A0005	元大寶來投信	26297576B	元大寶來全球國富債券基金(B)-配息型	TWD	7.2472	7.2596	-0.0124
AH1	A0005	元大寶來投信	26306553	元大寶來摩臺基金	TWD	28.55	28.48	0.07
AI1	A0005	元大寶來投信	26307568	元大寶來台股指數基金	TWD	10.104	10.092	0.012
AA2	A0005	元大寶來投信	26326707	元大寶來新興市場ESG策略基金	TWD	11.56	11.76	-0.2
AC23	A0005	元大寶來投信	26394367	元大寶來中國高收益點心債券基金	TWD	10.9749	10.971	0.0039
AB2	A0005	元大寶來投信	31830473A	元大寶來中國平衡基金-新台幣	TWD	10.93	10.9	0.03
AB2	A0005	元大寶來投信	31830473B	元大寶來中國平衡基金-人民幣	CNY	2.18	2.17	0.01
AH2	A0005	元大寶來投信	31830488	元大寶來上證50基金	TWD	17.63	17.61	0.02
AI2	A0005	元大寶來投信	31931789A	元大寶來亞太政府公債指數基金(A)-不配息型	TWD	8.6406	8.66	-0.0194
AI2	A0005	元大寶來投信	31931789B	元大寶來亞太政府公債指數基金(B)-配息型	TWD	8.4063	8.4252	-0.0189
AA2	A0005	元大寶來投信	48708243	元大寶來亞太成長基金	TWD	10.87	11.07	-0.2
AA2	A0005	元大寶來投信	48753324	元大寶來泛歐成長基金	TWD	9.81	10	-0.19
AE21	A0005	元大寶來投信	48760113	元大寶來全球新興市場精選組合基金	TWD	12.13	12.38	-0.25
AH1	A0005	元大寶來投信	48772770	元大寶來台灣中型100基金	TWD	29.92	29.93	-0.01
AE21	A0005	元大寶來投信	48789815	元大寶來全球ETF成長組合基金	TWD	9.43	9.59	-0.16
AA2	A0005	元大寶來投信	48832550	元大寶來亞洲台資企業基金	TWD	8.28	8.32	-0.04
AC22	A0005	元大寶來投信	48849362A	元大寶來全球滿意入息基金-不配息型	TWD	10.77	10.81	-0.04
AC22	A0005	元大寶來投信	48849362B	元大寶來全球滿意入息基金-配息型	TWD	8.24	8.28	-0.04
AG	A0005	元大寶來投信	48885346A	元大寶來全球地產建設入息基金-不配息型	TWD	7.82	7.88	-0.06
AG	A0005	元大寶來投信	48885346B	元大寶來全球地產建設入息基金-配息型	TWD	6.62	6.68	-0.06
AH1	A0005	元大寶來投信	48903175	元大寶來台灣金融基金	TWD	14.03	14.03	0
AH1	A0005	元大寶來投信	48903180	元大寶來台商收成基金	TWD	21.65	21.57	0.08
AH1	A0005	元大寶來投信	48903196	元大寶來台灣電子科技基金	TWD	24.97	24.93	0.04
AA2	A0005	元大寶來投信	48952816A	元大寶來全球公用能源效率基金-不配息型	TWD	7.3	7.37	-0.07
AA2	A0005	元大寶來投信	48952816B	元大寶來全球公用能源效率基金-配息型	TWD	6.02	6.08	-0.06
AH1	A0005	元大寶來投信	48966213	元大寶來台灣高股息基金	TWD	23.42	23.58	-0.16
AA1	A0005	元大寶來投信	77537509	元大寶來多元基金	TWD	11.71	11.74	-0.03
AA1	A0005	元大寶來投信	81584335	元大寶來高科技基金	TWD	11.08	11.14	-0.06
AA1	A0005	元大寶來投信	83863951	元大寶來經貿基金	TWD	25.3	25.49	-0.19
AA1	A0005	元大寶來投信	92001765	元大寶來多多基金	TWD	14.74	14.83	-0.09
AA1	A0005	元大寶來投信	92004566	元大寶來績效基金	TWD	29.79	29.87	-0.08
AD1	A0005	元大寶來投信	92017204	元大寶來得利貨幣市場基金	TWD	15.9361	15.9358	0.0003
AA1	A0005	元大寶來投信	92026219	元大寶來卓越基金	TWD	34.26	34.42	-0.16
AB1	A0005	元大寶來投信	98636553	元大寶來雙盈基金	TWD	22.11	22.24	-0.13
AH1	A0005	元大寶來投信	98764389	元大寶來台灣卓越50基金	TWD	58.76	58.59	0.17
AI1	A0005	元大寶來投信	99346928	元大寶來台灣加權股價指數基金	TWD	16.975	16.964	0.011
AE23	A0005	元大寶來投信	99967974	元大寶來全球ETF穩健組合基金	TWD	13.35	13.49	-0.14
AA2	A0006	景順投信	14687516	景順全球康健基金	TWD	16.46	16.78	-0.32
AA1	A0006	景順投信	15588302	景順台灣精選成長基金	TWD	26.19	26.35	-0.16
AA1	A0006	景順投信	17140568	景順主流基金	TWD	15.42	15.46	-0.04
AB1	A0006	景順投信	17606713	景順平衡基金	TWD	10.46	10.47	-0.01
AA1	A0006	景順投信	73989256	景順台灣科技基金	TWD	23.35	23.39	-0.04
AA1	A0006	景順投信	92019786	景順潛力基金	TWD	28.64	28.73	-0.09
AD1	A0006	景順投信	92025942	景順貨幣市場基金	TWD	15.6726	15.6724	0.0002
AA2	A0006	景順投信	97993482	景順全球科技基金	TWD	11.87	12.05	-0.18
AA2	A0007	瀚亞投信	10310200	瀚亞全球綠色金脈基金	TWD	13.22	13.43	-0.21
AA2	A0007	瀚亞投信	10357632A	瀚亞非洲基金-新臺幣	TWD	19.62	19.97	-0.35
AA2	A0007	瀚亞投信	10357632B	瀚亞非洲基金-南非幣	ZAR	10.01	10.1	-0.09
