類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.87	12.82	0.05
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	17.07	17.02	0.05
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	32.07	31.97	0.1
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.28	23.24	0.04
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	28.25	28.22	0.03
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	17.83	17.6	0.23
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2716	12.2714	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	9.2	9.17	0.03
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.87	9.8	0.07
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.35	10.25	0.1
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.62	10.62	0
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.62	10.62	0
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	10.0614	10.0621	-0.0007
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.482	9.4826	-0.0006
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.0734	10.0727	0.0007
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	21.45	21.4	0.05
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	13.21	13.09	0.12
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.769	174.766	0.003
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.88	17.74	0.14
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	20.75	20.69	0.06
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	15.04	14.98	0.06
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	27.23	27.05	0.18
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9742	14.974	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	8.46	8.48	-0.02
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.6803	14.6768	0.0035
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.2514	11.2487	0.0027
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.49	10.47	0.02
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	14.67	14.66	0.01
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.6696	9.675	-0.0054
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.2642	8.2688	-0.0046
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.994	10.019	-0.025
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.4168	9.4404	-0.0236
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.99	10.94	0.05
AB2	A0003	第一金投信	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	9.9746	9.9705	0.0041
AB2	A0003	第一金投信	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	9.9746	9.9705	0.0041
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.8115	7.7671	0.0444
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	6.2477	6.2122	0.0355
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	26.4	26.3	0.1
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	19.92	19.91	0.01
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	22.64	22.52	0.12
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	41.55	41.22	0.33
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	12.2497	12.2517	-0.002
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	10.1408	10.1186	0.0222
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.9782	7.9998	-0.0216
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	9.4	9.34	0.06
AA2	A0004	匯豐中華投信	38482745	匯豐中國A股匯聚基金	TWD	9.23	9.25	-0.02
