類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.89	12.91	-0.02
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	17.16	17.17	-0.01
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.33	30.86	-0.53
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.66	23.53	0.13
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	28.77	28.6	0.17
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	17.29	17.58	-0.29
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2746	12.2744	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	9.02	9.13	-0.11
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.91	9.97	-0.06
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.34	10.42	-0.08
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.62	10.63	-0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.59	10.6	-0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	10.0942	10.1102	-0.016
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.4819	9.4969	-0.015
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.0852	10.0845	0.0007
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	21.5	21.73	-0.23
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	13.16	13.2	-0.04
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.807	174.805	0.002
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.71	17.93	-0.22
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	20.87	21.06	-0.19
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	15.16	15.27	-0.11
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	26.81	26.97	-0.16
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9778	14.9775	0.0003
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	8.27	8.38	-0.11
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.6166	14.6509	-0.0343
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.1508	11.177	-0.0262
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.38	7.42	-0.04
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.69	10.71	-0.02
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	14.68	14.89	-0.21
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.6157	9.6829	-0.0672
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.1755	8.2327	-0.0572
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.0348	10.0129	0.0219
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.4252	9.4046	0.0206
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.91	11.03	-0.12
AB2	A0003	第一金投信	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	9.9471	9.9688	-0.0217
AB2	A0003	第一金投信	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	9.9471	9.9688	-0.0217
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.7041	7.736	-0.0319
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	6.1619	6.1874	-0.0255
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	26.52	26.82	-0.3
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	20.38	20.52	-0.14
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	22.8	22.91	-0.11
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	42.03	42.32	-0.29
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	14.31	14.33	-0.02
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.59	11.68	-0.09
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	12.2095	12.2199	-0.0104
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	6.11	6.05	0.06
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	10.1274	10.149	-0.0216
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.9662	7.9878	-0.0216
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.4606	11.4453	0.0153
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.7003	9.6849	0.0154
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	9.63	9.74	-0.11
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	11.1409	11.1318	0.0091
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.3267	2.3265	0.0002
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2424	2.2422	0.0002
AC23	A0004	匯豐中華投信	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	10.9592	10.9503	0.0089
