類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.93	12.93	0
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	17.14	17.16	-0.02
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	32.48	32.47	0.01
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.22	23.21	0.01
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	28.22	28.17	0.05
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	18.04	18.04	0
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2722	12.272	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	9.24	9.24	0
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.91	9.92	-0.01
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.54	10.47	0.07
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.62	10.61	0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.62	10.61	0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	10.0678	10.0632	0.0046
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.488	9.4837	0.0043
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.0756	10.0749	0.0007
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	21.74	21.82	-0.08
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	13.16	13.2	-0.04
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.776	174.774	0.002
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	20.89	20.98	-0.09
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	15.3	15.26	0.04
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	27.33	27.3	0.03
