name,code
群益環球金綻雙喜A(累積型-南非幣),38648529G
匯豐中國點心高收益債券基金(人民幣配息),26396604C
宏利亞太中小企業基金(人民幣避險),25677726B
柏瑞新興亞太策略債券基金-B類型,38495354B
統一大滿貫基金,17605622
瀚亞巴西基金,25633559
群益店頭市場基金,20081352
日盛高科技基金,17607591
富邦中國新平衡入息基金-B類型(美元),38653992F
兆豐國際綠鑽基金,25637773
聯博新興市場企業債券基金-A2類型,31936709A
凱基凱旋貨幣市場基金,14703038
德銀遠東DWS全球生技創新基金新臺幣級別,38529930A
匯豐新鑽動力基金,48784327
柏瑞中國平衡基金-B類型(美元),38651312D
野村全球不動產證券化基金-累積類型人民幣計價,21758780C
日盛中國高收益債券基金(新台幣B),38648871B
新光澳幣十年期保本基金,38530486
元大寶來全球公用能源效率基金-配息型,48952816B
保德信新世紀基金,17602625
匯豐中國多元資產入息平衡基金(台幣不配息),38647535A
元大寶來高科技基金,81584335
永豐亞洲民生消費基金,25599877
國泰新興市場基金,26203542
台新中國傘型基金之台新人民幣貨幣市場基金,38527519
摩根台灣貨幣市場基金,92016991
聯博收益傘型基金之聯博債券收益組合基金-AA類型(南非幣),38522107G
野村全球生技醫療基金,48844514
德盛安聯全球油礦金趨勢基金,25627819
富邦台灣企業社會責任基金-A類型,10388939A
瀚亞新興南非蘭特債券基金B類型,31999540B
德盛安聯四季豐收債券組合基金-A類型(累積)-新臺幣,26398976A
華頓平安貨幣市場基金,15566790
德盛安聯台灣貨幣市場基金,18033003
宏利美元高收益債券基金-B類型(美元),42267986F
柏瑞全球策略高收益債券基金-B類型(人民幣),10340936F
日盛全球抗暖化基金,48968970
合庫新興多重收益基金A類型(南非幣),31972676C
國泰幸福階梯傘型基金之全球穩健組合基金,48681477
景順人民幣新興亞太入息基金月配型美元,38522556D
宏利美元高收益債券基金-A類型(人民幣避險),42267986C
德盛安聯台灣智慧趨勢基金,48997911
摩根新興龍虎企業債券基金-累積型,31892738A
聯博收益傘型基金之聯博多元資產收益組合基金-A2類型(新台幣),38522113A
國泰全球環保趨勢基金台幣級別,48973191A
摩根泛亞太股票入息基金月配息型(美元),38532914C
瀚亞美國高科技基金,14692623
富蘭克林華美全球高收益債券基金-澳幣累積型,31836244E
復華新興市場高收益債券基金-人民幣配息,26305816D
富蘭克林華美坦伯頓全球股票組合基金,48858299
瑞銀亞洲高收益債券基金A類型,26289695A
華南永昌金磚高收益債券基金(月配新台幣),31824578B
宏利東方明珠短期收益基金(人民幣),31893103B
台新北美收益資產證券化基金(A),48753605A
未來資產台灣新趨勢基金,10341251
群益印度中小基金,26300586
華南永昌人民幣高收益債券基金(累積人民幣),31972492C
合庫全球新興市場基金,31922640
柏瑞五國金勢力建設基金,26259496
富邦中國貨幣市場基金-新台幣,38583188A
聯博收益傘型基金之聯博多元資產收益組合基金-AD類型(人民幣),38522113D
德盛科技大壩基金,18480065
日盛首選基金,48948481
台新北美收益資產證券化基金(B),48753605B
新光全球生技醫療基金,38600433
華南永昌中國A股基金(人民幣),38546656B
統一黑馬基金,92002244
施羅德樂活中小基金-A類型,48948834A
宏利新興市場高收益債券基金-A類型(人民幣避險),26258187D
匯豐台灣精典基金,73987671
宏利亞澳入息成長平衡基金-B類型(美元),38585186D
第一金人民幣貨幣市場基金-人民幣,38646796B
兆豐國際全球債券組合基金A(累積型),31829638A
瀚亞亞太豐收平衡基金B-澳幣,38621330F
合庫新興多重收益基金B類型(南非幣),31972676D
富蘭克林華美台股傘型基金之傳產基金,26310310
匯豐資源豐富國家債券基金-月配型,25695077B
永豐全球新興向榮基金,26202781
匯豐中國多元資產入息平衡基金(人民幣配息),38647535D
瀚亞亞太豐收平衡基金A-澳幣,38621330E
野村新馬基金,92017008
群益人民幣貨幣市場基金-人民幣,38621438B
國泰全球環保趨勢基金美元級別,48973191B
野村亞太複合高收益債基金-月配型新臺幣計價,26310557B
未來資產全球大消費基金,31971888
合庫新興多重收益基金A類型(人民幣),31972676E
德盛全球生技大壩基金-美元,14693593B
野村多元資產動態平衡基金-月配類型澳幣計價,38653661H
群益長安基金,81591434
景順人民幣新興亞太入息基金累積型新台幣,38522556A
群益全球新興收益債券基金-A(累積型),31892569A
群益亞太新趨勢平衡基金,48787295
元大寶來全球農業商機基金,10348058
野村台灣運籌基金,00988316
富邦台灣釆吉50基金,31840182
保德信全球資源基金,48938250
匯豐拉丁美洲基金,26335699
新光大三通基金,13986924
國泰紐幣保本基金,31894665
宏利澳幣保本基金,31934358
野村精選貨幣市場基金,18479285
聯博大利基金,97997635
施羅德中國債券基金(美元)-分配型,31999979B
統一全球債券組合基金,48783925
柏瑞新興市場高收益債券基金-A類型,25682798A
富邦高成長基金,81585475
復華新興市場短期收益基金,26305800
永豐新興市場企業債券基金-新臺幣累積類型,31909604A
統一新興市場企業債券基金-月配型,31980155B
瑞銀亞洲高收益債券基金B類型,26289695B
國泰中港台基金台幣級別,25621998A
富邦上証180基金,26334740
永豐新興高收雙債組合基金累積類型,26304859A
復華全球戰略配置強基金,38547000
新光吉星貨幣市場基金,97988122
第一金中國世紀基金,25620512A
宏利亞澳入息成長平衡基金-A類型(澳幣避險),38585186E
富邦台灣心基金,17148301
德銀遠東DWS全球原物料能源基金,99632577
景順全球康健基金,14687516
瀚亞亞太豐收平衡基金B-南非幣,38621330H
統一新興市場企業債券基金-累積型,31980155A
野村鴻揚貨幣市場基金,01013051
德銀遠東DWS台灣貨幣市場基金,13999821
野村環球高收益債基金-累積類型人民幣計價,38480612E
元大寶來新主流基金,17139204
群益全球不動產平衡基金-B(季配型),48898594B
永豐新興高收雙債組合基金月配類型,26304859B
富邦中國新平衡入息基金-A類型(人民幣),38653992C
匯豐中國多元資產入息平衡基金(美元配息),38647535F
華南永昌中國A股基金(美元),38546656C
聯博新興市場企業債券基金-AT類型(美元),31936709D
凱基台商天下基金,48882220
宏利新興市場高收益債券基金-C類型(澳幣避險),26258187G
野村鴻利基金,00971103
德信萬保貨幣市場基金,14290085
惠理康和中國點心高收益債券新台幣B基金,31835391B
匯豐中國多元資產入息平衡基金(台幣配息),38647535B
群益中國高收益債券基金-新臺幣,38621459A
國泰收益傘型基金之全球多重收益平衡基金-新台幣A(不配息型),38582842A
國泰國泰基金,17612497
元大寶來全球公用能源效率基金-不配息型,48952816A
元大寶來全球靈活配置債券組合基金(B)-配息型,25638920B
未來資產亞太不動產證券化基金B,48925184B
未來資產亞太不動產證券化基金A,48925184A
復華南非幣2017保本基金,31901862
群益美國新創亮點基金-美元,38486685B
元大寶來多多基金,92001765
復華人生目標基金,15742001
摩根新興龍虎企業債券基金-月配息型,31892738B
復華美國新星基金,31980129
中國信託全球新興市場策略債券基金B(配息),31996797B
施羅德全球策略高收益債券基金-累積,26265912A
聯邦中國龍基金,18496290
德盛安聯全球農金趨勢基金,48981946
野村泰國基金,20089404
富邦中國債券傘型之富邦中國高收益債券基金-A類型(人民幣),31946426A
台新主流基金,48858663
摩根價值成長基金,17144945
元大寶來亞太成長基金,48708243
保德信新興趨勢組合基金,48803942
瀚亞菁華基金,97990696
野村亞太高股息基金季配型,48745964B
保德信全球消費商機基金,10307155
柏瑞中國平衡基金-A類型(人民幣),38651312E
聯博貨幣市場基金,97998424
永豐中國高收益債券基金-新臺幣月配類型,31842338D
德盛安聯四季豐收債券組合基金-B類型(月配息)-新臺幣,26398976B
柏瑞中國平衡基金-B類型,38651312B
凱基新興市場中小基金,26323981
永豐新興市場企業債券基金-人民幣累積類型,31909604C
惠理康和台灣紅不讓基金,10337833
摩根平衡基金,18036846
摩根泛亞太股票入息基金-月配息型(人民幣),38532914D
統一台灣動力基金,48934304
台新1699貨幣市場基金,19341387
華頓全球時尚精品基金,48842261
華南永昌全球基礎建設基金(不配息),48878669A
宏利亞澳入息成長平衡基金-B類型(新臺幣),38585186B
摩根新興雙利平衡基金月配息型,42299565B
富邦台灣ETF傘型基金之富邦台灣發達指數股票型基金,48977083
摩根台灣基金,00974039
台新羅傑斯環球資源指數基金,31897939
野村多元資產動態平衡基金-月配類型新臺幣計價,38653661B
摩根新興科技基金,92012025
復華全球大趨勢基金,10300441
元大寶來新興亞洲基金,25643156
復華有利貨幣市場基金,17597405
日盛金緻招牌組合基金,25690517
野村環球基金,01021518
群益中國金采平衡基金B(月配型－美元),42301416D
復華全方位基金,21759676
德盛安聯全球綠能趨勢基金,48806595
宏利新興市場高收益債券基金-C類型(新臺幣),26258187C
國泰新興高收益債券基金(人民幣)-配息B,26331835F
國泰幸福階梯傘型基金之全球積極組合基金-美金級別,48681504B
匯豐中國多元資產入息平衡基金(人民幣不配息),38647535C
華南永昌金磚高收益債券基金(累積人民幣),31824578C
瀚亞亞太高股息基金A-新台幣,48733897A
凱基新興亞洲債券基金-不配息型,31977320A
野村雙印傘型基金之印度潛力基金,26278374
富蘭克林華美中國傘型基金之中國高收益債券基金,38547418
匯豐亞洲高收益債券基金-累積型,26286281A
德銀遠東DWS亞洲高收益債券基金人民幣級別-分配型,26300262F
柏瑞美國雙核心收益基金-A類型,48873398A
元大寶來滬深300單日正向2倍基金,42300253
施羅德中國高收益債券基金-分配型,31825598B
合庫全球高收益債券基金B類型(澳幣),31890485F
凱基開創基金,13539952
聯博全球高收益債券基金-T2類型(新台幣),38654486A
元大寶來得寶貨幣市場基金,13530495
第一金全球多重資產入息平衡基金(累積型),38539992A
匯豐太平洋精典基金,18031954
復華新興債股動力組合基金,26204036
摩根新絲路基金,48974190
聯博收益傘型基金之聯博多元資產收益組合基金-AD類型(新台幣),38522113B
聯博收益傘型基金之聯博多元資產收益組合基金-AD類型(澳幣),38522113G
野村多元資產動態平衡基金-累積類型南非幣計價,38653661I
國泰全球基礎建設基金台幣級別,48832881A
景順潛力基金,92019786
復華中國新經濟平衡基金-新臺幣,42303499A
群益環球金綻雙喜A(累積型-美元),38648529C
台新北美收益資產證券化基金(A)-USD,48753605C
摩根亞洲總合高收益債券基金-累積型,26376229A
國泰中國傘型基金之人民幣貨幣市場基金人民幣級別,38482908A
元大寶來台灣金融基金,48903175
日盛MIT主流基金,26273336
中國信託全球固定收益組合基金,48772011
台新中國通基金,80894446
富邦台灣鳳凰基金,92010770
復華新興市場高收益債券基金A,26305816A
復華新興市場高收益債券基金B,26305816B
華南永昌多重資產入息平衡基金(月配新台幣),38618790B
群益工業國入息基金A(累積型-美元),38531773C
富邦策略高收益債券基金-A類型,31826230A
瀚亞理財通基金,18036769
宏利亞澳入息成長平衡基金-B類型(人民幣避險),38585186H
聯邦双囍新興亞洲債券基金B,31887600B
保德信中國品牌基金,26290779
德銀遠東DWS亞洲高收益債券基金分配型,26300262B
元大寶來全球不動產證券化基金(B)-配息型,21718388B
國泰策略高收益債券基金B,31913488B
第一金全家福貨幣市場基金,01032249
德盛安聯四季成長組合基金-新臺幣,38552137A
匯豐中國點心高收益債券基金(台幣配息),26396604D
日盛小而美基金,73988876
富邦長紅基金,92010477
野村多元資產動態平衡基金-月配類型南非幣計價,38653661J
群益馬拉松基金,97984293
保德信金滿意基金,92013967
宏利亞太入息債券基金-C類型(人民幣避險),25630146E
新光中國成長基金,25515841
聯博全球高收益債券基金-TA類型(南非幣),38654486F
柏瑞亞洲亮點股票基金,38547873
野村優質基金,19330754
瀚亞股債入息組合基金A類型,99967806A
野村全球美元投資級公司債基金-月配類型人民幣計價,25624144D
台新新興傘型基金之台新拉丁美洲基金,26291799
匯豐中小基金,97995664
元大寶來多元基金,77537509
群益亞太中小基金,25691699
野村全球品牌基金,14697373
復華南非幣長期收益基金A,31901899A
華南永昌金磚高收益債券基金(累積美元),31824578E
群益新興金鑽基金,48852561
野村歐洲中小成長基金-人民幣計價,38620711C
富邦基金,00974018
摩根中小基金,73989501
惠理康和中國點心高收益債券美金A基金,31835391C
保德信亞太基金,92029139
國泰台灣貨幣市場基金,18034853
日盛中國貨幣市場基金(美元),38648886C
元大寶來全球滿意入息基金-配息型,48849362B
瀚亞全球高收益債券基金A-新台幣,26257384A
群益環球金綻雙喜B(月配型-新台幣),38648529B
元大寶來中國機會債券基金-人民幣(A)不配息,38546950B
群益中國新機會基金-美元,38524463B
聯邦貨幣市場基金,17144332
聯邦優勢策略全球債券組合基金,13984587
富邦吉祥貨幣市場基金,97980579
群益多重資產組合基金,21723538
元大寶來大中華價值指數基金,25591306
國泰中國內需增長基金台幣級別,26317735A
群益平衡王基金,18037845
摩根新興雙利平衡基金月配息型(人民幣),42299565D
摩根龍揚基金,97999612
柏瑞旗艦全球債券組合基金-A類型,21709584A
富蘭克林華美新世界股票基金,48997270
宏利亞澳入息成長平衡基金-A類型(新臺幣),38585186A
未來資產閣來寶全球組合基金,99645003
元大寶來人民幣貨幣市場基金-新台幣,38546966A
復華神盾基金,99607599
野村新興高收益債組合基金-月配型,26204964B
德盛全球生技大壩基金-新臺幣,14693593A
德盛安聯四季回報債券組合基金,10350645
復華全球原物料基金,25676249
野村新興高收益債組合基金-累積型,26204964A
群益真善美基金,17147605
未來資產亞洲高收益債券基金A,26299194A
聯博收益傘型基金之聯博債券收益組合基金-A2類型(人民幣),38522107E
保德信大中華基金,73998065
富蘭克林華美全球高收益債券基金-美元分配型,31836244D
第一金新興市場投資等級債券基金B,26297013B
保德信科技島基金,73990649
瀚亞中國基金,26384902
日盛中國內需動力基金,26323737
中國信託多元入息平衡基金A(不配息),38530388A
柏瑞拉丁美洲基金,48807089
保德信全球醫療生化基金-美元,14692638B
宏利中國離岸債券基金-A類型(新臺幣),26389097A
富蘭克林華美中國消費基金,26287795
摩根台灣增長基金,01032162
合庫全球高收益債券基金A類型(人民幣),31890485G
永豐滬深300紅利指數基金,31977594
富蘭克林華美全球高收益債券基金-人民幣分配型,31836244H
富蘭克林華美全球高收益債券基金-新台幣累積型,31836244A
摩根多元入息成長基金月配息型(美元),38612682C
富邦策略高收益債券基金-C類型,31826230C
兆豐國際民生動力基金,26299315
德盛安聯四季雙收入息組合基金-A類型(累積)-美元,38481149C
日盛中國高收益債券基金(人民幣A),38648871C
復華新興人民幣債券基金A,31939229A
瑞銀全球創新趨勢基金,48955264
群益中國新機會基金-新臺幣,38524463A
保德信中小型股基金,83866508
永豐中概平衡基金,80916244
富蘭克林華美全球高收益債券基金-美元累積型,31836244C
施羅德中國債券基金(美元)-累積型,31999979A
元大寶來中國高收益點心債券基金,26394367
華南永昌全球亨利組合基金,21703907
摩根全球發現基金,48860963
德盛安聯四季豐收債券組合基金-B類型(月配息)-人民幣,26398976D
瀚亞全球高收益債券基金C-新台幣,26257384C
第一金全球不動產證券化基金A,48892846A
第一金全球不動產證券化基金B,48892846B
宏利美元高收益債券基金-A類型(新臺幣),42267986A
柏瑞全球策略高收益債券基金-A類型(人民幣),10340936E
富蘭克林華美全球債券組合基金-分配型,21718768B
瀚亞新興豐收基金A-人民幣,42266017I
保德信新興市場企業債券基金-月配息型(B),31968075B
惠理康和中國點心高收益債券人民幣B基金,31835391F
日盛中國高收益債券基金(新台幣A),38648871A
日盛中國貨幣市場基金(新台幣),38648886A
國泰中國傘型基金之中國新興債券基金美元級別,38482914B
聯邦双囍新興亞洲債券基金A,31887600A
摩根新金磚五國基金,25684986
瀚亞印度基金,21704130
群益多利策略組合基金,26265027
台新新興傘型基金之台新新興歐洲基金,26291783
德信大發基金,97972846
日盛中國貨幣市場基金(人民幣),38648886B
群益華夏盛世基金-美元,25629892B
群益亞洲新興市場債券基金-A(累積型),31816633A
保德信全球基礎建設基金,48970455
永豐人民幣債券基金-新臺幣累積類型,42267705A
統一強漢基金,48863201
群益亞洲新興市場債券基金-B(月配型),31816633B
野村鑫全球債券組合基金,99035229
永豐領航科技基金,73992013
復華全球資產證券化基金A,48898525A
摩根多元入息成長基金累積型,38612682A
摩根亞太高息平衡基金-季配息型,21704027B
富邦中國新平衡入息基金-A類型(美元),38653992E
匯豐全球趨勢組合基金,48865209
統一統信基金,77537493
惠理康和中國點心高收益債券新台幣A基金,31835391A
施羅德中國高收益債券基金(人民幣)-分配型,31825598F
瀚亞精選傘型基金之債券精選組合基金B類型,48801000B
永豐人民幣債券基金-人民幣月配類型,42267705D
保德信新興市場債券基金-累積型(A),26263055A
永豐全球平衡組合基金,99361820
富邦中國債券傘型之富邦中國優質債券基金-A類型(人民幣),31946404A
國泰收益傘型基金之全球多重收益平衡基金-新台幣B(配息型),38582842B
群益中國金采平衡基金B(月配型－新台幣),42301416B
摩根台灣金磚基金,25636367
野村環球高收益債基金-累積類型美元計價,38480612C
華南永昌人民幣高收益債券基金(累積新台幣),31972492A
瀚亞亞太高股息基金A-美金,48733897C
柏瑞旗艦全球平衡組合基金,99353053
瀚亞新興豐收基金A-美元,42266017C
合庫全球高收益債券基金B類型,31890485B
瀚亞非洲基金-南非幣,10357632B
凱基護城河基金-美元計價B,38590907B
國泰新興高收益債券基金(美元)-配息B,26331835D
華頓中國多重機會平衡基金,38634406
華頓全球高收益債券基金A,25652470A
瀚亞股債入息組合基金B類型,99967806B
台新新興市場債券基金(A類型),31969530A
保德信新興市場企業債券基金-累積型(A),31968075A
瀚亞亞太豐收平衡基金B-新台幣,38621330B
野村全球不動產證券化基金-月配類型人民幣計價,21758780D
宏利亞太中小企業基金(新臺幣),25677726A
兆豐國際中小基金,81584996
元大寶來巴西指數基金,26203851
瀚亞亞太不動產證券化基金B類型,48836541B
國泰價值卓越基金,31837449
復華全球平衡基金,99034755
匯豐中國多元資產入息平衡基金(美元不配息),38647535E
宏利全球債券組合基金,48789982
國泰台灣計量基金,48948623
野村巴西基金,25652008
兆豐國際生命科學基金,14699772
德盛安聯目標收益基金-A類型(累積)-美元,38647774C
華南永昌金磚高收益債券基金(累積新台幣),31824578A
元大寶來得利貨幣市場基金,92017204
元大寶來滬深300單日反向1倍基金,42300232
瀚亞亞太高股息基金B-美金,48733897D
瀚亞亞太豐收平衡基金B-美元,38621330D
瀚亞威寶貨幣市場基金,83867345
富邦中國債券傘型之富邦中國高收益債券基金-B類型(美元),31946426D
國泰豐益債券組合基金,25681952
聯博全球高收益債券基金-TA類型(新台幣),38654486B
瀚亞新興豐收基金B-澳幣,42266017F
富邦中國新平衡入息基金-A類型(新台幣),38653992A
復華奧林匹克全球組合基金,99985163
第一金台灣貨幣市場基金,20081472
台新高股息平衡基金,21719942
富邦台灣企業社會責任基金-B類型,10388939B
兆豐國際豐台灣基金,10341837
元大寶來亞太政府公債指數基金(B)-配息型,31931789B
復華全球資產證券化基金B,48898525B
台新北美收益資產證券化基金(B)-USD,48753605D
柏瑞全球策略高收益債券基金-A類型,10340936A
合庫新興多重收益基金B類型(人民幣),31972676F
施羅德中國債券基金(人民幣)-累積型,31999979C
合庫貨幣市場基金,42299571
保德信全球醫療生化基金-新臺幣,14692638A
永豐中小基金,13998344
凱基護城河基金-台幣計價A,38590907A
元大寶來摩臺基金,26306553
惠理康和ETF入息組合基金B-台幣,38533012B
景順全球科技基金,97993482
宏利亞澳入息成長平衡基金-A類型(美元),38585186C
元大寶來台灣50單日正向2倍基金,38619904
