類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	12.91	13.04	-0.13
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	17.38	17.46	-0.08
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	36.51	36.45	0.06
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	23.17	23.27	-0.1
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	29.1	29.19	-0.09
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	20.63	20.66	-0.03
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.3329	12.3323	0.0006
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.62	8.61	0.01
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	10.67	10.7	-0.03
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.49	10.49	0
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.58	10.56	0.02
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.55	10.53	0.02
AC23	A0001	兆豐國際投信	T0117A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.8866	9.8898	-0.0032
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.9696	8.9725	-0.0029
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.3289	10.3261	0.0028
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	17.27	16.73	0.54
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	16.89	16.37	0.52
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	21.18	21.19	-0.01
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	12.99	13.08	-0.09
AD1	A0003	第一金投信	T0306Y	01032249	第一金全家福貨幣市場基金	TWD	175.557	175.549	0.008
AA2	A0003	第一金投信	T0331Y	10338642	第一金全球大趨勢基金	TWD	18.43	18.65	-0.22
AA1	A0003	第一金投信	T0318Y	15739619	第一金大中華基金	TWD	20.3	20.28	0.02
AA2	A0003	第一金投信	T0316Y	17612378	第一金亞洲科技基金	TWD	16.14	15.87	0.27
AA1	A0003	第一金投信	T0314Y	19341318	第一金電子基金	TWD	25.38	25.88	-0.5
AD1	A0003	第一金投信	T0310Y	20081472	第一金台灣貨幣市場基金	TWD	15.0456	15.0449	0.0007
AA1	A0003	第一金投信	T0311Y	20092528	第一金店頭市場基金	TWD	7.85	7.87	-0.02
AC23	A0003	第一金投信	T0332A	25593418A	第一金全球高收益債券基金A	TWD	14.4096	14.41	-0.0004
AC23	A0003	第一金投信	T0332B	25593418B	第一金全球高收益債券基金B	TWD	10.527	10.5271	-0.0001
AC23	A0003	第一金投信	T0332C	25593418C	第一金全球高收益債券基金A-美元	USD	9.6477	9.6489	-0.0012
AC23	A0003	第一金投信	T0332D	25593418D	第一金全球高收益債券基金B-美元	USD	9.3448	9.3459	-0.0011
AA2	A0003	第一金投信	T0334Y	25620512A	第一金中國世紀基金	TWD	12.52	12.12	0.4
AA2	A0003	第一金投信	T0334A	25620512B	第一金中國世紀基金-人民幣	CNY	15.42	14.92	0.5
AA2	A0003	第一金投信	T0335Y	25652648	第一金亞洲新興市場基金	TWD	11.01	11.04	-0.03
AA1	A0003	第一金投信	T0336Y	26202396	第一金創新趨勢基金	TWD	15.25	15.21	0.04
AC21	A0003	第一金投信	T0337A	26297013A	第一金新興市場投資等級債券基金A	TWD	9.1844	9.2155	-0.0311
AC21	A0003	第一金投信	T0337B	26297013B	第一金新興市場投資等級債券基金B	TWD	7.4306	7.4558	-0.0252
AC21	A0003	第一金投信	T0341A	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.9017	9.962	-0.0603
AC21	A0003	第一金投信	T0341B	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.0372	9.0923	-0.0551
AB2	A0003	第一金投信	T0343A	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	10.4229	10.444	-0.0211
AB2	A0003	第一金投信	T0343B	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	10.2	10.2206	-0.0206
AD2	A0003	第一金投信	T0344A	38646796A	第一金人民幣貨幣市場基金-新臺幣	TWD	9.899	9.8978	0.0012
AD2	A0003	第一金投信	T0344B	38646796B	第一金人民幣貨幣市場基金-人民幣	CNY	10.0849	10.0824	0.0025
AG	A0003	第一金投信	T0326A	48892846A	第一金全球不動產證券化基金A	TWD	8.095	8.1073	-0.0123
AG	A0003	第一金投信	T0326B	48892846B	第一金全球不動產證券化基金B	TWD	6.2955	6.305	-0.0095
AA1	A0003	第一金投信	T0313Y	73989002	第一金小型精選基金	TWD	27	26.96	0.04
AB1	A0003	第一金投信	T0320Y	99353151	第一金中概平衡基金	TWD	20.59	20.6	-0.01
AB1	A0004	匯豐中華投信	T0405Y	00971080	匯豐安富基金	TWD	22.84	22.86	-0.02
AA1	A0004	匯豐中華投信	T0408Y	01031298	匯豐龍鳳基金	TWD	42.76	42.83	-0.07
AA2	A0004	匯豐中華投信	T0417Y	18031954	匯豐太平洋精典基金	TWD	15.5	15.43	0.07
AA2	A0004	匯豐中華投信	T0436Y	25500903	匯豐中國動力基金	TWD	17.31	16.99	0.32
AE22	A0004	匯豐中華投信	T0438Y	25617919	匯豐雙高收益債券組合基金	TWD	11.9172	11.9116	0.0056
AA2	A0004	匯豐中華投信	T0439Y	25651866	匯豐黃金及礦業股票型基金	TWD	4.88	4.86	0.02
AC21	A0004	匯豐中華投信	T0440A	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.3171	9.4191	-0.102
AC21	A0004	匯豐中華投信	T0440B	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	6.7781	6.8798	-0.1017
AC23	A0004	匯豐中華投信	T0443A	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.2999	11.294	0.0059
AC23	A0004	匯豐中華投信	T0443B	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.0905	9.0843	0.0062
AA2	A0004	匯豐中華投信	T0447Y	26335699	匯豐拉丁美洲基金	TWD	8.06	8.18	-0.12
AC23	A0004	匯豐中華投信	T0449Y	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	11.2473	11.2349	0.0124
AC23	A0004	匯豐中華投信	T0449A	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.2816	2.278	0.0036
AC23	A0004	匯豐中華投信	T0449B	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.1214	2.1181	0.0033
AC23	A0004	匯豐中華投信	T0449C	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	10.672	10.6603	0.0117
AC23	A0004	匯豐中華投信	T0449D	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3666	0.3662	0.0004
AC23	A0004	匯豐中華投信	T0449E	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.348	0.3477	0.0003
AA2	A0004	匯豐中華投信	T0453Y	38482745A	匯豐中國A股匯聚基金(台幣)	TWD	16.5539	16.161	0.3929
AA2	A0004	匯豐中華投信	T0453A	38482745B	匯豐中國A股匯聚基金(人民幣)	CNY	3.3413	3.2617	0.0796
