類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	13.24	13.24	0
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	17.71	17.72	-0.01
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	36.41	36.72	-0.31
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	23.64	23.72	-0.08
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	29.73	29.84	-0.11
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	20.2	20.53	-0.33
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.3317	12.3315	0.0002
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.55	8.64	-0.09
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	10.61	10.69	-0.08
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.49	10.59	-0.1
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.6	10.6	0
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.57	10.57	0
AC23	A0001	兆豐國際投信	T0117A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.8674	9.8535	0.0139
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.9522	8.9396	0.0126
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.3233	10.3223	0.001
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	16.66	17.4	-0.74
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	16.3	17.02	-0.72
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	21.61	21.67	-0.06
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	13.26	13.29	-0.03
