類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.63	10.59	0.04
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.61	15.57	0.04
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	31.32	31.24	0.08
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.01	22.93	0.08
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.28	27.14	0.14
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.15	15.88	0.27
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2335	12.2329	0.0006
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.73	8.69	0.04
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.68	9.63	0.05
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.27	10.19	0.08
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.18	10.16	0.02
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.18	10.16	0.02
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.5193	9.5134	0.0059
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1596	9.154	0.0056
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.96	17.84	0.12
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.46	11.37	0.09
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	11.1	11.03	0.07
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.86	7.86	0
