類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.88	10.85	0.03
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.85	15.84	0.01
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	31.75	31.69	0.06
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.49	23.43	0.06
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.74	27.68	0.06
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.24	16.24	0
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2354	12.2352	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.88	8.83	0.05
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.8	9.77	0.03
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.47	10.42	0.05
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.2	10.21	-0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.2	10.21	-0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.5084	9.5209	-0.0125
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1491	9.1612	-0.0121
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	18.22	18.15	0.07
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.71	11.66	0.05
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	11.24	11.22	0.02
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.04	8.03	0.01
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.31	174.307	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.98	11.94	0.04
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.31	17.3	0.01
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	17.62	17.58	0.04
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.11	14.1	0.01
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	23.53	23.4	0.13
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9343	14.934	0.0003
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.03	6.97	0.06
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.0929	14.1055	-0.0126
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.1257	11.1356	-0.0099
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.59	7.56	0.03
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.82	9.82	0
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	12.59	12.58	0.01
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.3497	9.3725	-0.0228
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.2485	8.2686	-0.0201
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	12.44	12.43	0.01
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.6338	9.6468	-0.013
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.2538	9.2663	-0.0125
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.32	10.31	0.01
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	10.64	10.63	0.01
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.3013	7.2862	0.0151
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.8865	5.8744	0.0121
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	8.16	8.14	0.02
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	22.11	22.07	0.04
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	11.45	11.45	0
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.82	12.84	-0.02
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	12.46	12.48	-0.02
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	18.36	18.37	-0.01
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	21.41	21.42	-0.01
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	38.04	38.06	-0.02
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.7	13.7	0
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.72	11.7	0.02
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.7683	11.7734	-0.0051
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.36	5.33	0.03
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.5411	9.5758	-0.0347
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.6672	7.7019	-0.0347
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	10.9001	10.8756	0.0245
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.4672	9.4426	0.0246
