類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.71	12.66	0.05
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.84	16.78	0.06
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	32.66	32.58	0.08
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.66	23.59	0.07
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	28.87	28.73	0.14
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	18.18	18.24	-0.06
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2866	12.2864	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.91	8.92	-0.01
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	10.25	10.25	0
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.41	10.38	0.03
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.55	10.55	0
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.52	10.52	0
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	10.0945	10.0897	0.0048
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.397	9.3925	0.0045
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.1321	10.1313	0.0008
AA2	A0001	兆豐國際投信	38592074A	兆豐國際中國A股基金(台幣)	TWD	10.1	10.08	0.02
AA2	A0001	兆豐國際投信	38592074B	兆豐國際中國A股基金(美金)	USD	10.02	10.01	0.01
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	21.04	20.99	0.05
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	13.03	12.96	0.07
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.962	174.959	0.003
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	18	18.01	-0.01
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	20.25	20.21	0.04
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.93	14.83	0.1
