類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.42	10.38	0.04
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.23	15.17	0.06
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.23	30.24	-0.01
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.22	22.34	-0.12
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	26.41	26.49	-0.08
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	15.24	15.25	-0.01
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2239	12.2237	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.58	8.55	0.03
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.43	9.43	0
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.01	10.02	-0.01
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.11	10.16	-0.05
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.11	10.16	-0.05
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.456	9.4652	-0.0092
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1661	9.175	-0.0089
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.42	17.41	0.01
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.03	11.01	0.02
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.84	10.84	0
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.58	7.56	0.02
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.168	174.166	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.26	11.23	0.03
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	16.37	16.33	0.04
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.58	16.56	0.02
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.37	13.37	0
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	21.96	21.9	0.06
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9217	14.9215	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	6.98	6.95	0.03
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	13.9789	13.9807	-0.0018
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.1476	11.149	-0.0014
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.37	7.41	-0.04
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.9	9.89	0.01
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.67	11.59	0.08
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.4728	9.459	0.0138
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.4387	8.4263	0.0124
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	11.7	11.72	-0.02
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.644	9.6431	0.0009
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3237	9.3229	0.0008
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.4	10.32	0.08
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	10.02	9.97	0.05
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.0191	7.0264	-0.0073
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.6591	5.665	-0.0059
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.56	7.5	0.06
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	20.64	20.5	0.14
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.78	10.77	0.01
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.48	12.48	0
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	11.7	11.63	0.07
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	17.72	17.67	0.05
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.81	20.77	0.04
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	36.36	36.25	0.11
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.77	13.76	0.01
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.45	11.5	-0.05
