類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.38	10.4	-0.02
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.26	15.22	0.04
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	31.01	30.97	0.04
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.04	21.95	0.09
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	26.18	26.09	0.09
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	15.4	15.34	0.06
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2272	12.227	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.68	8.66	0.02
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.62	9.6	0.02
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.16	10.12	0.04
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.09	10.08	0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.09	10.08	0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.464	9.4542	0.0098
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1386	9.1292	0.0094
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.22	17.17	0.05
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	10.9	10.89	0.01
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.7	10.66	0.04
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.3	7.32	-0.02
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.21	174.207	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.33	11.34	-0.01
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	16.82	16.71	0.11
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.59	16.55	0.04
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.57	13.49	0.08
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	21.15	21.23	-0.08
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9254	14.9252	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	6.78	6.82	-0.04
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	13.9793	13.9577	0.0216
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.0918	11.0746	0.0172
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.58	7.61	-0.03
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.58	9.57	0.01
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.62	11.68	-0.06
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.4664	9.4133	0.0531
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.3944	8.3473	0.0471
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	12.04	11.93	0.11
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.6377	9.6202	0.0175
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.2876	9.2707	0.0169
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.2	10.21	-0.01
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	10.01	10.04	-0.03
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.0011	6.9766	0.0245
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.6445	5.6248	0.0197
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.43	7.48	-0.05
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	20.33	20.39	-0.06
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.82	10.84	-0.02
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.37	12.4	-0.03
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	11.62	11.65	-0.03
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	17.55	17.61	-0.06
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.66	20.65	0.01
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	35.96	35.88	0.08
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.77	13.71	0.06
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.88	11.85	0.03
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.7037	11.6861	0.0176
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.39	5.4	-0.01
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.6258	9.5811	0.0447
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.7936	7.7488	0.0448
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	10.8761	10.8653	0.0108
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.4889	9.478	0.0109
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	9.05	8.98	0.07
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣)	TWD	11.1455	11.1497	-0.0042
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.2711	2.271	0.0001
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2388	2.2387	0.0001
AA2	A0004	匯豐中華投信	48686374	匯豐金磚動力基金	TWD	11.38	11.31	0.07
AE22	A0004	匯豐中華投信	48745129	匯豐五福全球債券組合基金	TWD	12.3842	12.3661	0.0181
AA2	A0004	匯豐中華投信	48784327	匯豐新鑽動力基金	TWD	9.42	9.39	0.03
AE21	A0004	匯豐中華投信	48865209	匯豐全球趨勢組合基金	TWD	10.14	10.1	0.04
AA2	A0004	匯豐中華投信	48925001	匯豐全球關鍵資源基金	TWD	7.89	7.85	0.04
AA2	A0004	匯豐中華投信	48998019	匯豐全球新富基金	TWD	10.57	10.52	0.05
AA1	A0004	匯豐中華投信	73987671	匯豐台灣精典基金	TWD	17.02	16.99	0.03
AA1	A0004	匯豐中華投信	76941376	匯豐成功基金	TWD	32.15	32.11	0.04
AA1	A0004	匯豐中華投信	92017794	匯豐龍騰電子基金	TWD	21.84	21.8	0.04
AD1	A0004	匯豐中華投信	92025871	匯豐富泰貨幣市場基金	TWD	15.6282	15.628	0.0002
AD1	A0004	匯豐中華投信	97993027	匯豐富泰二號貨幣市場基金	TWD	14.7914	14.7912	0.0002
AA1	A0004	匯豐中華投信	97995664	匯豐中小基金	TWD	7.75	7.77	-0.02
AA1	A0005	元大寶來投信	00974066	元大寶來2001基金	TWD	38.64	38.69	-0.05
AA1	A0005	元大寶來投信	01032058	元大寶來多福基金	TWD	42.43	42.33	0.1
AH1	A0005	元大寶來投信	10342511	元大寶來新台灣基金	TWD	31.32	31.16	0.16
AA2	A0005	元大寶來投信	10348058	元大寶來全球農業商機基金	TWD	16.29	16.24	0.05
AD1	A0005	元大寶來投信	13530495	元大寶來得寶貨幣市場基金	TWD	11.7397	11.7395	0.0002
AA1	A0005	元大寶來投信	14542287	元大寶來精準中小基金	TWD	15.56	15.61	-0.05
AA2	A0005	元大寶來投信	14696466	元大寶來全球成長基金	TWD	17.2	17.09	0.11
AA1	A0005	元大寶來投信	17139204	元大寶來新主流基金	TWD	15.64	15.62	0.02
AA1	A0005	元大寶來投信	17145070	元大寶來矽谷基金	TWD	10.23	10.29	-0.06
AA2	A0005	元大寶來投信	17612481	元大寶來全球通訊基金	TWD	5.14	5.14	0
AA1	A0005	元大寶來投信	18036281	元大寶來巴菲特基金	TWD	19.03	19.09	-0.06
AA1	A0005	元大寶來投信	20080023	元大寶來店頭基金	TWD	6.4	6.42	-0.02
AD1	A0005	元大寶來投信	20081331	元大寶來萬泰貨幣市場基金	TWD	14.7992	14.7989	0.0003
AG	A0005	元大寶來投信	21718388A	元大寶來全球不動產證券化基金(A)-不配息型	TWD	10.59	10.61	-0.02
AG	A0005	元大寶來投信	21718388B	元大寶來全球不動產證券化基金(B)-配息型	TWD	8.07	8.1	-0.03
AA2	A0005	元大寶來投信	25520400	元大寶來新中國基金	TWD	7.97	8	-0.03
AI2	A0005	元大寶來投信	25591306	元大寶來大中華價值指數基金	TWD	13.448	13.381	0.067
AH2	A0005	元大寶來投信	25610486	元大寶來標智滬深300基金	TWD	12.94	13.01	-0.07
AA2	A0005	元大寶來投信	25622390	元大寶來印度基金	TWD	7.41	7.42	-0.01
AE22	A0005	元大寶來投信	25638920A	元大寶來全球靈活配置債券組合基金(A)-不配息型	TWD	10.56	10.54	0.02
AE22	A0005	元大寶來投信	25638920B	元大寶來全球靈活配置債券組合基金(B)-配息型	TWD	10.51	10.5	0.01
AA2	A0005	元大寶來投信	25643156	元大寶來新興亞洲基金	TWD	8.67	8.66	0.01
AA2	A0005	元大寶來投信	25680222	元大寶來新興亞洲龍頭基金	TWD	9.95	9.96	-0.01
AC21	A0005	元大寶來投信	25684830	元大寶來全球短期收益基金	TWD	10.0174	10.0162	0.0012
AI2	A0005	元大寶來投信	26203825	元大寶來印度指數基金	TWD	6.813	6.75	0.063
AI2	A0005	元大寶來投信	26203846	元大寶來印尼指數基金	TWD	7.874	7.754	0.12
AI2	A0005	元大寶來投信	26203851	元大寶來巴西指數基金	TWD	6.658	6.588	0.07
AA2	A0005	元大寶來投信	26206323	元大寶來華夏中小基金	TWD	7.17	7.18	-0.01
AH1	A0005	元大寶來投信	26282102	元大寶來富櫃50基金	TWD	11.74	11.78	-0.04
AE22	A0005	元大寶來投信	26283518A	元大寶來新興市場債券組合基金-不配息型	TWD	10.2825	10.2697	0.0128
AE22	A0005	元大寶來投信	26283518B	元大寶來新興市場債券組合基金-配息型	TWD	9.3894	9.3778	0.0116
AC21	A0005	元大寶來投信	26297576A	元大寶來全球國富債券基金(A)-不配息型	TWD	8.8832	8.8852	-0.002
AC21	A0005	元大寶來投信	26297576B	元大寶來全球國富債券基金(B)-配息型	TWD	7.6187	7.6204	-0.0017
AH1	A0005	元大寶來投信	26306553	元大寶來摩臺基金	TWD	27.74	27.67	0.07
AI1	A0005	元大寶來投信	26307568	元大寶來台股指數基金	TWD	9.566	9.545	0.021
AA2	A0005	元大寶來投信	26326707	元大寶來新興市場ESG策略基金	TWD	11.57	11.52	0.05
AC23	A0005	元大寶來投信	26394367	元大寶來中國高收益點心債券基金	TWD	10.7679	10.7699	-0.002
AB2	A0005	元大寶來投信	31830473A	元大寶來中國平衡基金-新台幣	TWD	10.47	10.51	-0.04
AB2	A0005	元大寶來投信	31830473B	元大寶來中國平衡基金-人民幣	CNY	2.15	2.16	-0.01
AH2	A0005	元大寶來投信	31830488	元大寶來上證50基金	TWD	18.91	18.95	-0.04
AI2	A0005	元大寶來投信	31931789A	元大寶來亞太政府公債指數基金(A)-不配息型	TWD	8.7269	8.7169	0.01
