類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	12.15	12.36	-0.21
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	16.17	16.4	-0.23
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	32.77	33.28	-0.51
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	22.4	22.7	-0.3
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	27.16	27.49	-0.33
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	19.38	19.67	-0.29
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.3075	12.3073	0.0002
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.04	8.13	-0.09
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	10.08	10.12	-0.04
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.21	10.34	-0.13
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.5	10.53	-0.03
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.47	10.51	-0.04
AC23	A0001	兆豐國際投信	T0007A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.6605	9.7248	-0.0643
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.8938	8.9531	-0.0593
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.2163	10.2155	0.0008
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	14.09	14.04	0.05
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	13.3	13.25	0.05
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	19.98	20.38	-0.4
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	12.29	12.52	-0.23
AD1	A0003	第一金投信	T0306Y	01032249	第一金全家福貨幣市場基金	TWD	175.231	175.228	0.003
AA2	A0003	第一金投信	T0331Y	10338642	第一金全球大趨勢基金	TWD	18.23	18.4	-0.17
