name,code
匯豐環球投資基金-環球新興市場債券IC,TGEIC
鋒裕基金-亞洲股票(不含日本)A2(歐元),PIMPEU
聯博-房貸收益基金ATX級別歐元,ABSMDATEUR
法巴百利達美國增長股票基金I(美元),LU0823435044
NN(L)能源基金X股歐元,NNEXEUR
聯博-歐洲收益基金B股美元,ABEIOPBUSD
德盛德利國際債券基金,DIT-ENR
鋒裕基金-美國高息U股南非幣收益(穩定配息),PIMUSYZIUSD
瑞萬通博基金-新興市場債券基金,LU0563307809
天達環球策略基金-環球黃金基金I累積股份(英鎊),GGO369
德盛德利歐洲成長基金,DIT-ENV
施羅德環球基金系列-歐元債券C類股份-累積單位,IEBOF
百達-日本精選-HR歐元,LU0248320581
德盛香港基金─A配息類股,AGIF-HKG
施羅德環球基金系列-歐洲大型股A1類股份-累積單位,IEECG
德盛德利德國基金,DIT-ENC
德盛德利歐洲債券基金,DIT-ENE
德盛德利能源基金,DIT-ENG
德盛德利全球資源產業基金,DIT-ENH
德盛德利歐洲基金,DIT-ENI
德意志新資源NC,LU0237015457
美盛銳思美國小型公司機會基金優類股美元累積型,IE00B23Z8S99
普信全球成長企業股票型基金I(美元),TROWSE008IUSD
德盛德利全球生物科技基金,DIT-ENO
駿利資產管理基金-柏智美國策略價值基金B美元累計,JANSVBI
PIMCO美國股票增益基金-E級類別(累積股份),PIMCO-BSR
德意志亞洲首選FC,LU0145649181
施羅德環球基金系列-環球收益股票A1類股份-配息單位,IGEYJ
鋒裕基金-歐陸股票A2(歐元),PIMELEU
普信美國小型公司股票型基金I(美元),TROWSE004IUSD
英傑華投資-新興市場小型股票基金,1528LU0300873642
美盛西方資產全球高收益債券基金A類股美元累積型,IE00B1BXHP82
摩根非洲基金-摩根非洲(美元)-A股perf(累計),AEFAAU
法巴百利達歐洲小型股票基金C(歐元),LU0212178916
鋒裕基金-歐陸股票I2,PIMELEI
富蘭克林坦伯頓全球投資系列-邊境市場基金美元A(acc)股,1019
富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元B(acc)股,1014
瑞銀(盧森堡)中國精選股票基金(美元),512613
富蘭克林坦伯頓全球投資系列-亞洲小型企業基金歐元A(acc)股,1010
瑞銀(盧森堡)歐元高收益債券基金(歐元)(美元避險),22796865
富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元A(Ydis)股,1012
鋒裕基金-歐陸股票B2,PIMELEB
霸菱亞洲增長基金-A類英鎊配息型,BAGFGBP
路博邁投資基金-NB新興市場本地貨幣債券基金I累積類股(美元),IE00B9Z1CL57
鋒裕基金-中國股票A2(歐元),PIMCEAEUR
MFS全盛基金系列-MFS全盛全球資產配置基金A1(美元),MFMGBAA
羅素全球股票基金,IE00B1FRPP29
路博邁投資基金-NB美國多元企業機會基金E累積類股(南非幣),IE00BNK02M69
施羅德環球基金系列-環球收益股票C類股份-配息單位,IGEYC
聯博-美國前瞻主題基金A股美元,ABUSTRAUSD
聯博-美國收益基金AA(穩定月配)英鎊避險級別,ABAIPAAGBPH
富達基金－全球金融服務基金,LU0114722498
匯豐環球投資基金-環球債券IC,TGIIC
MFS全盛基金系列-MFS全盛歐洲價值基金B1(美元),MFEVBU1
鋒裕基金-新興市場當地貨幣債券BXD,PIMEMBLCBXD
貝萊德歐元市場基金C2歐元,BLKEUMCC
MFS全盛基金系列-MFS全盛歐洲小型公司基金B1(美元),MESCBU1
瑞士寶盛股票基金系列-全球新興市場股票基金(歐元),LU0129123583
德意志新資源LD,LU0237015291
瀚亞投資─優質公司債基金Azdmc1(南非幣避險穩定月配),UHZ
MFS全盛基金系列-MFS全盛全球高收益基金C2(美元),MFSGLC2
MFS全盛基金系列-MFS全盛全球高收益基金C1(美元),MFSGLC1
駿利資產管理基金-駿利美國研究基金I美元累計,JANCRI1
聯博-全球不動產證券基金AD股澳幣避險,ABUSREADAUDH
GAMStar美國全方位基金累積單位-美元,IE00B1W3Y897
匯豐環球投資基金-新興四國市場股票IC,TBMIC
富蘭克林坦伯頓全球投資系列-成長(歐元)基金歐元B(Ydis)股,0879
聯博-亞洲股票基金AD月配南非幣避險級別,ABAXJADZARH
美盛銳思美國小型公司基金A類股美元累積型,IE00B19Z6F94
資本集團歐元債券基金(盧森堡)B,CIFEBF
富達基金－歐洲高收益基金(A股-月配息),LU0168053600
聯博-歐洲價值型基金B股歐元,ABEVPBEUR
百達-全球高息精選-R月配息歐元,LU0503635038
聯博-美國收益基金AT股澳幣避險,ABAIPATAUDH
聯博-全球成長趨勢基金C股美元,ABGGTCUSD
未來資產亞洲卓越消費股票基金-A(美元),RBS005
未來資產韓國股票基金-I(歐元),RBS004
MFS全盛基金系列-MFS全盛有限償還期基金C2(美元),MFMLMC1
摩根泰國基金,JFTHAI
富達基金－拉丁美洲基金,LU0050427557
美盛西方資產全球高收益債券基金優類股美元增益配息型(M)(e),IE00BB36BZ36
鋒裕基金-中國股票B2,PIMCEBUSD
德意志可轉債美元避險級別USDLCH,LU0273170141
瀚亞投資─亞洲股票基金A(美元),IOAEUA
法巴百利達美國高收益債券基金-月配(美元),LU0111549308
瀚亞投資─美國特優級債券基金Adm(美元月配),UHGBUM
未來資產亞洲龍頭股票基金-I(美元),RBS008
首域環球傘型基金-首域印度次大陸基金,FSIFIS1
普信美國大型價值股票型基金I(美元),TROWSE003IUSD
鋒裕基金-策略收益AXD,PIMSTIAXD
法巴百利達全球新興市場債券基金-月配(美元),LU0089277312
瑞銀(盧森堡)澳幣基金,474019
新加坡大華全球資源基金(美元),USD-UGRF
瑞銀(盧森堡)全球戰略配置精選基金(歐元),1910942
英傑華投資-新興市場當地貨幣債券基金(B$x美元配息),1211LU0459039664
瑞萬通博基金-新興東歐債券基金B(EUR),LU0080215204
瑞聯UBAM歐洲股票基金美元避險AHC,LU1209508602
富達基金－法國基金,LU0048579410
景順亞洲機遇股票基金A股美元,2015AA
法巴百利達優化波動全球股票基金-年配(美元),LU0823417737
歐義銳榮新興市場債券基金D2,LU0497422583
安盛羅森堡Alpha基金-安盛羅森堡日本大型企業Alpha基金B,AXARJPEB
天達環球策略基金-美元貨幣基金C收益股份,GUS310
聯博-歐洲價值型基金C股歐元,ABEVPCEUR
景順大中華基金A股美元,2072AA
瑞銀(盧森堡)亞洲貨幣債券基金(美元),12192307
匯豐環球投資基金-亞洲小型公司股票(日本除外)AC,TASIM
路博邁投資基金-NB新興市場本地貨幣債券基金E累積類股(澳幣),IE00BTLWSC58
施羅德環球基金系列-環球可轉換債券(歐元對沖)C類股份-累積單位,KGCBF
施羅德環球基金系列-環球可轉換債券(歐元對沖)A1類股份-累積單位,KGCBG
施羅德環球基金系列-環球股息基金AX類股份-配息單位,IGEEY
富蘭克林坦伯頓全球投資系列-金磚四國基金美元B(acc)股,0768
聯博-全球價值型基金AD月配歐元避險級別,ABGVPADHEDGE
聯博-美國收益基金A2股美元,ABAIPA2USD
聯博-亞洲股票基金ID股歐元,ABAXJIDEUR
MFS全盛基金系列-MFS全盛全球高收益基金A1(歐元),MFHYA1E
木星全球管理基金英鎊,GB0002440245GBP
施羅德環球基金系列-環球股債收息基金C類股份-配息單位(美元),IGMIC
聯博-美國收益基金AT股紐幣避險,ABAIPATNZDH
駿利資產管理基金-駿利高收益基金A股歐元累計(對沖),JAHYA2E
施羅德環球基金系列-環球股債收息基金(歐元對沖)A類股份-配息單位,KGMIA
匯豐環球投資基金-拉丁美洲股票AD,TLAAD
新加坡大華黃金及綜合基金(星幣),UGGF
聯博-美國收益基金I2股美元,ABAIPI2USD
聯博-中國時機基金BD月配南非幣避險級別,ABCOPBDZARH
聯博-新興市場多元收益基金ID月配級別美元,ABEMMAIDUSD
匯豐環球投資基金-巴西股票IC,TBEIC
施羅德環球基金系列-歐元短期債券A1類股份-累積單位,IESTG
匯豐環球投資基金-巴西股票ID,TBEID
美盛銳思美國小型公司機會基金A類股美元累積型,IE00B19Z4B17
施羅德環球基金系列-環球股債收息基金C類股份-累積單位(美元),IGMIF
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(acc)股,0651
匯豐環球投資基金-環球高入息債券AMHEUR,THBEU
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元B(acc)股,0653
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(Mdis)股,0652
摩根美國複合收益基金－摩根美國複合收益(美元)－A股(入息),USABF
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元B(Mdis)股,0654
鋒裕基金-策略收益B2,PIMSTIB2
利安資金東南亞基金(新元),OSES
聯博-全球債券基金S12股美元,ABGBPS12USD
利安資金東南亞基金(美元),OSEU
瀚亞投資─亞洲債券基金Aadm(澳幣避險月配),IOABAA
富達基金－歐洲小型企業基金,LU0061175625
富達基金-亞洲高收益基金A股H月配息澳幣避險,LU1046420631
法巴百利達日本小型股票基金I(日幣),LU0102000758
聯博-全球不動產證券基金I股美元,ABUSREIUSD
MFS全盛基金系列-MFS全盛全球股票基金A1(歐元),MFSGEA1
施羅德環球基金系列-環球計量精選價值C類股份-累積單位,IGAVF
施羅德環球基金系列-環球計量精選價值A1類股份-累積單位,IGAVG
施羅德環球基金系列-環球計量精選價值A類股份-累積單位,IGAVD
瑞銀(盧森堡)亞洲全方位債券基金(美元)(月配息),10532247
資本集團歐洲成長及收益基金(盧森堡)B(美元),CIEGBUSD
施羅德環球基金系列-環球計量精選價值A類股份-配息單位,IGAVA
利安資金日本增長基金(新元),KJFS
利安資金日本增長基金(美元),KJFU
瑞銀(盧森堡)俄羅斯股票基金(美元),2468721
路博邁投資基金-NB新興市場本地貨幣債券基金E累積類股(南非幣),IE00BTLWST26
聯博-亞洲股票基金BD月配南非幣避險級別,ABAXJBDZARH
霸菱高收益債券基金-A類英鎊避險配息型,HYBFGH
天達環球策略基金-環球策略股票基金A累積股份,GPRAACC
富達基金－全球實質資產基金(Y類股份累計股份-歐元避險),LU0417495800
MFS全盛基金系列-MFS全盛有限償還期基金I1(美元),MFLMIU1
柏瑞環球基金-柏瑞歐洲股票基金Y,AEUFY
富達基金－日本基金,LU0048585144
NN(L)美國高股息基金X股對沖級別南非幣(月配息),NNUSHDXDZARH
MFS全盛基金系列-MFS全盛美國政府債券基金B1(美元),MFMUGBA
聯博-房貸收益基金B2X級別美元,ABSMDB2USD
貝萊德環球政府債券基金C2美元,BLKMUBDC
貝萊德歐洲基金A2歐元,BLKMUEAA
資本集團全球機會高收益債券基金(盧森堡)T(美元),CIFGHIOTUSD
路博邁投資基金-NB美國房地產基金E累積類股(南非幣),IE00BNK02R15
聯博-全球高收益債券基金BT股歐元,ABGHYBTEUR
天達環球策略基金-環球能源基金A累積股份,GENAACC
瀚亞投資─亞洲當地貨幣債券基金Adm(美元月配),IOALBM
路博邁投資基金-NB高收益債券基金B週配息類股(澳元),IE00B7TQ7849
聯博-新興市場成長基金I股歐元,ABEMGIEUR
富達基金-全球健康護理基金(A類股累計股份-美元),LU0882574055
富達基金－全球優勢產業基金(美元),LU0267386448
GAMStar歐洲股票基金累積單位-美元,IE0005616481
貝萊德世界科技基金C2美元,BLKMTEPC
天達環球策略基金-美元貨幣基金I累積股份,GUS472
瑞銀(盧森堡)策略基金-平衡型(美元)(月配息),23116938
法巴百利達美國增長股票基金C(美元),LU0823434583
瀚亞投資─全球價值股票基金Azdmc1(南非幣避險穩定月配),WV3
摩根澳洲基金,JFAT
貝萊德世界礦業基金HedgedA2澳幣,BLKWMAAH
景順日本小型企業基金B股日圓,2120BB
富達基金－英國基金,LU0048621717
美盛QS新興市場股票基金優類股美元累積型,IE00BQJZX861
聯博-亞洲股票基金ID股美元,ABAXJIDUSD
聯博-全球高收益債券基金S1D股歐元,ABGHYS1DEUR
聯博-美國收益基金BA(穩定月配)澳幣避險級別,ABAIPBAAUDH
施羅德環球基金系列-環球高收益(歐元對沖)C類股份-累積單位,KGHYF
天達環球策略基金-新興市場公司債券基金C收益-2股份,EMCDC
駿利資產管理基金-駿利平衡基金A股歐元入息(對沖),JBALAEI
富達基金-全球入息基金A股H月配息澳幣避險,LU1005136848
聯博-歐元區策略價值基金I股美元,ABESVIUSD
聯博-新興市場多元收益基金I級別美元,ABEMMAIUSD
聯博-美國前瞻主題基金A股加幣避險,ABUSTRACADH
美盛西方資產亞洲機會債券基金A類股美元累積型,IE00B2Q1FD82
法巴百利達金磚四國股票基金C(美元),LU0230662891
NN(L)投資級公司債基金Y股對沖級別澳幣(月配息),NNUSCYDAUDH
瑞士寶盛股票基金系列-天然資源基金(歐元),LU0303759475
摩根新興市場債券基金－摩根新興市場債券(歐元對沖)－A股(入息),EMDF
聯博-歐洲收益基金I2股美元,ABEIOPI2USD
聯博-全球不動產證券基金S1股美元,ABUSRES1USD
聯博-歐元區策略價值基金S1股歐元,ABESVS1EUR
利安資金日本基金(美元),SJPU
美盛西方資產新興市場總回報債券基金A類股美元配息型(M),IE00B23Z9N10
德意志新興市場高股息USDFC,LU0329761406
鋒裕基金-新興市場債券T2,PIMEMBT2
NN(L)環球高收益基金Y股美元(月配息),NNGHYYDUSD
富達基金-日本基金A股累計美元避險,LU0997586945
NN(L)歐洲新興市場股票基金X股歐元,NNEEEXEUR
聯博-美國收益基金S1D股歐元,ABAIPS1DEUR
瀚亞投資─亞太股票基金A(美元),IAPEUA
天利(盧森堡)-全球新興市場短期債券基金(歐元),000AMESTAUE
施羅德環球基金系列-瑞士股票C類股份-累積單位,ISWEF
路博邁投資基金-NB新興市場本地貨幣債券基金T累積類股(南非幣),IE00BTLWSV48
MFS全盛基金系列-MFS全盛美國價值基金AH1歐元避險,MFSVAH1
德意志全球新興市場股票LC,LU0210301635
富達基金－歐洲進取基金,LU0083291335
聯博-全球債券基金AT股加幣避險,ABGBPATCADH
聯博-成熟市場多元收益基金AD月配澳幣避險級別,ABDMMAADAUDH
施羅德環球基金系列-金磚四國(歐元)C類股份-累積單位,ABRIF
美盛凱利價值基金A類股美元累積型,IE00B19Z3581
美盛西方資產美國高收益債券基金優類股美元增益配息型(M)(e),IE00BB36C279
新加坡大華全球IPO基金(星幣),UGIP
聯博-美國成長基金BD月配澳幣避險級別,ABAGPBDAUDH
先機亞洲股票基金C類累積(美元),SKANC66
先機新興市場本地貨幣債券基金C類收益股(美元),SKANC65
先機環球債券基金C類收益股(美元),SKANC64
先機新興市場債券基金C類收益股(美元),SKANC62
貝萊德美元高收益債券基金HedgedA3澳幣,BLKHYAAT
瑞士寶盛債券基金系列-絕對報酬債券基金美元Tm類股(月配息),LU0754671849
安本環球-新興市場小型公司基金A2,AEEMARSM
先機新興市場本地貨幣債券基金C類累積(美元),SKANC69
瀚亞投資─M&G歐洲基金A(歐元),MEUFEA
聯博-日本策略價值基金I股美元避險,ABJSVIUSDH
NN(L)新興市場債券基金P股美元,NNEMDHPUSD
駿利資產管理基金-駿利環球科技基金A美元累計,JANGTA1
聯博-全球價值型基金AD月配澳幣避險級別,ABGVPADAUDH
富達基金-中國內需消費基金A股累計澳幣避險,LU1046420391
貝萊德美元高收益債券基金A8多幣別穩定月配息股份-澳幣避險,BLKHYAAH
貝萊德亞洲巨龍基金C2歐元,BLKDRUDC
富達基金-亞太入息基金,LU0205439572
歐義銳榮公用事業基金RH,LU0155228959
霸菱東歐基金-I類英鎊累積型,BEEFGBP-CI
駿利資產管理基金-駿利平衡基金A股加幣入息(對沖),JBACADI
新加坡大華全球房地產證券基金(美元),USD-URES
景順歐元通脹掛鉤債券基金A股歐元,2042AA
PIMCO短年期債券基金-機構H級類別(累積股份),PIMCO-BLI
荷寶資本成長基金-荷寶環球消費新趨勢股票D歐元,LU0187079347
法巴百利達歐元債券基金C(歐元),LU0075938133
新加坡大華新加坡增長基金(星幣),UGF
瀚亞投資─美國高收益債券基金Azdm(南非幣避險月配),UGZ
貝萊德世界科技基金A2歐元,BLKTEAMA
美盛西方資產全球藍籌債券基金A類股美元配息型(M),IE00B4Y6F407
施羅德環球基金系列-環球能源C類股份-累積單位,IGENF
施羅德環球基金系列-日本股票C類股份-累積單位,IJAEF
施羅德環球基金系列-日本股票A1類股份-累積單位,IJAEG
聯博-中國時機基金AD月配級別美元,ABCOPADUSD
新加坡大華全球金融基金(美元),USD-UGCF
GAMStar環球股票基金-AUSD,IE00B0HF3F37
天達環球策略基金-高收入債券基金I收益-2股份(美元避險),GEH107
聯博-國際科技基金C股美元,ABITFCUSD
貝萊德世界科技基金A2美元,BLKTEPMA
德意志黃金貴金屬股票基金USDFC,LU0273177823
霸菱俄羅斯基金-A類美元累積型,BARUSS_CAPT
霸菱德國增長基金-歐元累積型,EGERM
聯博-美國成長基金AD月配南非幣避險級別,ABAGPADZARH
歐義銳榮歐洲高收益基金R2,LU0299364041
歐義銳榮日本股票基金RH,LU0130323198
景順中國基金B-年配息股美元,1052BY
聯博-全球價值型基金A股美元,ABGVPAUSD
鋒裕基金-新興市場債券A股澳幣收益(穩定配息),PIMEMBAIASD
天達環球策略基金-理財貨幣基金I累積股份,GMC626
施羅德環球基金系列-新興亞洲(歐元)A1類股份-累積單位,AEMAG
施羅德環球基金系列-新興亞洲(歐元)C類股份-累積單位,AEMAF
聯博-新興市場債券基金AT股美元,ABEMDATUSD
PIMCO短年期債券基金-E級類別(累積股份),PIMCO-BL3
聯博-新興市場多元收益基金A級別美元,ABEMMAAUSD
景順日本動力基金A(美元對沖)股美元,1049A7
鋒裕基金-美國高息I2,PIMUSYI2
法巴百利達日本小型股票基金C(日幣),LU0069970746
富達基金-歐元現金基金(歐元累積),LU0261953490
駿利資產管理基金-駿利美國創業基金B美元累計,JANVTB1
富達基金─日本潛力優勢基金,LU0161332480
施羅德環球基金系列-日本小型公司(美元)A1類股份-累積單位,BJSCG
貝萊德亞太股票收益基金A2英鎊,BLKAPAGT
美盛西方資產全球高收益債券基金A類股美元配息型(M),IE00B2417S93
富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元A(acc)股,1009
先機新興市場債券基金A類收益股(美元),SKANA62
聯博-全球高收益債券基金I股歐元,ABGHYIEUR
聯博-歐洲收益基金AA(穩定月配)澳幣避險級別,ABEIOPAAAUDH
鋒裕基金-新興市場債券B2,PIMEMBB2
施羅德環球基金系列-亞洲總回報A1類股份-累積單位,IAARG
法巴百利達美國中型股票基金C(美元),LU0154245756
富達基金-全球通膨連結債券基金(歐元累積避險),LU0353649279
PIMCO全球實質回報債券基金-E級類別(收息股份),PIMCO-BR4
聯博-全球複合型股票基金I股歐元,ABGEBIEUR
新加坡大華全球房地產證券基金(星幣),URES
德意志歐洲高收益公司債LC,LU0616839501
百達-全球高息精選-HR澳幣月配息,LU0990119041
瀚亞投資-亞洲股票收益基金Aadmc1(澳幣避險穩定月配),AEH
摩根歐洲動力基金－摩根歐洲動力(美元對沖)-A股(累計),EUDHAU
MFS全盛基金系列-MFS全盛有限償還期基金B1(美元),MFMLMBA
德意志中國股票USDFC,LU0273176932
貝萊德新興市場債券基金A3美元,BLKEBDAU
貝萊德亞洲老虎債券基金A6美元(穩定配息),BLKTIBAU
富達基金-歐洲高收益基金(Y類股份累計股份-歐元),LU0346390270
景順亞洲機遇股票基金B股美元,2015BB
天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),000AMESTAUEP
資本集團歐洲成長及收益基金(盧森堡)T,CIEGTEUR
瀚亞投資─美國高收益債券基金Aadm(澳幣避險月配),UHYBAA
聯博-全球價值型基金SD月配級別美元,ABGVPSDUSD
瀚亞投資─中印股票基金A(美元),IODPUA
路博邁投資基金-NB美國房地產基金T累積類股(南非幣),IE00BCDYZG37
摩根歐洲小型企業基金－摩根歐洲小型企業(美元)－A股(累計),ESCAAU
聯博-歐洲收益基金AT股澳幣避險,ABEIOPATAUDH
施羅德環球基金系列-環球能源C類股份-累積單位(歐元),AGENF
施羅德環球基金系列-環球能源(歐元)A1類股份-累積單位,AGENG
天利(盧森堡)-全球新興市場短期債券基金(歐元避險),000AMESTAUEH
富達基金-新興亞洲基金(歐元),LU0329678253
德意志黃金貴金屬股票基金USDLC,LU0273165570
貝萊德印度基金A2美元,BLKMIAUA
聯博-精選美國股票基金A股美元,ABSUEAUSD
聯博-日本策略價值基金BD月配澳幣避險級別,ABJSVBDAUDH
摩根士丹利環球房地產基金A,MSIMGPA84
駿利資產管理基金-駿利美國創業基金I美元累計,JANVTII
聯博-美國收益基金BT股澳幣避險,ABAIPBTAUDH
貝萊德美元優質債券基金C2美元,BLKMCBCC
富達基金－亞洲高收益基金(A股月配息),LU0286669428
貝萊德日本特別時機基金A2歐元,BLKMOJAA
路博邁投資基金-NB美國房地產基金B累積類股(南非幣),IE00BCDYZB81
鋒裕基金-新興市場當地貨幣債券A2,PIMEMBLCAUSD
景順健康護理基金C-年配息股美元,1031CY
貝萊德歐洲價值型基金A2美元,BLKEVPMA
法巴百利達巴西股票基金C(美元),LU0265266980
安本環球-北美股票基金A2,AEAMSC
普信美國大型價值股票型基金A(美元),TROWSE003AUSD
天利(盧森堡)-泛歐洲股票基金I(歐元),000EPCEUIE
天利(盧森堡)-美國高收入債券基金(歐元),000AMEHIBAE
聯博-國際科技基金C股歐元,ABITFCEUR
瀚亞投資─亞太基礎建設股票基金A(美元),IAIEUA
聯博-美國收益基金AA(穩定月配)澳幣避險級別,ABAIPAAAUDH
歐義銳榮能源原物料基金RH,LU0155226151
鋒裕基金-策略收益TXD,PIMSTITXD
貝萊德歐元優質債券基金A2歐元,BLKMBEAA
路博邁投資基金-NB高收益債券基金I累積類股(歐元),IE00B12VW904
聯博-全球債券基金I2股歐元避險,ABGBPI2HEDGE
PIMCO全球實質回報債券基金-機構H級類別(累積股份),PIMCO-BRI
富達基金－新興歐非中東基金(歐元累積),LU0303816705
聯博-日本策略價值基金BD月配美元避險級別,ABJSVBDUSDH
MFS全盛基金系列-MFS全盛歐洲小型公司基金AH1美元避險,MEAH1US
霸菱歐寶基金-A類美元配息型,NEURO
摩根基金-摩根新興市場企業債券(歐元對沖)-A股(每季派息),EMCADE
聯博-亞洲股票基金A股美元,ABAXJAUSD
富蘭克林坦伯頓全球投資系列-美國中小成長基金美元A(acc)股,0790
木星中國基金(ACC)-英鎊,GB00B1DTDX49GBP
富達基金-東南亞基金(Y類股份累計股份-美元),LU0318941159
德盛安聯收益成長基金-IT累積類股(美元),AGIF-FV5
富蘭克林坦伯頓全球投資系列-互利歐洲基金美元A(acc)股,0794
富蘭克林坦伯頓全球投資系列-歐洲高收益基金歐元A(Ydis)股,0795
富蘭克林坦伯頓全球投資系列-生技領航基金A(acc)股,0796
天達環球策略基金-環球動力基金I收益股份,GDY832
路博邁投資基金-NB高收益債券基金B月配息類股(澳元),IE00B9276P83
霸菱歐洲精選信託基金-歐元配息型,EBETI
聯博-全球複合型股票基金C股歐元,ABGEBCEUR
富達基金－美元高收益基金A-MINCOME-USD類股份,LU0532245122
德意志新資源FC,LU0237015887
NN(L)新興市場債券基金Y股對沖級別南非幣(月配息),NNEMDHYDZAR
聯博-全球成長趨勢基金C股歐元,ABGGTCEUR
天達環球策略基金-環球黃金基金C收益股份,GGOC
聯博-前瞻主題基金A股加幣避險,ABGTRACADH
法巴百利達歐洲可換股債券基金C(歐元),LU0086913042
富達基金-富達歐元目標TM基金2025,LU0215158840
荷寶資本成長基金-荷寶美國卓越股票D美元,LU0226953718
天達環球策略基金-拉丁美洲公司債券基金C累積股份,LAC977
MFS全盛基金系列-MFS全盛美國政府債券基金C1(美元),MFMUGCR
霸菱香港中國基金-A類歐元配息型,HBHKFU
天達環球策略基金-拉丁美洲公司債券基金F收益-2股份,LAC970
聯博-全球債券基金I2股歐元,ABGBPI2EUR
路博邁投資基金-NB美國小型企業基金I累積類股(歐元),IE00B3PY8J28
聯博-新興市場成長基金S1股美元,ABEMGS1USD
天利(盧森堡)-美國高收入債券基金(美元配息),000AMEHIBAUP
安本環球-澳洲股票基金A2,AEAUE
駿利資產管理基金-駿利平衡基金A美元累計,JANBAA1
聯博-房貸收益基金I2X級別歐元,ABSMDI2EUR
MFS全盛基金系列-MFS全盛美國密集成長基金B1(美元),MFSSGB1
瑞萬通博基金-環球高收益債券基金HC(USD避險),LU1061952187
MFS全盛基金系列-MFS全盛美國政府債券基金C2(美元),MFMUGC1
富達基金-亞洲高收益基金(Y類股份累計股份-美元),LU0370790650
亨德森遠見泛歐小型公司基金A2-美元避險,HEN18
摩根士丹利新興市場國內債券基金A,MSIMEMDA87
NN(L)科技基金X股歐元,NNITXEUR
亨德森遠見泛歐股票基金A2-美元避險,HEN13
亨德森遠見基金-亞洲股息收益基金,HEN12
亨德森遠見亞太地產股票基金,HEN11
亨德森遠見全球地產股票基金,HEN10
亨德森遠見日本小型公司基金A2-美元避險,HEN17
亨德森遠見基金-亞洲股息收益基金A2-美元,HEN16
亨德森遠見泛歐地產股票基金A2-美元避險,HEN15
亨德森遠見歐元領域基金A2-美元避險,HEN14
景順新興市場債券基金C(歐元對沖)股歐元,1013C6
天利(盧森堡)-環球資產配置基金(歐元避險配息),000EPCGSBIEP
鋒裕基金-美國研究A2(歐元),PIMARHU
聯博-美國收益基金B股美元,ABAIPBUSD
德盛安聯收益成長基金-AM穩定月收類股(美元),AGIF-FVM
富達基金II－美元貨幣基金,LU0115011255
都柏林法儲銀國際基金有限公司基金I-盧米斯賽勒斯高收益債券型基金I-DUSD,IE0003063223
天利(盧森堡)-環球資產配置基金(歐元避險),000EPCGSBIEH
聯博-亞洲股票基金AD股加幣避險,ABAXJADCADH
貝萊德全球通膨連結債券基金A3美元,BLKGIUAT
德盛安聯收益成長基金-AM穩定月收類股(澳幣避險),AGIF-FVP
富達基金-全球策略債券基金(美元累積),LU0594300849
德盛安聯收益成長基金-AM穩定月收類股(南非幣),AGIF-FVZ
聯博-國際科技基金S1股美元,ABITFS1USD
霸菱亞洲增長基金-A類歐元配息型,BAGFU
聯博-成熟市場多元收益基金CX級別歐元,ABGCPCEUR
MFS全盛基金系列-MFS全盛歐洲小型公司基金A1(美元),MESCAU1
貝萊德環球動力股票基金A2歐元,BLKGDEAE
野村基金(愛爾蘭系列)-美國高收益債券基金(TD澳幣類股),IE00B8J3FG63
富達基金-美元高收益基金(A-MINCOME(G)-USD類股份),LU0937948932
NN(L)銀行及保險基金P股美元,NNBIPUSD
摩根菲律賓基金,JFPT
施羅德環球基金系列-歐洲大型股C類股份-累積單位,IEECF
天利(盧森堡)-新興市場債券基金(上銀金鑽類股歐元),000SBEMDIE
施羅德環球基金系列-環球股息基金C類股份-累積單位,IGEEF
施羅德環球基金系列-環球股息基金A類股份-累積單位,IGEED
聯博-全球不動產證券基金BD股紐幣避險,ABUSREBDNZDH
施羅德環球基金系列-新興亞洲C類股份-累積單位,IEMAF
施羅德環球基金系列-大中華A1類股份-累積單位,IGRCG
瀚亞投資─M&G全球民生基礎基金A(歐元),MGBFEA
富達基金-亞洲小型企業基金A股歐元,LU0702159426
施羅德環球基金系列-香港股票(美元)A1類股份-累積單位,BHKEG
羅素泛歐股票基金,IE0002361404
天利(盧森堡)-環球資產配置基金(歐元),000EPCGSBIE
美盛凱利美國大型公司成長基金A類股歐元累積型,IE00B19Z9612
聯博-美國收益基金AA(穩定月配)級別美元,ABAIPAAUSD
霸菱香港中國基金-A類英鎊配息型,HBHKFGBP
資本集團新興市場債券基金(盧森堡)T,CIEMDTEUR
富達基金-國際債券基金(美元累積),LU0261946288
富達基金－亞洲成長趨勢基金(歐元累積),LU0413542167
美盛凱利美國增值基金A類股美元配息型(A),IE00B19ZB219
美盛凱利價值基金優類股歐元累積型,IE00B23Z6745
富達基金－歐洲高收益基金A-MINCOME-EUR類股份,LU0605515021
瑞萬通博基金-未來資源基金(USD),LU0571082402
聯博-成熟市場多元收益基金BX級別歐元,ABGCPBEUR
柏瑞環球基金-柏瑞日本小型公司股票基金Y,AJSCY
