基金名稱,基金英文名稱,基金種類,基金投資區域,基金規模,基金幣別,基金總代理名稱,境外基金機構
安盛羅森堡Alpha基金-安盛羅森堡泛歐小型企業Alpha基金B,AXARosenbergEquityAlphaTrust-AXARosenbergPan-EuropeanSmallCapAlphaFundB,股票型-中小型,區域-已開發歐洲,23.617803,歐元,國泰證券投資顧問股份有限公司,愛爾蘭安盛羅森堡有限公司-AXAROSENBERGMANAGEMENTIRELANDLIMITED
安盛羅森堡Alpha基金-安盛羅森堡美國大型企業Alpha基金B,AXARosenbergEquityAlphaTrust-AXARosenbergUSEquityAlphaFundB,股票型-一般型,單一國家-美國,287.348949,美元,國泰證券投資顧問股份有限公司,愛爾蘭安盛羅森堡有限公司-AXAROSENBERGMANAGEMENTIRELANDLIMITED
安盛羅森堡Alpha基金-安盛羅森堡亞太(日本除外)大型企業Alpha基金B,AXARosenbergEquityAlphaTrust-AXARosenbergPacificEx-JapanEquityAlphaFundB,股票型-一般型,區域-亞洲太平洋(不含日本),83.977402,美元,國泰證券投資顧問股份有限公司,愛爾蘭安盛羅森堡有限公司-AXAROSENBERGMANAGEMENTIRELANDLIMITED
安盛羅森堡Alpha基金-安盛羅森堡亞太(日本除外)小型企業Alpha基金B,AXARosenbergEquityAlphaTrust-AXARosenbergPacificEx-JapanSmallCapAlphaFundB,股票型-中小型,區域-亞洲太平洋(不含日本),37.797005,美元,國泰證券投資顧問股份有限公司,愛爾蘭安盛羅森堡有限公司-AXAROSENBERGMANAGEMENTIRELANDLIMITED
安盛環球基金-泛靈頓歐洲房地產基金ACap,AXAWorldFunds﹘FramlingtonEuropeRealEstateSecuritiesACap,股票型-房地產-或不動產證券化,區域-已開發歐洲,261.510859,歐元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-泛靈頓歐洲房地產基金ACap(美元避險),AXAWorldFunds-FramlingtonEuropeRealEstateSecuritiesACap(USDHedged),股票型-房地產-或不動產證券化,區域-已開發歐洲,109.44199,美元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-泛靈頓歐洲房地產基金ADis(美元避險)(季配息),AXAWorldFunds-FramlingtonEuropeRealEstateSecuritiesADisUSD(H)Q,股票型-房地產-或不動產證券化,區域-已開發歐洲,22.578143,美元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-泛靈頓新興市場基金ACap,AXAWORLDFUNDS-FRAMLINGTONEMERGINGMARKETSACAP,股票型-一般型,全球-新興市場,0.657966,美元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-泛靈頓歐洲小型企業基金ACap,AXAWORLDFUNDS-FRAMLINGTONEUROPESMALLCAPACAP,股票型-中小型,區域-已開發歐洲,32.299598,歐元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-泛靈頓小型能源企業基金ACap,AXAWORLDFUNDS-FRAMLINGTONJUNIORENERGYACAP,股票型-能源,全球-混合,8.069086,歐元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-泛靈頓小型能源企業基金ACap(美元),AXAWorldFunds-FramlingtonJuniorEnergyACap(USD),股票型-能源,全球-混合,11.271996,美元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-最佳收益基金ACap,AXAWorldFunds-OptimalIncomeACap,平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,229.021345,歐元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-美國高收益債券基金ACap,AXAWORLDFUNDS-USHIGHYIELDBONDSACAP,固定收益型-高收益債券,單一國家-美國,312.870686,美元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-美國高收益債券基金ACap(歐元避險),AXAWORLDFUNDS-USHIGHYIELDBONDSACAP(EURHEDGED),固定收益型-高收益債券,單一國家-美國,78.423536,歐元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安盛環球基金-美國高收益債券基金TDis,AXAWorldFunds-USHighYieldBondsTDis,固定收益型-高收益債券,單一國家-美國,208.400862,美元,國泰證券投資顧問股份有限公司,安盛環球基金管理公司-AXAFUNDSMANAGEMENTS.A.
安義多元資產-機構級歐洲動態管理基金A股(歐元),AZMultiAsset-InstitutionalEuropeDA(EURO),平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,33.861898,歐元,安睿證券投資顧問股份有限公司,安義基金管理有限公司-AZFUNDMANAGEMENTS.A.
安義多元資產-機構級歐洲動態管理基金ATW股(歐元),AZMultiAsset-InstitutionalEuropeDATW(EURO),平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,0,歐元,安睿證券投資顧問股份有限公司,安義基金管理有限公司-AZFUNDMANAGEMENTS.A.
安義多元資產-機構級歐洲動態管理基金ATW股(美元避險),AZMultiAsset-InstitutionalEuropeDATW(USDhedged),平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,0,美元,安睿證券投資顧問股份有限公司,安義基金管理有限公司-AZFUNDMANAGEMENTS.A.
安義多元資產-機構級歐洲動態管理基金ATW股(美元),AZMultiAsset-InstitutionalEuropeDATW(USDnonhedged),平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,0,美元,安睿證券投資顧問股份有限公司,安義基金管理有限公司-AZFUNDMANAGEMENTS.A.
安義多元資產-機構級歐洲動態管理基金B股(歐元),AZMultiAsset-InstitutionalEuropeDB(EURO),平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,0,歐元,安睿證券投資顧問股份有限公司,安義基金管理有限公司-AZFUNDMANAGEMENTS.A.
安義多元資產-機構級歐洲動態管理基金BTW股(歐元),AZMultiAsset-InstitutionalEuropeDBTW(EURO),平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,0,歐元,安睿證券投資顧問股份有限公司,安義基金管理有限公司-AZFUNDMANAGEMENTS.A.
安義多元資產-機構級歐洲動態管理基金BTW股(美元避險),AZMultiAsset-InstitutionalEuropeDBTW(USDhedged),平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,0,美元,安睿證券投資顧問股份有限公司,安義基金管理有限公司-AZFUNDMANAGEMENTS.A.
安義多元資產-機構級歐洲動態管理基金BTW股(美元),AZMultiAsset-InstitutionalEuropeDBTW(USDnonhedged),平衡型(混合型)-平衡型(混合型),區域-已開發歐洲,0,美元,安睿證券投資顧問股份有限公司,安義基金管理有限公司-AZFUNDMANAGEMENTS.A.
霸菱全球農業基金-A類歐元,BaringGlobalAgricultureFundClassAShareEUR,股票型-其他產業,全球-混合,0.369064,歐元,霸菱證券投資顧問股份有限公司,霸菱基金經理有限公司-BARINGFUNDMANAGERSLIMITED
霸菱亞洲增長基金-A類美元配息型,BaringAsiaGrowthFund-ClassAUSDInc,股票型-一般型,區域-亞洲太平洋(不含日本),108.273025,美元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱亞洲增長基金-A類英鎊配息型,BaringAsiaGrowthFund-ClassAGBPInc,股票型-一般型,區域-亞洲太平洋(不含日本),2.985825,英鎊,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱亞洲增長基金-A類歐元配息型,BaringAsiaGrowthFund-ClassAEURInc,股票型-一般型,區域-亞洲太平洋(不含日本),13.705097,歐元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
摩根巴西基金,JPMorganFunds-BrazilEquityFund,股票型-一般型,單一國家-巴西,154.241741,美元,摩根證券投資信託股份有限公司,摩根資產管理(歐洲)有限公司-JPMORGANASSETMANAGEMENT(EUROPE)S.A.R.L.
霸菱俄羅斯基金-A類美元累積型,BaringRussiaFundClassAUSDAcc,股票型-一般型,單一國家-俄羅斯,41.441542,美元,霸菱證券投資顧問股份有限公司,北方信託盧森堡管理公司-NORTHERNTRUSTLUXEMBOURGMANAGEMENTCOMPANYS.A.
霸菱全球農業基金-A類英鎊,BaringGlobalAgricultureFundClassAShareGBP,股票型-其他產業,全球-混合,13.538035,英鎊,霸菱證券投資顧問股份有限公司,霸菱基金經理有限公司-BARINGFUNDMANAGERSLIMITED
霸菱亞洲平衡基金-A類美元累積型,BaringAsiaBalancedFund-ClassAUSDAcc,平衡型(混合型)-平衡型(混合型),全球-混合,88.171076,美元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱亞洲平衡基金-A類美元配息型,BaringAsiaBalancedFund-ClassAUSDInc,平衡型(混合型)-平衡型(混合型),全球-混合,2.271986,美元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱全球農業基金-A類美元,BaringGlobalAgricultureFundClassAShareUSD,股票型-其他產業,全球-混合,8.862182,美元,霸菱證券投資顧問股份有限公司,霸菱基金經理有限公司-BARINGFUNDMANAGERSLIMITED
施羅德環球基金系列-歐洲大型股C類股份-累積單位(美元),SchroderISFEuropeanLargeCapUSDCLASSC-ACCUMULATION,股票型-一般型,區域-已開發歐洲,0.031213,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
霸菱東歐基金-A類美元配息型,BaringEasternEuropeFund-ClassAUSDInc,股票型-一般型,區域-新興歐洲,861.242467,美元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱東歐基金-I類美元累積型,BaringEasternEuropeFund-ClassIUSDAcc,股票型-一般型,區域-新興歐洲,0,美元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱東歐基金-A類英鎊配息型,Baring&nbsp;EasternEuropeFund-ClassAGBPInc,股票型-一般型,區域-新興歐洲,1.096504,英鎊,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱東歐基金-I類英鎊累積型,BaringEasternEuropeFund-ClassIGBPAcc,股票型-一般型,區域-新興歐洲,0,英鎊,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱東歐基金-A類歐元配息型,BaringEasternEuropeFund-ClassAEURInc,股票型-一般型,區域-新興歐洲,180.718375,歐元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
施羅德環球基金系列-新興歐洲(美元)A1類股份-累積單位,SISF-EMERGINGEUROPEUSDCLASSA1-ACCUMULATION,股票型-一般型,區域-新興歐洲,44.526096,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-歐洲小型公司(美元)A1類股份-累積單位,SISF-EUROPEANSMALLERCOMPANIESUSDCLASSA1-ACCUMULATION,股票型-中小型,區域-已開發歐洲,92.068435,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
霸菱全球資源基金-A類美元配息型,BaringGlobalResourcesFund-ClassAUSDInc,股票型-天然資源,全球-混合,387.163807,美元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱全球資源基金-A類歐元配息型,BaringGlobalResourcesFund-ClassAEURInc,股票型-天然資源,全球-混合,56.892028,歐元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱國際債券基金-A類美元配息型,BaringInternationalBondFund-ClassAUSDInc,固定收益型-一般型(未設定條件),全球-混合,65.144531,美元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
霸菱國際債券基金-A類歐元配息型,BaringInternationalBondFund-ClassAEURInc,固定收益型-一般型(未設定條件),全球-混合,13.533601,歐元,霸菱證券投資顧問股份有限公司,霸菱國際基金經理(愛爾蘭)公司-BARINGINTERNATIONALFUNDMANAGERS(IRELAND)LTD.
施羅德環球基金系列-香港股票(美元)A1類股份-累積單位,SchroderISF-HONGKONGEQUITYUSDA1-ACCUMULATION,股票型-一般型,單一國家-香港,4.893022,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
施羅德環球基金系列-日本小型公司(美元)A1類股份-累積單位,SISF-JAPANESESMALLERCOMPANIESUSDCLASSA1-ACCUMULATION,股票型-中小型,單一國家-日本,1.600123,美元,施羅德證券投資信託股份有限公司,施羅德投資管理(香港)有限公司-SCHRODERINVESTMENTMANAGEMENT(HONGKONG)LIMITED
貝萊德亞太股票收益基金A8多幣別穩定月配息股份-澳幣避險,BlackRockGlobalFund-AsiaPacificEquityIncomeFundHedgedA8AUD,股票型-一般型,區域-亞洲太平洋(不含日本),18.931088,澳幣,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德亞太股票收益基金A2英鎊,BlackRockGlobalFund-AsiaPacificEquityIncomeFundA2GBP,股票型-一般型,區域-亞洲太平洋(不含日本),10.192802,英鎊,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德亞太股票收益基金A8多幣別穩定月配息股份-南非幣避險,BlackRockGlobalFund-AsiaPacificEquityIncomeFundA8ZARHedged,股票型-一般型,區域-亞洲太平洋(不含日本),14.805055,南非幣,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德亞太股票收益基金A6美元(穩定配息),BlackRockGlobalFund-AsiaPacificEquityIncomeFundA6USD,股票型-一般型,區域-亞洲太平洋(不含日本),45.217516,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德亞太股票收益基金A2美元,BlackRockGlobalFund-AsiaPacificEquityIncomeFundA2USD,股票型-一般型,區域-亞洲太平洋(不含日本),115.027109,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德東協領先基金A2美元,BlackRockGlobalFund-ASEANLeadersFundA2USD,股票型-一般型,區域-亞洲太平洋(不含日本),11.269282,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德環球資產配置基金HedgedA2澳幣,BlackRockGlobalFund-GlobalAllocationFundHedgedA2AUD,平衡型(混合型)-平衡型(混合型),全球-已開發市場,150.429414,澳幣,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德全球通膨連結債券基金A2美元,BlackRockGlobalFund-GlobalInflationLinkedBondFundA2USD,固定收益型-通膨聯繫債券,全球-已開發市場,46.866855,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美國價值型基金A2歐元,BlackRockGlobalFund-USBasicValueFundA2EUR,股票型-一般型,區域-北美,23.851058,歐元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美國價值型基金A4美元,BlackRockGlobalFund-USBasicValueFundA4USD,股票型-一般型,區域-北美,3.350168,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美國價值型基金A2美元,BlackRockGlobalFund-USBasicValueFundA2USD,股票型-一般型,區域-北美,905.026568,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美國價值型基金A2英鎊,BlackRockGlobalFund-USBasicValueFundA2GBP,股票型-一般型,區域-北美,35.562521,英鎊,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德環球小型企業基金HedgedA2澳幣,BlackRockGlobalFund-GlobalSmallCapFundA2AUDHedged,股票型-中小型,全球-已開發市場,0.229867,澳幣,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德環球小型企業基金A2歐元,BlackRockGlobalFund-GlobalSmallCapFundA2EUR,股票型-中小型,全球-已開發市場,68.348406,歐元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德環球小型企業基金A2美元,BlackRockGlobalFund-GlobalSmallCapFundA2USD,股票型-中小型,全球-已開發市場,297.233323,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德中國基金HedgedA2澳幣,BlackRockGlobalFund-ChinaFundA2AUDHedged,股票型-一般型,區域-中國大陸及香港,44.052173,澳幣,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德中國基金HedgedA2歐元,BlackRockGlobalFund-ChinaFundHedgedA2EUR,股票型-一般型,區域-中國大陸及香港,22.631031,歐元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德中國基金A2港幣,BlackRockGlobalFund-ChinaFundA2HKD,股票型-一般型,區域-中國大陸及香港,2840.797981,港幣,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德中國基金A2美元,BlackRockGlobalFund-ChinaFundA2USD,股票型-一般型,區域-中國大陸及香港,1703.351650,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德中國基金C2美元,BlackRockGlobalFund-ChinaFundC2USD,股票型-一般型,區域-中國大陸及香港,36.501637,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美元高收益債券基金A3美元,BlackRockGlobalFund-USDollarHighYieldBondFundA3USD,固定收益型-高收益債券,區域-北美,209.275637,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美元高收益債券基金A2美元,BlackRockGlobalFund-USDollarHighYieldBondFundA2USD,固定收益型-高收益債券,區域-北美,1183.649795,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美元高收益債券基金C3美元,BlackRockGlobalFund-USDollarHighYieldBondFundC3USD,固定收益型-高收益債券,區域-北美,0.000000,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美元優質債券基金A3美元,BlackRockGlobalFund-USDollarCoreBondFundA3USD,固定收益型-政府債,區域-北美,18.650952,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美元優質債券基金A2美元,BlackRockGlobalFund-USDollarCoreBondFundA2USD,固定收益型-政府債,區域-北美,173.235952,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德美元優質債券基金C3美元,BlackRockGlobalFund-USDollarCoreBondFundC3USD,固定收益型-政府債,區域-北美,0.000000,美元,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
貝萊德亞洲巨龍基金HedgedA2澳幣,BlackRockGlobalFund-AsianDragonFundA2AUDHedged,股票型-一般型,區域-亞洲太平洋(不含日本),4.426063,澳幣,貝萊德證券投資信託股份有限公司,貝萊德(盧森堡)公司-BLACKROCK(LUXEMBOURG)S.A.
