類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.14	12.13	0.01
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.82	16.78	0.04
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	29.95	29.55	0.4
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.7	22.68	0.02
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.74	27.64	0.1
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.44	16.43	0.01
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2569	12.2567	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.94	8.83	0.11
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.71	9.64	0.07
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.13	10.05	0.08
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.42	10.42	0
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.42	10.42	0
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.771	9.7692	0.0018
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.3022	9.3004	0.0018
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.0198	10.0191	0.0007
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	20.22	20.11	0.11
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	12.88	12.82	0.06
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.61	8.56	0.05
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.58	174.578	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	12.72	12.66	0.06
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	16.81	16.66	0.15
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	19.12	18.96	0.16
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.11	13.97	0.14
