類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.15	12.2	-0.05
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.88	16.89	-0.01
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.22	30.29	-0.07
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.56	22.66	-0.1
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.64	27.76	-0.12
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.77	16.72	0.05
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2585	12.2583	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	9.04	9.04	0
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.72	9.76	-0.04
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.21	10.25	-0.04
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.45	10.45	0
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.45	10.45	0
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.7976	9.7998	-0.0022
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2952	9.2973	-0.0021
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.0252	10.0245	0.0007
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	20.29	20.3	-0.01
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	12.95	12.98	-0.03
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.7	8.73	-0.03
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.6	174.598	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	12.86	12.85	0.01
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.09	17.11	-0.02
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	19.21	19.17	0.04
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.33	14.31	0.02
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	26.01	26.17	-0.16
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9596	14.9594	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.8	7.74	0.06
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.4951	14.5024	-0.0073
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.2168	11.2224	-0.0056
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.31	7.32	-0.01
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.27	10.25	0.02
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	13.71	13.73	-0.02
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.4134	9.4205	-0.0071
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.1296	8.1358	-0.0062
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.9123	9.9159	-0.0036
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3996	9.403	-0.0034
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.63	10.64	-0.01
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.6158	7.6057	0.0101
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	6.0912	6.0832	0.008
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	8.49	8.46	0.03
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	24.12	24.06	0.06
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	12.2	12.15	0.05
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	18.98	18.96	0.02
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	21.74	21.79	-0.05
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	38.94	39.08	-0.14
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.68	13.68	0
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.07	11.11	-0.04
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	12.0935	12.0887	0.0048
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.69	5.72	-0.03
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.9531	9.9633	-0.0102
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.9125	7.9226	-0.0101
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.183	11.1856	-0.0026
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.5615	9.564	-0.0025
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	9.17	9.12	0.05
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	10.9748	10.9931	-0.0183
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.3042	2.3024	0.0018
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2402	2.2383	0.0019
AC23	A0004	匯豐中華投信	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	10.8904	10.9086	-0.0182
AC23	A0004	匯豐中華投信	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3678	0.3683	-0.0005
AC23	A0004	匯豐中華投信	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.3649	0.3655	-0.0006
AA2	A0004	匯豐中華投信	38482745	匯豐中國A股匯聚基金	TWD	9.39	9.44	-0.05
AA2	A0004	匯豐中華投信	48686374	匯豐金磚動力基金	TWD	11.04	11.04	0
AE22	A0004	匯豐中華投信	48745129	匯豐五福全球債券組合基金	TWD	12.7067	12.703	0.0037
AA2	A0004	匯豐中華投信	48784327	匯豐新鑽動力基金	TWD	9.42	9.42	0
AE21	A0004	匯豐中華投信	48865209	匯豐全球趨勢組合基金	TWD	10.33	10.31	0.02
AA2	A0004	匯豐中華投信	48925001	匯豐全球關鍵資源基金	TWD	8.55	8.54	0.01
AA2	A0004	匯豐中華投信	48998019	匯豐全球新富基金	TWD	10.85	10.82	0.03
