類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.79	12.69	0.1
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.77	16.74	0.03
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	31.62	31.23	0.39
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.35	23.22	0.13
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	28.51	28.31	0.2
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	17.25	17.03	0.22
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2797	12.2795	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.86	8.83	0.03
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.8	9.75	0.05
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.62	10.55	0.07
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.55	10.53	0.02
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.52	10.51	0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	10.0257	10.0032	0.0225
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.4175	9.3964	0.0211
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.105	10.1042	0.0008
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	21.31	21.1	0.21
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	13.02	12.95	0.07
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.873	174.87	0.003
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.56	17.44	0.12
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	20.62	20.46	0.16
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	15.06	14.93	0.13
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	25.97	25.86	0.11
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9836	14.9834	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.91	7.82	0.09
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.5598	14.5234	0.0364
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.0552	11.0276	0.0276
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.79	7.8	-0.01
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.67	10.61	0.06
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	14.28	14.09	0.19
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.5496	9.52	0.0296
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.0762	8.0512	0.025
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.0347	10.0243	0.0104
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3951	9.3854	0.0097
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.68	10.68	0
AB2	A0003	第一金投信	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	9.9267	9.8894	0.0373
AB2	A0003	第一金投信	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	9.9267	9.8894	0.0373
