類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	11.12	11.12	0
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.02	16.04	-0.02
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.65	30.62	0.03
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.14	23.11	0.03
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.46	27.44	0.02
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	17.08	17.07	0.01
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2445	12.2443	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.82	8.78	0.04
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.77	9.73	0.04
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.51	10.49	0.02
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.28	10.27	0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.28	10.27	0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.5675	9.5614	0.0061
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1709	9.1651	0.0058
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	18.53	18.52	0.01
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	12.02	12.02	0
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.25	8.29	-0.04
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.423	174.421	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	11.84	11.89	-0.05
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.38	17.38	0
