類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	11.39	11.26	0.13
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.31	16.16	0.15
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.53	30.39	0.14
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.41	23.21	0.2
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.8	27.58	0.22
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	17.19	17.21	-0.02
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2459	12.2457	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.91	8.87	0.04
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.8	9.77	0.03
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.44	10.46	-0.02
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.33	10.31	0.02
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.33	10.31	0.02
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.6103	9.5898	0.0205
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.1777	9.1582	0.0195
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	18.92	18.68	0.24
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	12.33	12.18	0.15
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.51	8.43	0.08
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.442	174.439	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	12.06	11.95	0.11
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.48	17.43	0.05
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	17.58	17.31	0.27
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.25	14.08	0.17
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	25.24	24.99	0.25
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9459	14.9457	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.22	7.17	0.05
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.373	14.3564	0.0166
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.2337	11.2208	0.0129
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.65	7.66	-0.01
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.99	9.94	0.05
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	12.96	12.77	0.19
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.2027	9.1542	0.0485
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.0327	7.9904	0.0423
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	12.44	12.4	0.04
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.78	9.7686	0.0114
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3338	9.3229	0.0109
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.41	10.43	-0.02
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	10.43	10.32	0.11
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.5251	7.4742	0.0509
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	6.0436	6.0027	0.0409
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	8.25	8.12	0.13
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	23.05	22.79	0.26
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	11.31	11.23	0.08
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.74	12.69	0.05
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	12.49	12.35	0.14
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	18.41	18.25	0.16
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	21.29	21.15	0.14
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	37.57	37.19	0.38
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.5	13.37	0.13
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.42	11.43	-0.01
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.9024	11.8803	0.0221
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	6.14	6.16	-0.02
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.6206	9.5887	0.0319
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.6629	7.631	0.0319
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	10.9892	10.9772	0.012
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.4629	9.4508	0.0121
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	8.44	8.4	0.04
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	11.1843	11.2217	-0.0374
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.2878	2.2869	0.0009
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2355	2.2346	0.0009
AC23	A0004	匯豐中華投信	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	11.1842	11.2216	-0.0374
AC23	A0004	匯豐中華投信	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.3748	0.376	-0.0012
