基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-06-15,24.460000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-06-16,24.490000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-06-17,24.440000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-06-15,21.730000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-06-16,21.800000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-06-17,21.760000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-06-15,17.980000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-06-16,18.070000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-06-17,18.070000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-06-15,15.980000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-06-16,16.080000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-06-17,16.090000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-06-15,21.960000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-06-16,22.060000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-06-17,22.070000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-06-15,22.280000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-06-16,22.380000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-06-17,22.390000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-06-15,25.870000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-06-16,25.820000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-06-17,25.810000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-06-15,31.840000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-06-16,31.980000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-06-17,32.060000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-06-15,28.290000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-06-16,28.470000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-06-17,28.540000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-06-15,23.420000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-06-16,23.530000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-06-17,23.580000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-06-15,29.340000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-06-16,29.310000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-06-17,29.340000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-06-15,26.070000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-06-16,26.090000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-06-17,26.120000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-06-15,28.080000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-06-16,28.050000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-06-17,28.080000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-06-15,13.920000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-06-16,13.900000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-06-17,13.920000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-06-15,15.610000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-06-16,15.580000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-06-17,15.570000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-06-15,13.880000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-06-16,13.860000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-06-17,13.860000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-06-15,14.440000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-06-16,14.400000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-06-17,14.400000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-06-15,6.960000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-06-16,6.940000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-06-17,6.940000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-06-15,6.620000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-06-16,6.600000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-06-17,6.600000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-06-15,15.830000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-06-16,15.790000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-06-17,15.780000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-06-15,18.080000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-06-16,18.050000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-06-17,18.040000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-06-15,16.070000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-06-16,16.070000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-06-17,16.060000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-06-15,19.180000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-06-16,19.150000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-06-17,19.140000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-06-15,14.950000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-06-16,14.930000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-06-17,14.920000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-06-15,8.570000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-06-16,8.550000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-06-17,8.550000
000AMGEMIU,天利(盧森堡)-新興市場公司債券基金I(美元),2015-06-15,10.130000
000AMGEMIU,天利(盧森堡)-新興市場公司債券基金I(美元),2015-06-16,10.110000
000AMGEMIU,天利(盧森堡)-新興市場公司債券基金I(美元),2015-06-17,10.110000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-06-15,35.300000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-06-16,35.500000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-06-17,35.530000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-06-15,25.320000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-06-16,25.240000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-06-17,25.240000
000EPCEMDI,天利(盧森堡)-新興市場債券基金(美元),2015-06-15,63.140000
000EPCEMDI,天利(盧森堡)-新興市場債券基金(美元),2015-06-16,62.940000
000EPCEMDI,天利(盧森堡)-新興市場債券基金(美元),2015-06-17,62.940000
000EPCEMDIE,天利(盧森堡)-新興市場債券基金(歐元),2015-06-15,56.110000
000EPCEMDIE,天利(盧森堡)-新興市場債券基金(歐元),2015-06-16,56.020000
000EPCEMDIE,天利(盧森堡)-新興市場債券基金(歐元),2015-06-17,56.030000
000EPCEMDIEH,天利(盧森堡)-新興市場債券基金(歐元避險),2015-06-15,24.030000
000EPCEMDIEH,天利(盧森堡)-新興市場債券基金(歐元避險),2015-06-16,23.950000
000EPCEMDIEH,天利(盧森堡)-新興市場債券基金(歐元避險),2015-06-17,23.950000
000EPCEMDIEP,天利(盧森堡)-新興市場債券基金(歐元避險配息),2015-06-15,11.460000
000EPCEMDIEP,天利(盧森堡)-新興市場債券基金(歐元避險配息),2015-06-16,11.420000
000EPCEMDIEP,天利(盧森堡)-新興市場債券基金(歐元避險配息),2015-06-17,11.420000
000EPCEMDIUP,天利(盧森堡)-新興市場債券基金(美元配息),2015-06-15,12.540000
000EPCEMDIUP,天利(盧森堡)-新興市場債券基金(美元配息),2015-06-16,12.490000
000EPCEMDIUP,天利(盧森堡)-新興市場債券基金(美元配息),2015-06-17,12.500000
000EPCEUEI,天利(盧森堡)-泛歐洲股票基金(歐元),2015-06-15,59.950000
000EPCEUEI,天利(盧森堡)-泛歐洲股票基金(歐元),2015-06-16,60.340000
000EPCEUEI,天利(盧森堡)-泛歐洲股票基金(歐元),2015-06-17,60.060000
000EPCEUEIU,天利(盧森堡)-泛歐洲股票基金(美元),2015-06-15,67.470000
000EPCEUEIU,天利(盧森堡)-泛歐洲股票基金(美元),2015-06-16,67.790000
000EPCEUEIU,天利(盧森堡)-泛歐洲股票基金(美元),2015-06-17,67.470000
000EPCEUIE,天利(盧森堡)-泛歐洲股票基金I(歐元),2015-06-15,40.250000
000EPCEUIE,天利(盧森堡)-泛歐洲股票基金I(歐元),2015-06-16,40.510000
000EPCEUIE,天利(盧森堡)-泛歐洲股票基金I(歐元),2015-06-17,40.330000
000EPCEUIEU,天利(盧森堡)-泛歐洲股票基金I(美元),2015-06-15,45.300000
000EPCEUIEU,天利(盧森堡)-泛歐洲股票基金I(美元),2015-06-16,45.520000
000EPCEUIEU,天利(盧森堡)-泛歐洲股票基金I(美元),2015-06-17,45.300000
000EPCGSBI,天利(盧森堡)-環球資產配置基金(美元),2015-06-15,34.430000
000EPCGSBI,天利(盧森堡)-環球資產配置基金(美元),2015-06-16,34.480000
000EPCGSBI,天利(盧森堡)-環球資產配置基金(美元),2015-06-17,34.400000
000EPCGSBIE,天利(盧森堡)-環球資產配置基金(歐元),2015-06-15,30.590000
000EPCGSBIE,天利(盧森堡)-環球資產配置基金(歐元),2015-06-16,30.690000
000EPCGSBIE,天利(盧森堡)-環球資產配置基金(歐元),2015-06-17,30.630000
000EPCGSBIEH,天利(盧森堡)-環球資產配置基金(歐元避險),2015-06-15,25.750000
000EPCGSBIEH,天利(盧森堡)-環球資產配置基金(歐元避險),2015-06-16,25.780000
000EPCGSBIEH,天利(盧森堡)-環球資產配置基金(歐元避險),2015-06-17,25.730000
000EPCGSBIEP,天利(盧森堡)-環球資產配置基金(歐元避險配息),2015-06-15,13.770000
000EPCGSBIEP,天利(盧森堡)-環球資產配置基金(歐元避險配息),2015-06-16,13.790000
000EPCGSBIEP,天利(盧森堡)-環球資產配置基金(歐元避險配息),2015-06-17,13.760000
000EPCGSBIUP,天利(盧森堡)-環球資產配置基金(美元配息),2015-06-15,14.200000
000EPCGSBIUP,天利(盧森堡)-環球資產配置基金(美元配息),2015-06-16,14.220000
000EPCGSBIUP,天利(盧森堡)-環球資產配置基金(美元配息),2015-06-17,14.190000
000EPCLCEI,天利(盧森堡)-北美基金(美元),2015-06-15,53.270000
000EPCLCEI,天利(盧森堡)-北美基金(美元),2015-06-16,53.570000
000EPCLCEI,天利(盧森堡)-北美基金(美元),2015-06-17,53.620000
000EPCLCEIE,天利(盧森堡)-北美基金(歐元),2015-06-15,47.340000
000EPCLCEIE,天利(盧森堡)-北美基金(歐元),2015-06-16,47.680000
000EPCLCEIE,天利(盧森堡)-北美基金(歐元),2015-06-17,47.730000
000EPCLCEIEH,天利(盧森堡)-北美基金(歐元避險),2015-06-15,34.400000
000EPCLCEIEH,天利(盧森堡)-北美基金(歐元避險),2015-06-16,34.590000
000EPCLCEIEH,天利(盧森堡)-北美基金(歐元避險),2015-06-17,34.620000
000EPCLCIU,天利(盧森堡)-北美基金I(美元),2015-06-15,34.510000
000EPCLCIU,天利(盧森堡)-北美基金I(美元),2015-06-16,34.710000
000EPCLCIU,天利(盧森堡)-北美基金I(美元),2015-06-17,34.740000
000EPCLCIUE,天利(盧森堡)-北美基金I(歐元),2015-06-15,30.670000
000EPCLCIUE,天利(盧森堡)-北美基金I(歐元),2015-06-16,30.890000
000EPCLCIUE,天利(盧森堡)-北美基金I(歐元),2015-06-17,30.920000
000EPCWDEI,天利(盧森堡)-全球焦點基金(美元),2015-06-15,44.790000
000EPCWDEI,天利(盧森堡)-全球焦點基金(美元),2015-06-16,45.010000
000EPCWDEI,天利(盧森堡)-全球焦點基金(美元),2015-06-17,45.020000
000EPCWDEIE,天利(盧森堡)-全球焦點基金(歐元),2015-06-15,39.800000
000EPCWDEIE,天利(盧森堡)-全球焦點基金(歐元),2015-06-16,40.060000
000EPCWDEIE,天利(盧森堡)-全球焦點基金(歐元),2015-06-17,40.080000
000EPCWDEIEH,天利(盧森堡)-全球焦點基金(歐元避險),2015-06-15,29.890000
000EPCWDEIEH,天利(盧森堡)-全球焦點基金(歐元避險),2015-06-16,30.030000
000EPCWDEIEH,天利(盧森堡)-全球焦點基金(歐元避險),2015-06-17,30.030000
000SBEMDI,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元),2015-06-15,25.540000
000SBEMDI,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元),2015-06-16,25.460000
000SBEMDI,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元),2015-06-17,25.460000
000SBEMDIE,天利(盧森堡)-新興市場債券基金(上銀金鑽類股歐元),2015-06-15,22.700000
000SBEMDIE,天利(盧森堡)-新興市場債券基金(上銀金鑽類股歐元),2015-06-16,22.660000
000SBEMDIE,天利(盧森堡)-新興市場債券基金(上銀金鑽類股歐元),2015-06-17,22.660000
000SBEMDIUP,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元配息),2015-06-15,12.150000
