基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-02,23.690000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-03,23.740000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-02,21.090000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-03,21.400000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-02,16.770000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-03,16.790000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-02,14.930000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-03,15.130000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-02,20.520000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-03,20.550000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-02,20.850000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-03,20.880000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-02,25.390000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-03,25.400000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-02,27.320000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-03,27.470000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-02,24.330000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-03,24.750000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-02,20.180000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-03,20.280000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-02,29.100000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-03,29.170000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-09-02,25.910000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-09-03,26.290000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-09-02,27.830000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-09-03,27.900000
