基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-08-07,24.480000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-08-10,24.580000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-08-07,22.380000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-08-10,22.390000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-08-07,17.820000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-08-10,18.080000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-08-07,16.290000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-08-10,16.460000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-08-07,21.770000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-08-10,22.080000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-08-07,22.100000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-08-10,22.420000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-08-07,25.840000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-08-10,25.830000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-08-07,28.860000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-08-10,29.570000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-08-07,26.380000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-08-10,26.930000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-08-07,21.240000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-08-10,21.760000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-08-07,29.320000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-08-10,29.300000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-08-07,26.800000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-08-10,26.680000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-08-07,28.040000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-08-10,28.020000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-08-07,13.800000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-08-10,13.790000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-08-07,15.570000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-08-10,15.580000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-08-07,14.240000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-08-10,14.190000
