基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-07-09,24.340000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-07-10,24.440000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-07-13,24.500000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-07-09,22.030000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-07-10,21.870000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-07-13,22.250000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-07-09,17.490000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-07-10,17.740000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-07-13,17.960000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-07-09,15.840000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-07-10,15.870000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-07-13,16.310000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-07-09,21.360000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-07-10,21.660000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-07-13,21.930000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-07-09,21.680000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-07-10,21.980000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-07-13,22.260000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-07-09,25.800000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-07-10,25.830000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-07-13,25.840000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-07-09,30.670000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-07-10,31.010000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-07-13,31.160000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-07-09,27.770000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-07-10,27.760000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-07-13,28.300000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-07-09,22.560000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-07-10,22.820000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-07-13,22.920000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-07-09,29.260000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-07-10,29.560000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-07-13,29.360000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-07-09,26.490000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-07-10,26.450000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-07-13,26.660000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-07-09,28.000000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-07-10,28.280000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-07-13,28.090000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-07-09,13.820000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-07-10,13.970000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-07-13,13.870000
