基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-07-08,24.210000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-07-09,24.340000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-07-10,24.440000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-07-08,21.880000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-07-09,22.030000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-07-10,21.870000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-07-08,17.440000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-07-09,17.490000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-07-10,17.740000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-07-08,15.760000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-07-09,15.840000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-07-10,15.870000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-07-08,21.290000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-07-09,21.360000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-07-10,21.660000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-07-08,21.600000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-07-09,21.680000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-07-10,21.980000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-07-08,25.800000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-07-09,25.800000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-07-10,25.830000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-07-08,30.550000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-07-09,30.670000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-07-10,31.010000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-07-08,27.610000
