基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-08-05,24.500000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-08-06,24.450000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-08-05,22.550000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-08-06,22.410000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-08-05,18.070000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-08-06,17.910000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-08-05,16.620000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-08-06,16.410000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-08-05,22.070000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-08-06,21.870000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-08-05,22.410000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-08-06,22.210000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-08-05,25.880000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-08-06,25.860000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-08-05,28.940000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-08-06,29.180000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-08-05,26.630000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-08-06,26.740000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-08-05,21.300000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-08-06,21.480000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-08-05,29.460000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-08-06,29.380000
