基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-16,23.830000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-17,23.930000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-16,21.100000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-17,21.150000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-16,17.200000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-17,17.170000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-16,15.230000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-17,15.170000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-16,21.040000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-17,21.000000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-16,21.380000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-17,21.350000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-16,25.350000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-17,25.370000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-16,27.440000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-17,27.460000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-16,24.290000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-17,24.260000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-16,20.260000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-17,20.270000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-16,29.200000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-17,29.180000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-09-16,25.850000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-09-17,25.780000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-09-16,27.930000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-09-17,27.900000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-09-16,13.680000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-09-17,13.670000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-09-16,15.450000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-09-17,15.460000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-09-16,13.680000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-09-17,13.660000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-09-16,14.260000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-09-17,14.270000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-09-16,6.790000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-09-17,6.800000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-09-16,6.450000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-09-17,6.460000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-09-16,15.670000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-09-17,15.690000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-09-16,17.690000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-09-17,17.710000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-09-16,15.660000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-09-17,15.650000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-09-16,18.760000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-09-17,18.770000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-09-16,14.440000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-09-17,14.450000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-09-16,8.270000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-09-17,8.280000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-09-16,34.000000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-09-17,33.910000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-09-16,24.860000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-09-17,24.920000
000EPCEMDI,天利(盧森堡)-新興市場債券基金(美元),2015-09-16,61.880000
