基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-30,23.470000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-10-01,23.560000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-30,21.020000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-10-01,21.030000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-30,16.430000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-10-01,16.470000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-30,14.720000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-10-01,14.700000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-30,20.090000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-10-01,20.150000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-30,20.420000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-10-01,20.480000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-30,24.890000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-10-01,25.040000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-30,25.820000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-10-01,26.070000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-30,23.130000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-10-01,23.270000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-30,19.060000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-10-01,19.250000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-30,28.360000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-10-01,28.320000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-09-30,25.400000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-10-01,25.280000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-09-30,27.110000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-10-01,27.080000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-09-30,13.230000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-10-01,13.210000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-09-30,15.240000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-10-01,15.260000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-09-30,13.650000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-10-01,13.620000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-09-30,14.060000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-10-01,14.080000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-09-30,6.660000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-10-01,6.670000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-09-30,6.340000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-10-01,6.340000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-09-30,15.460000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-10-01,15.480000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-09-30,17.370000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-10-01,17.480000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-09-30,15.560000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-10-01,15.600000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-09-30,18.410000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-10-01,18.530000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-09-30,14.110000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-10-01,14.200000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-09-30,8.090000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-10-01,8.140000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-09-30,32.490000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-10-01,32.650000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-09-30,24.320000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-10-01,24.400000
000EPCEMDI,天利(盧森堡)-新興市場債券基金(美元),2015-09-30,60.520000
000EPCEMDI,天利(盧森堡)-新興市場債券基金(美元),2015-10-01,60.720000
000EPCEMDIE,天利(盧森堡)-新興市場債券基金(歐元),2015-09-30,54.220000
000EPCEMDIE,天利(盧森堡)-新興市場債券基金(歐元),2015-10-01,54.200000
000EPCEMDIEH,天利(盧森堡)-新興市場債券基金(歐元避險),2015-09-30,23.020000
000EPCEMDIEH,天利(盧森堡)-新興市場債券基金(歐元避險),2015-10-01,23.100000
000EPCEMDIEP,天利(盧森堡)-新興市場債券基金(歐元避險配息),2015-09-30,10.780000
000EPCEMDIEP,天利(盧森堡)-新興市場債券基金(歐元避險配息),2015-10-01,10.820000
000EPCEMDIUP,天利(盧森堡)-新興市場債券基金(美元配息),2015-09-30,11.800000
000EPCEMDIUP,天利(盧森堡)-新興市場債券基金(美元配息),2015-10-01,11.840000
000EPCEUEI,天利(盧森堡)-泛歐洲股票基金(歐元),2015-09-30,55.810000
000EPCEUEI,天利(盧森堡)-泛歐洲股票基金(歐元),2015-10-01,55.720000
000EPCEUEIU,天利(盧森堡)-泛歐洲股票基金(美元),2015-09-30,62.290000
000EPCEUEIU,天利(盧森堡)-泛歐洲股票基金(美元),2015-10-01,62.430000
000EPCEUIE,天利(盧森堡)-泛歐洲股票基金I(歐元),2015-09-30,37.550000
000EPCEUIE,天利(盧森堡)-泛歐洲股票基金I(歐元),2015-10-01,37.500000
000EPCEUIEU,天利(盧森堡)-泛歐洲股票基金I(美元),2015-09-30,41.920000
000EPCEUIEU,天利(盧森堡)-泛歐洲股票基金I(美元),2015-10-01,42.010000
000EPCGSBI,天利(盧森堡)-環球資產配置基金(美元),2015-09-30,32.960000
000EPCGSBI,天利(盧森堡)-環球資產配置基金(美元),2015-10-01,33.080000
000EPCGSBIE,天利(盧森堡)-環球資產配置基金(歐元),2015-09-30,29.520000
000EPCGSBIE,天利(盧森堡)-環球資產配置基金(歐元),2015-10-01,29.530000
000EPCGSBIEH,天利(盧森堡)-環球資產配置基金(歐元避險),2015-09-30,24.630000
000EPCGSBIEH,天利(盧森堡)-環球資產配置基金(歐元避險),2015-10-01,24.720000
000EPCGSBIEP,天利(盧森堡)-環球資產配置基金(歐元避險配息),2015-09-30,13.100000
000EPCGSBIEP,天利(盧森堡)-環球資產配置基金(歐元避險配息),2015-10-01,13.150000
000EPCGSBIUP,天利(盧森堡)-環球資產配置基金(美元配息),2015-09-30,13.520000
000EPCGSBIUP,天利(盧森堡)-環球資產配置基金(美元配息),2015-10-01,13.580000
000EPCLCEI,天利(盧森堡)-北美基金(美元),2015-09-30,48.840000
000EPCLCEI,天利(盧森堡)-北美基金(美元),2015-10-01,49.070000
000EPCLCEIE,天利(盧森堡)-北美基金(歐元),2015-09-30,43.760000
000EPCLCEIE,天利(盧森堡)-北美基金(歐元),2015-10-01,43.800000
000EPCLCEIEH,天利(盧森堡)-北美基金(歐元避險),2015-09-30,31.590000
000EPCLCEIEH,天利(盧森堡)-北美基金(歐元避險),2015-10-01,31.740000
000EPCLCIU,天利(盧森堡)-北美基金I(美元),2015-09-30,31.720000
000EPCLCIU,天利(盧森堡)-北美基金I(美元),2015-10-01,31.870000
000EPCLCIUE,天利(盧森堡)-北美基金I(歐元),2015-09-30,28.420000
000EPCLCIUE,天利(盧森堡)-北美基金I(歐元),2015-10-01,28.440000
000EPCWDEI,天利(盧森堡)-全球焦點基金(美元),2015-09-30,41.430000
000EPCWDEI,天利(盧森堡)-全球焦點基金(美元),2015-10-01,41.650000
000EPCWDEIE,天利(盧森堡)-全球焦點基金(歐元),2015-09-30,37.120000
000EPCWDEIE,天利(盧森堡)-全球焦點基金(歐元),2015-10-01,37.170000
000EPCWDEIEH,天利(盧森堡)-全球焦點基金(歐元避險),2015-09-30,27.680000
000EPCWDEIEH,天利(盧森堡)-全球焦點基金(歐元避險),2015-10-01,27.830000
000SBEMDI,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元),2015-09-30,24.480000
000SBEMDI,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元),2015-10-01,24.560000
000SBEMDIE,天利(盧森堡)-新興市場債券基金(上銀金鑽類股歐元),2015-09-30,21.930000
000SBEMDIE,天利(盧森堡)-新興市場債券基金(上銀金鑽類股歐元),2015-10-01,21.920000
000SBEMDIUP,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元配息),2015-09-30,11.430000
000SBEMDIUP,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元配息),2015-10-01,11.470000
000TGEDINALN,天利投資專業基金-天利全球股票收入基金第二類淨累計(美元),2015-09-30,2.407100
000TGEDINALN,天利投資專業基金-天利全球股票收入基金第二類淨累計(美元),2015-10-01,2.431400
000TGEDINALN,天利投資專業基金-天利全球股票收入基金第二類淨累計(美元),2015-10-02,2.437900
000TGEDINILN,天利投資專業基金-天利全球股票收入基金第二類淨收入(美元),2015-09-30,1.644400
000TGEDINILN,天利投資專業基金-天利全球股票收入基金第二類淨收入(美元),2015-10-01,1.661200
000TGEDINILN,天利投資專業基金-天利全球股票收入基金第二類淨收入(美元),2015-10-02,1.665700
000TGEDRNALN,天利投資專業基金-天利全球股票收入基金第一類淨累計(美元),2015-09-30,2.302400
000TGEDRNALN,天利投資專業基金-天利全球股票收入基金第一類淨累計(美元),2015-10-01,2.325800
000TGEDRNALN,天利投資專業基金-天利全球股票收入基金第一類淨累計(美元),2015-10-02,2.332000
000TGEDRNILN,天利投資專業基金-天利全球股票收入基金第一類淨收入(美元),2015-09-30,1.582500
000TGEDRNILN,天利投資專業基金-天利全球股票收入基金第一類淨收入(美元),2015-10-01,1.598600
000TGEDRNILN,天利投資專業基金-天利全球股票收入基金第一類淨收入(美元),2015-10-02,1.602900
000TGEEINALN,天利投資專業基金-天利全球股票收入基金第二類淨累計(歐元),2015-09-30,2.146200
000TGEEINALN,天利投資專業基金-天利全球股票收入基金第二類淨累計(歐元),2015-10-01,2.180900
000TGEEINALN,天利投資專業基金-天利全球股票收入基金第二類淨累計(歐元),2015-10-02,2.184200
000TGEEINILN,天利投資專業基金-天利全球股票收入基金第二類淨收入(歐元),2015-09-30,1.466200
000TGEEINILN,天利投資專業基金-天利全球股票收入基金第二類淨收入(歐元),2015-10-01,1.490100
000TGEEINILN,天利投資專業基金-天利全球股票收入基金第二類淨收入(歐元),2015-10-02,1.492300
000TGEERNALN,天利投資專業基金-天利全球股票收入基金第一類淨累計(歐元),2015-09-30,2.052900
000TGEERNALN,天利投資專業基金-天利全球股票收入基金第一類淨累計(歐元),2015-10-01,2.086200
000TGEERNALN,天利投資專業基金-天利全球股票收入基金第一類淨累計(歐元),2015-10-02,2.089400
000TGEERNILN,天利投資專業基金-天利全球股票收入基金第一類淨收入(歐元),2015-09-30,1.411000
000TGEERNILN,天利投資專業基金-天利全球股票收入基金第一類淨收入(歐元),2015-10-01,1.434000
000TGEERNILN,天利投資專業基金-天利全球股票收入基金第一類淨收入(歐元),2015-10-02,1.436100
000THUHIEH,天利(盧森堡)-美國高收入債券基金I(歐元避險),2015-09-30,25.680000
000THUHIEH,天利(盧森堡)-美國高收入債券基金I(歐元避險),2015-10-01,25.650000
000TPEEAUH,天利(盧森堡)-泛歐洲股票基金(美元避險),2015-09-30,17.420000
000TPEEAUH,天利(盧森堡)-泛歐洲股票基金(美元避險),2015-10-01,17.390000
0080,恒生H股指數股票型基金,2015-09-30,96.270000
0080,恒生H股指數股票型基金,2015-10-02,99.100000
0081,恒生指數股票型基金,2015-09-30,214.300000
0081,恒生指數股票型基金,2015-10-02,220.980000
008201,標智上證50中國指數基金,2015-09-30,19.400800
008201,標智上證50中國指數基金,2015-10-01,19.400800
008201,標智上證50中國指數基金,2015-10-02,19.400800
0125,富蘭克林坦伯頓全球投資系列-全球核心策略基金歐元A(Ydis)股,2015-09-30,9.840000
0125,富蘭克林坦伯頓全球投資系列-全球核心策略基金歐元A(Ydis)股,2015-10-01,9.840000
0125,富蘭克林坦伯頓全球投資系列-全球核心策略基金歐元A(Ydis)股,2015-10-02,9.930000
0152,富蘭克林坦伯頓全球投資系列-全球核心策略基金美元A(acc)股,2015-09-30,12.010000
0152,富蘭克林坦伯頓全球投資系列-全球核心策略基金美元A(acc)股,2015-10-01,12.010000
0152,富蘭克林坦伯頓全球投資系列-全球核心策略基金美元A(acc)股,2015-10-02,12.150000
0154,富蘭克林坦伯頓全球投資系列-全球核心策略基金歐元A(acc)股,2015-09-30,10.750000
0154,富蘭克林坦伯頓全球投資系列-全球核心策略基金歐元A(acc)股,2015-10-01,10.750000
0154,富蘭克林坦伯頓全球投資系列-全球核心策略基金歐元A(acc)股,2015-10-02,10.850000
0270,富蘭克林坦伯頓全球投資系列-泰國基金美元B(acc)股,2015-09-30,16.140000
0270,富蘭克林坦伯頓全球投資系列-泰國基金美元B(acc)股,2015-10-01,16.060000
0270,富蘭克林坦伯頓全球投資系列-泰國基金美元B(acc)股,2015-10-02,16.130000
0271,富蘭克林坦伯頓全球投資系列-中小型企業基金美元B(acc)股,2015-09-30,8.590000
0271,富蘭克林坦伯頓全球投資系列-中小型企業基金美元B(acc)股,2015-10-01,8.590000
0271,富蘭克林坦伯頓全球投資系列-中小型企業基金美元B(acc)股,2015-10-02,8.680000
0272,富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元B(acc)股,2015-09-30,7.540000
0272,富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元B(acc)股,2015-10-01,7.550000
0272,富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元B(acc)股,2015-10-02,7.770000
0273,富蘭克林坦伯頓全球投資系列-東歐基金美元B(acc)股,2015-09-30,4.340000
0273,富蘭克林坦伯頓全球投資系列-東歐基金美元B(acc)股,2015-10-01,4.340000
0273,富蘭克林坦伯頓全球投資系列-東歐基金美元B(acc)股,2015-10-02,4.350000
0274,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元B(acc)股,2015-09-30,8.440000
0274,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元B(acc)股,2015-10-01,8.430000
0274,富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元B(acc)股,2015-10-02,8.510000
0275,富蘭克林坦伯頓全球投資系列-歐元全球基金美元B(acc)股,2015-09-30,9.490000
0275,富蘭克林坦伯頓全球投資系列-歐元全球基金美元B(acc)股,2015-10-01,9.500000
0275,富蘭克林坦伯頓全球投資系列-歐元全球基金美元B(acc)股,2015-10-02,9.680000
0280,富蘭克林坦伯頓全球投資系列-美國機會基金歐元A(acc)股,2015-09-30,10.360000
0280,富蘭克林坦伯頓全球投資系列-美國機會基金歐元A(acc)股,2015-10-01,10.400000
0280,富蘭克林坦伯頓全球投資系列-美國機會基金歐元A(acc)股,2015-10-02,10.540000
0287,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(acc)股,2015-09-30,24.040000
0287,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(acc)股,2015-10-01,24.010000
0287,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(acc)股,2015-10-02,24.020000
0349,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(Mdis)股,2015-09-30,14.150000
0349,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(Mdis)股,2015-10-01,14.130000
0349,富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(Mdis)股,2015-10-02,14.140000
0352,富蘭克林坦伯頓全球投資系列-日本基金美元A(acc)股,2015-09-30,6.820000
0352,富蘭克林坦伯頓全球投資系列-日本基金美元A(acc)股,2015-10-01,6.990000
0352,富蘭克林坦伯頓全球投資系列-日本基金美元A(acc)股,2015-10-02,7.000000
0358,富蘭克林坦伯頓全球投資系列-東歐基金美元A(acc)股,2015-09-30,19.450000
0358,富蘭克林坦伯頓全球投資系列-東歐基金美元A(acc)股,2015-10-01,19.430000
0358,富蘭克林坦伯頓全球投資系列-東歐基金美元A(acc)股,2015-10-02,19.490000
0361,富蘭克林坦伯頓全球投資系列-印度基金美元A(acc)股,2015-09-30,30.540000
0361,富蘭克林坦伯頓全球投資系列-印度基金美元A(acc)股,2015-10-01,30.490000
0361,富蘭克林坦伯頓全球投資系列-印度基金美元A(acc)股,2015-10-02,30.700000
0363,富蘭克林坦伯頓全球投資系列-印度基金美元B(acc)股,2015-09-30,26.880000
0363,富蘭克林坦伯頓全球投資系列-印度基金美元B(acc)股,2015-10-01,26.830000
0363,富蘭克林坦伯頓全球投資系列-印度基金美元B(acc)股,2015-10-02,27.020000
