基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-21,23.780000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-22,23.630000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-21,21.250000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-22,21.220000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-21,16.910000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-22,16.710000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-21,15.100000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-22,15.010000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-21,20.680000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-22,20.430000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-21,21.020000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-22,20.770000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-21,25.370000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-22,25.160000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-21,26.830000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-22,26.410000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-21,23.970000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-22,23.720000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-21,19.820000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-22,19.500000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-21,29.130000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-22,28.990000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-09-21,26.020000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-09-22,26.040000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-09-21,27.850000
000AMEHIBAEH,天利(盧森堡)-美國高收入債券基金(歐元避險),2015-09-22,27.710000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-09-21,13.650000
000AMEHIBAUP,天利(盧森堡)-美國高收入債券基金(美元配息),2015-09-22,13.580000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-09-21,15.480000
000AMESTAU,天利(盧森堡)-全球新興市場短期債券基金(美元),2015-09-22,15.400000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-09-21,13.830000
000AMESTAUE,天利(盧森堡)-全球新興市場短期債券基金(歐元),2015-09-22,13.840000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-09-21,14.290000
000AMESTAUEH,天利(盧森堡)-全球新興市場短期債券基金(歐元避險),2015-09-22,14.220000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-09-21,6.800000
000AMESTAUEP,天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息),2015-09-22,6.770000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-09-21,6.470000
000AMESTAUUP,天利(盧森堡)-全球新興市場短期債券基金(美元配息),2015-09-22,6.440000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-09-21,15.700000
000AMEXIEH,天利(盧森堡)-全球新興市場短期債券基金I(歐元避險),2015-09-22,15.630000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-09-21,17.710000
000AMGEMAU,天利(盧森堡)-新興市場公司債券基金(美元),2015-09-22,17.560000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-09-21,15.820000
000AMGEMAUE,天利(盧森堡)-新興市場公司債券基金(歐元),2015-09-22,15.780000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-09-21,18.770000
000AMGEMAUEH,天利(盧森堡)-新興市場公司債券(歐元避險),2015-09-22,18.620000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-09-21,14.450000
000AMGEMAUEP,天利(盧森堡)-新興市場公司債券(歐元避險配息),2015-09-22,14.330000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-09-21,8.280000
000AMGEMAUUP,天利(盧森堡)-新興市場公司債券(美元配息),2015-09-22,8.210000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-09-21,33.450000
000AMUSIEH,天利(盧森堡)-北美基金I(歐元避險),2015-09-22,33.040000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-09-21,24.940000
000AMXEMDIEH,天利(盧森堡)-新興市場債券基金I(歐元避險),2015-09-22,24.770000
000EPCEMDI,天利(盧森堡)-新興市場債券基金(美元),2015-09-21,62.080000
000EPCEMDI,天利(盧森堡)-新興市場債券基金(美元),2015-09-22,61.640000
000EPCEMDIE,天利(盧森堡)-新興市場債券基金(歐元),2015-09-21,55.450000
000EPCEMDIE,天利(盧森堡)-新興市場債券基金(歐元),2015-09-22,55.370000
000EPCEMDIEH,天利(盧森堡)-新興市場債券基金(歐元避險),2015-09-21,23.620000
000EPCEMDIEH,天利(盧森堡)-新興市場債券基金(歐元避險),2015-09-22,23.450000
000EPCEMDIEP,天利(盧森堡)-新興市場債券基金(歐元避險配息),2015-09-21,11.110000
000EPCEMDIEP,天利(盧森堡)-新興市場債券基金(歐元避險配息),2015-09-22,11.030000
000EPCEMDIUP,天利(盧森堡)-新興市場債券基金(美元配息),2015-09-21,12.160000
000EPCEMDIUP,天利(盧森堡)-新興市場債券基金(美元配息),2015-09-22,12.070000
000EPCEUEI,天利(盧森堡)-泛歐洲股票基金(歐元),2015-09-21,57.470000
000EPCEUEI,天利(盧森堡)-泛歐洲股票基金(歐元),2015-09-22,55.780000
000EPCEUEIU,天利(盧森堡)-泛歐洲股票基金(美元),2015-09-21,64.330000
000EPCEUEIU,天利(盧森堡)-泛歐洲股票基金(美元),2015-09-22,62.100000
000EPCEUIE,天利(盧森堡)-泛歐洲股票基金I(歐元),2015-09-21,38.660000
000EPCEUIE,天利(盧森堡)-泛歐洲股票基金I(歐元),2015-09-22,37.530000
000EPCEUIEU,天利(盧森堡)-泛歐洲股票基金I(美元),2015-09-21,43.280000
000EPCEUIEU,天利(盧森堡)-泛歐洲股票基金I(美元),2015-09-22,41.780000
000EPCGSBI,天利(盧森堡)-環球資產配置基金(美元),2015-09-21,33.410000
000EPCGSBI,天利(盧森堡)-環球資產配置基金(美元),2015-09-22,33.180000
000EPCGSBIE,天利(盧森堡)-環球資產配置基金(歐元),2015-09-21,29.840000
000EPCGSBIE,天利(盧森堡)-環球資產配置基金(歐元),2015-09-22,29.810000
000EPCGSBIEH,天利(盧森堡)-環球資產配置基金(歐元避險),2015-09-21,24.970000
000EPCGSBIEH,天利(盧森堡)-環球資產配置基金(歐元避險),2015-09-22,24.800000
000EPCGSBIEP,天利(盧森堡)-環球資產配置基金(歐元避險配息),2015-09-21,13.300000
000EPCGSBIEP,天利(盧森堡)-環球資產配置基金(歐元避險配息),2015-09-22,13.210000
000EPCGSBIUP,天利(盧森堡)-環球資產配置基金(美元配息),2015-09-21,13.730000
000EPCGSBIUP,天利(盧森堡)-環球資產配置基金(美元配息),2015-09-22,13.630000
000EPCLCEI,天利(盧森堡)-北美基金(美元),2015-09-21,50.290000
000EPCLCEI,天利(盧森堡)-北美基金(美元),2015-09-22,49.670000
000EPCLCEIE,天利(盧森堡)-北美基金(歐元),2015-09-21,44.920000
000EPCLCEIE,天利(盧森堡)-北美基金(歐元),2015-09-22,44.610000
000EPCLCEIEH,天利(盧森堡)-北美基金(歐元避險),2015-09-21,32.530000
000EPCLCEIEH,天利(盧森堡)-北美基金(歐元避險),2015-09-22,32.130000
000EPCLCIU,天利(盧森堡)-北美基金I(美元),2015-09-21,32.650000
000EPCLCIU,天利(盧森堡)-北美基金I(美元),2015-09-22,32.250000
000EPCLCIUE,天利(盧森堡)-北美基金I(歐元),2015-09-21,29.170000
000EPCLCIUE,天利(盧森堡)-北美基金I(歐元),2015-09-22,28.970000
000EPCWDEI,天利(盧森堡)-全球焦點基金(美元),2015-09-21,42.730000
000EPCWDEI,天利(盧森堡)-全球焦點基金(美元),2015-09-22,42.000000
000EPCWDEIE,天利(盧森堡)-全球焦點基金(歐元),2015-09-21,38.170000
000EPCWDEIE,天利(盧森堡)-全球焦點基金(歐元),2015-09-22,37.720000
000EPCWDEIEH,天利(盧森堡)-全球焦點基金(歐元避險),2015-09-21,28.560000
000EPCWDEIEH,天利(盧森堡)-全球焦點基金(歐元避險),2015-09-22,28.060000
000SBEMDI,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元),2015-09-21,25.110000
000SBEMDI,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元),2015-09-22,24.930000
000SBEMDIE,天利(盧森堡)-新興市場債券基金(上銀金鑽類股歐元),2015-09-21,22.430000
000SBEMDIE,天利(盧森堡)-新興市場債券基金(上銀金鑽類股歐元),2015-09-22,22.400000
000SBEMDIUP,天利(盧森堡)-新興市場債券基金(上銀金鑽類股美元配息),2015-09-21,11.780000
