name,code
聯博-中國時機基金AD月配級別美元,ABCOPADUSD
瀚亞投資-全球新興市場債券基金Adm(美元月配),GMM
美盛西方資產美國高收益債券基金A類股美元配息型(M),IE00B23Z9G43
路博邁投資基金-NB美國房地產基金E累積類股(美元),IE00BNK02Q08
先機亞洲股票基金C類累積(美元),SKANC66
德意志亞洲中小型基金USDLC,LU0273161744
聯博-全球不動產證券基金BD股紐幣避險,ABUSREBDNZDH
鋒裕基金-策略收益T2,PIMSTIT2
德意志可轉債NC,LU0179220255
MFS全盛基金系列-MFS全盛全球資產配置基金C2(美元),MFMGBC1
施羅德環球基金系列-亞幣債券(歐元對沖)C類股份-累積單位,KALBF
普信全球新興市場股票型基金I(美元),TROWSE007IUSD
歐義銳榮歐洲小型股基金R,LU0012157102
美盛凱利美國積極成長基金優類股歐元配息型(A),IE00B19Z9Y98
普信全球高收益債券型基金Ad(美元),TROWSB005ADUSD
摩根基金-摩根亞太入息基金(美元)-A股(分派),JFPABF
利安資金日本增長基金(美元),KJFU
百達-全球高息精選-R美元,LU0503635541
天達環球策略基金-環球天然資源基金I累積股份(歐元),GDR602
先機亞太股票基金A類累積(歐元),SKANA37
霸菱亞洲增長基金-A類歐元配息型,BAGFU
美盛西方資產新興市場總回報債券基金A(G)類股美元累積型,IE00B19Z4X37
景順新興市場債券基金C(歐元對沖)股歐元,1013C6
駿利資產管理基金-駿利美國短期債券基金A美元累計,JANSTA2
鋒裕基金-策略收益A2(歐元),PIMSTIUA2
施羅德環球基金系列-歐元股票A1類股份-累積單位,IEEQG
先機新興市場債券基金B類收益股(美元),SKANB62
瀚亞投資─大中華股票基金A(美元),IOGCUA
MFS全盛基金系列-MFS全盛研究債券基金C2(美元),MFMRBCI
施羅德環球基金系列-新興市場債券(歐元對沖)A1類股份-累積單位,KEMDG
新加坡大華泛華基金(美元),USD-UCHF
天達環球策略基金-新興市場多重收益基金A收益-2股份(澳幣避險IRD，月配),EMA757
摩根士丹利環球房地產基金A,MSIMGPA84
聯博-全球成長趨勢基金I股歐元,ABGGTIEUR
鋒裕基金-歐洲潛力A2(美元對沖),PIMEPLH
PIMCO全球實質回報債券基金-機構H級類別(累積股份),PIMCO-BRI
美盛QSMV亞太(日本除外)收益股票基金A類股美元配息型(A),IE0034204895
聯博-前瞻主題基金I股美元,ABGTRIUSD
瑞銀(盧森堡)中國精選股票基金(美元),512613
聯博-日本策略價值基金A股美元,ABJSVAUSD
貝萊德亞洲巨龍基金A2英鎊,BLKDRTMA
富蘭克林坦伯頓全球投資系列-全球基金美元B(acc)股,0852
新加坡大華亞太基礎建設基金(星幣),UAPI
摩根新興市場本地貨幣債券(美元)─A股(累計),EMLCAU
富達基金─日本潛力優勢基金,LU0161332480
路博邁投資基金-NB美國房地產基金T累積類股(美元),IE00B8HXHL75
富達基金-歐元公司債基金A股累計歐元,LU0370787193
聯博-全球債券基金C股歐元,ABGBPCEUR
駿利資產管理基金-駿利靈活入息基金I股歐元累計(對沖),JAFIIIE
施羅德環球基金系列-新興歐洲C類股份-累積單位,IEMEF
鋒裕基金-新興市場債券T股南非幣收益(穩定配息),PIMEMBZITSD
施羅德環球基金系列-環球地產股票A1類股份-累積單位,IGPSG
MFS全盛基金系列-MFS全盛亞太(日本以外)基金C1(美元),MFMADCR
先機環球股票基金B類累積(美元),SKANB19
富蘭克林坦伯頓全球投資系列-全球核心策略基金歐元A(Ydis)股,0125
聯博-歐元區策略價值基金IX股美元,ABEGPIUSD
法巴百利達全球科技股票基金C(美元),LU0823421333
聯博-成熟市場多元收益基金AD月配歐元避險級別,ABDMMAADHEDGE
富蘭克林坦伯頓全球投資系列-高價差基金美元A(acc)股,0828
鋒裕基金-美國中型資本價值U2,PIMUSMU2
普信全球成長企業股票型基金I(美元),TROWSE008IUSD
MFS全盛基金系列-MFS全盛全球研究基金A1(歐元),MFRIAE1
富蘭克林坦伯頓全球投資系列-韓國基金美元A(acc)股,0824
摩根新興市場本地貨幣債券(澳幣對沖)－A股(利率入息),EMLCIA
德盛安聯收益成長基金-AM穩定月收類股(歐元避險),AGIF-FVR
NN(L)亞洲債券基金X股美元(月配息),NNADHXDUSD
天達環球策略基金-環球動力股息基金F收益-2股份(月配),GEE857
GAMStar日本股票基金-AEUR,IE0003008186
匯豐環球投資基金-亞洲小型公司股票(日本除外)IC,TAJSC
富達基金－馬來西亞基金,LU0048587868
美盛西方資產全球信用債券基金A類股美元累積型,IE00B50KJJ61
瀚亞投資-全球新興市場債券基金Aadmc1(澳幣避險穩定月配),GE3
瀚亞投資─美國高收益債券基金Adm(美元月配),UHYBUM
施羅德環球基金系列-策略債券A類股份-累積單位,ISTBD
德意志新興市場高股息USDFC,LU0329761406
天達環球策略基金-環球特許品牌基金C收益-2股份(月配),GFF915
富蘭克林坦伯頓全球投資系列-全球基金美元A(acc)股,0779
富達基金-全球健康護理基金(Y類股份累計股份-歐元),LU0346388969
施羅德環球基金系列-新興市場股債優勢A類股份-累積單位,IGEMD
聯博-國際科技基金S1股美元,ABITFS1USD
匯豐環球投資基金-亞洲小型公司股票(日本除外)AC,TASIM
景順太平洋基金A-年配息股美元,1001AY
鋒裕基金-美國高息A2,PIMUSYA2
聯博-亞洲股票基金A股澳幣避險,ABAXJAAUDH
安本環球-新興市場債券基金A2,AESHYBA2
貝萊德世界金融基金C2美元,BLKMWFCC
普信全球成長企業股票型基金A(美元),TROWSE008AUSD
德意志歐洲高收益公司債美元避險月配息級別USDLDMH,LU0616840939
駿利資產管理基金-駿利靈活入息基金A股澳幣入息(對沖),JAFAAUI
富達基金-新興市場債券基金(A股月配息-美元),LU0238206170
貝萊德美元高收益債券基金A3美元,BLKCHIAA
法巴百利達歐元貨幣市場基金C(歐元),LU0083138064
摩根基金-摩根亞太入息基金(澳幣對沖)-A股(利率入息),APIAIA
法巴百利達新興市場當地貨幣債券基金-月配(美元),LU0823386080
駿利資產管理基金-駿利環球研究基金I美元累計,JANGRID
NN(L)亞洲高股息基金X股美元(月配息),NNAHDXDUSD
利安資金目標回報基金(美元),SVFU
瑞銀(盧森堡)美元高收益債券基金(美元)(月配息),10531003
柏瑞環球基金-柏瑞歐洲小型公司股票基金Y1,AESCY1
聯博-全球複合型股票基金I股歐元,ABGEBIEUR
富達基金-美元高收益基金(歐元累積),LU0261953904
MFS全盛基金系列-MFS全盛全球高收益基金B1(美元),MFSGLGC
百達-歐元高收益債券-HR美元月配息,LU1147738592
聯博-美國收益基金S1D股歐元,ABAIPS1DEUR
法儲銀盧米斯賽勒斯債券基金R-DUSD,IE00B00P2J79
百達-全球高息精選-HR澳幣月配息,LU0990119041
景順日本動力基金A(美元對沖)股美元,1049A7
天利(盧森堡)-全球能源股票基金(歐元避險),000AMEGLEEEH
路博邁投資基金-NB新興市場本地貨幣債券基金E累積類股(南非幣),IE00BTLWST26
摩根投資基金歐洲策略股息基金-摩根歐洲策略股息(美元對沖)-A股(累計),ESDAAU
貝萊德中國基金A2美元,BLKCCAUT
鋒裕基金-環球高收益U2,PIMGHYU2
富達基金-亞洲小型企業基金A股累計美元,LU0702159699
法巴百利達美國高收益債券基金C(美元),LU0111549480
路博邁投資基金-NB美國多元企業機會基金T累積類股(美元),IE00BCDZ0720
安本環球-東歐股票基金A2,AEEASEUE
施羅德環球基金系列-環球高收益A類股份-累積單位,IGHYD
摩根拉丁美洲基金－摩根拉丁美洲(美元)－A股(分派),JFLAE
MFS全盛基金系列-MFS全盛新興市場股票基金A1(美元),MEMEUSD
法巴百利達俄羅斯股票基金-月配(美元),LU0950373646
施羅德環球基金系列-環球計量精選價值A類股份-配息單位,IGAVA
聯博-日本策略價值基金S1股日元,ABJSVS1JPY
匯豐環球投資基金-環球新興市場股票ID,TGEMI
鋒裕基金-中國股票I2,PIMCEIUSD
聯博-全球成長趨勢基金SD月配級別美元,ABGGTSDUSD
摩根歐洲動力基金－摩根歐洲動力(歐元)－A股(分派),JFEDY
鋒裕基金-美國中型資本價值T2,PIMUSMT
MFS全盛基金系列-MFS全盛通脹調整債券基金A1(美元),MFSIAA1
匯豐環球投資基金-環球高收益債券ID,TGYID
美盛西方資產亞洲機會債券基金A類股美元配息型(M),IE00B2Q1FG14
景順韓國基金B-年配息股美元,1037BY
摩根泰國基金,JFTHAI
摩根歐洲發現基金-摩根歐洲發現(美元)-A股perf(累計),EFAAU
施羅德環球基金系列-拉丁美洲C類股份-累積單位(歐元),ALAMF
聯博-歐洲收益基金BA(穩定月配)級別歐元,ABEIOPBAEUR
富蘭克林坦伯頓全球投資系列-成長(歐元)基金美元A(acc)股,0533
駿利資產管理基金-駿利美國研究基金I股歐元累計(對沖),JARAEUR
富達基金-日本基金(A類股累計股份-日圓),LU0251132410
富達基金-歐洲進取基金(Y類股份累計股份-歐元),LU0318939500
聯博-全球高收益債券基金BA(穩定月配)南非幣避險級別,ABGHYBAZARH
先機完全回報美元債券基金A類累積避險(澳幣),SKANA142
天利(盧森堡)-環球資產配置基金I(歐元),000AEFGLIUE
聯博-全球價值型基金I股美元,ABGVPIUSD
都柏林法儲銀國際基金有限公司基金I-盧米斯賽勒斯高收益債券型基金I-DUSD,IE0003063223
天利投資專業基金-天利全球股票收入基金第一類淨收入(歐元),000TGEERNILN
法巴百利達亞洲(日本除外)精選股票基金C(美元),LU0823397103
聯博-印度成長基金BX股歐元,ABILFBEUR
貝萊德美元高收益債券基金C2美元,BLKMCHDC
駿利資產管理基金-駿利高收益基金A股歐元累計(對沖),JAHYA2E
鋒裕基金-領先歐洲企業A2(美元對沖),PIMTEPH
美盛QSMV歐洲收益股票基金A類股歐元配息型(A),IE0031619152
天利(盧森堡)-新興市場債券基金(歐元避險配息),000EPCEMDIEP
野村基金(愛爾蘭系列)-美國高收益債券基金(I美元類股),IE00B3RW8498
MFS全盛基金系列-MFS全盛新興市場債券基金A1(歐元),MEMDAE1
天達環球策略基金-歐洲股票基金I累積股份,GEU677
天達環球策略基金-環球動力基金F累積股份,GDY501
摩根士丹利歐洲股票Alpha基金A,MSIMEUVA08
聯博-歐洲收益基金S1股歐元,ABEIOPS1EUR
霸菱大東協基金-I類歐元累積型,HBPFU-CI
宏利環球基金-環球資源基金AA股,MGF13
NN(L)亞洲債券基金X股美元,NNADHXUSD
鋒裕基金-美國高息TXD,PIMUSYTXD
NN(L)美國高股息基金X股對沖級別南非幣(月配息),NNUSHDXDZARH
貝萊德歐洲基金A2美元,BLKMEUAA
聯博-前瞻主題基金A股美元,ABGTRAUSD
美盛西方資產美國貨幣市場基金A類股美元累積型,IE00B19Z6R17
CI資本國際新興市場股票基金B(美元),CIEMFBUSD
聯博-房貸收益基金I2X級別歐元,ABSMDI2EUR
摩根俄羅斯基金,RUSSAU
百達-美國股票精選-R美元,LU0256842575
聯博-全球債券基金I股歐元,ABGBPIEUR
法儲銀富鑫亞太基金R-AUSD,LU0103015565
貝萊德環球政府債券基金HedgedC2歐元,BLKGGHCE
聯博-全球高收益債券基金AA(穩定月配)級別美元,ABGHYAAUSD
鋒裕基金-美元綜合債券TXD,PIMUABTXD
美盛西方資產全球高收益債券基金A類股澳幣增益配息型(M)(避險),IE00B3ML7W26
施羅德環球基金系列-日本小型公司(美元)A1類股份-累積單位,BJSCG
天利(盧森堡)-全球能源股票基金(歐元),000AMEGLEEE
富達基金－日本基金,LU0048585144
匯豐環球投資基金-環球高入息債券IC,THBIC
MFS全盛基金系列-MFS全盛通脹調整債券基金C1(美元),MFSIAC1
天達環球策略基金-新興市場公司債券基金F收益-2股份,EMCDF
匯豐環球投資基金-環球高入息債券ID,THBID
利安資金日本基金(美元),SJPU
聯博-中國時機基金I級別美元,ABGCHIUSD
貝萊德多元資產基金HedgedC2美元,BLKMAHCT
法巴百利達歐洲高股息股票基金-月配RH(美元),LU1022397928
鋒裕基金-美國高息U股南非幣收益(穩定配息),PIMUSYZIUSD
瑞士寶盛股票基金系列-精品基金,LU0329431018
MFS全盛基金系列-MFS全盛美國政府債券基金C1(美元),MFMUGCR
NN(L)環球高收益基金X股對沖級別澳幣(月配息),NNGHYXDAUDH
匯豐環球投資基金-亞太收益增長股票AM,TAPHM
鋒裕基金-歐洲研究I2(歐元),PIMERHUI
富達基金－中國聚焦基金(美元),LU0173614495
駿利資產管理基金-駿利美國創業基金A美元累計,JANVTA1
施羅德環球基金系列-歐元政府債券C類股份-累積單位,IEUBF
NN(L)新興市場債券基金X股對沖級別南非幣(月配息),NNEMDHXDZARH
富達基金－美元債券基金(A股月配息),LU0168055563
聯博-美國成長基金SD月配級別美元,ABAGPSDUSD
天達環球策略基金-美元貨幣基金C收益股份,GUS310
美盛銳思美國小型公司基金A類股歐元累積型,IE00B19Z6G02
瑞銀(盧森堡)亞洲全方位債券基金(美元)(月配息),10532247
駿利資產管理基金-駿利環球科技基金A美元累計,JANGTA1
施羅德環球基金系列-日本優勢(美元對沖)A類股份-累積單位,LJLCA
鋒裕基金-中國股票U2,PIMCEU2USD
匯豐環球投資基金-亞洲小型公司股票(日本除外)ID,TAJSD
富達基金-德國基金A股累計美元避險,LU1046421878
NN(L)科技基金X股美元,NNITXUSD
施羅德環球基金系列-美國小型公司A1類股份-累積單位,IUSCG
先機全球新興市場基金B類收益股(美元),SKANB27
瀚亞投資─優質公司債基金Andm(紐幣避險月配),UCS
富蘭克林坦伯頓全球投資系列-美元短期票券基金美元A(Mdis)股,0817
宏利環球基金-亞洲股票基金AA股,MGF03
新加坡大華亞洲成長良機基金(美元),USD-UAGO
法巴百利達巴西股票基金C(美元),LU0265266980
聯博-新興市場債券基金IT股美元,ABEMDITUSD
法儲銀盧米斯賽勒斯美國探索基金R-AEUR,LU0147925118
聯博-新興市場價值基金I股美元,ABEMVIUSD
鋒裕基金-歐洲研究A2(歐元),PIMERHU
天達環球策略基金-環球特許品牌基金C收益股份,GFFC
鋒裕基金-亞洲股票(不含日本)A2(歐元),PIMPEU
匯豐環球投資基金-全球股票氣候變化概念股票IC,TCMIC
鋒裕基金-新興市場債券A2,PIMEMBA2
法儲銀富鑫新興亞洲基金R-AEUR,LU0147918766
柏瑞環球基金-柏瑞環球新興市場當地貨幣債券基金A6HD,AEMLA6HD
施羅德環球基金系列-新興市場A1類股份-累積單位,IEMKG
瀚亞投資─中國股票基金Azdmc1(南非幣避險穩定月配),CE5
貝萊德亞洲巨龍基金A2歐元,BLKDRUMA
貝萊德新興市場債券基金C2美元,BLKMMKCC
MFS全盛基金系列-MFS全盛歐洲研究基金AH1美元避險,MFSERAH
摩根歐洲動力基金－摩根歐洲動力(美元對沖)-A股(累計),EUDHAU
景順日本小型企業基金A-年配息股美元,2120AD
富達基金-全球入息基金A股H月配息澳幣避險,LU1005136848
保德信WIP新興市場固定收益基金AX,LU0168400413
新加坡大華全球金融基金(星幣),UGCF
NN(L)歐元高股息基金X股歐元,NNEHDXEUR
駿利資產管理基金-駿利靈活入息基金A美元入息,JANFIA1
瀚亞投資─優質公司債基金Adm(美元月配),IUCBUM
施羅德環球基金系列-亞洲收益股票C類股份-配息單位,IAEYC
駿利資產管理基金-駿利策略Alpha基金A股歐元累計(對沖),JAACA1E
聯博-國際科技基金C股美元,ABITFCUSD
貝萊德日本特別時機基金HedgedA2美元,BLKJSCOA
富蘭克林坦伯頓全球投資系列-潛力歐洲基金美元B(acc)股,0274
景順歐元儲備基金C股歐元,2057CC
鋒裕基金-歐洲潛力T2(美元對沖),PIMEPLTH
聯博-全球高收益債券基金B股美元,ABGHYBUSD
鋒裕基金-歐洲潛力A2,PIMEPL
富達基金－德國基金,LU0048580004
NN(L)亞洲高股息基金P股美元,NNAHDPUSD
聯博-日本策略價值基金C股歐元,ABJSVCEUR
瑞聯UBAM美國價值股票基金美元AC,LU0045841987
德意志可轉債USDFCH,LU0273179522
MFS全盛基金系列-MFS全盛美國價值基金B1(美元),MFSVAB1
瑞銀(盧森堡)美國精選股票基金(美元),512728
天利(盧森堡)-全球新興市場短期債券基金(歐元),000AMESTAUE
天達環球策略基金-環球動力股息基金C累積股份,GEE852
霸菱新興市場當地貨幣債券基金-I類美元配息型,EMINC-CI
百達-日本精選-R日元,LU0176901758
施羅德環球基金系列-新興市場債券C類股份-累積單位,IEMDF
法儲銀盧米斯賽勒斯全球機會債券基金R-DUSD,IE00B00P2K84
GAMStar中華股票基金-AUSD,IE00B1W3X048
貝萊德世界金融基金A2歐元,BLKMEFMA
鋒裕基金-美元短期債券B2,PIMUSDB
匯豐環球投資基金-中國股票AD,TCHIE
聯博-美國前瞻主題基金A股美元,ABUSTRAUSD
瑞銀(盧森堡)美元債券基金,608429
MFS全盛基金系列-MFS全盛全球研究基金I1(美元),MFRIIU1
宏利環球基金-美國特別機會基金AAInc,MGF24
鋒裕基金-策略收益T股南非幣收益(穩定配息),PIMSTIZITSD
富達基金－全球實質資產基金(Y類股份累計股份-美元),LU0417495719
施羅德環球基金系列-環球債券C類股份-累積單位,IGLBF
貝萊德新興市場當地債券基金C2美元,BLKSDBCT
GAMStar歐洲股票基金累積單位-歐元,IE0002987190
富蘭克林坦伯頓全球投資系列－新興國家固定收益基金美元B(Mdis)股,1050
美盛凱利美國積極成長基金A類股美元配息型(A),IE00B19Z9P08
富達基金-美元債券基金(美元累積),LU0261947682
瀚亞投資─優質公司債基金Andmc1(紐幣避險穩定月配),UCP
先機新興市場債券基金A類累積避險(澳幣),SKANA143
路博邁投資基金-NB新興市場本地貨幣債券基金T月配息類股(南非幣),IE00BTLWSW54
貝萊德環球政府債券基金A3美元,BLKJUBAA
MFS全盛基金系列-MFS全盛美國政府債券基金B1(美元),MFMUGBA
富蘭克林坦伯頓全球投資系列-美國政府基金美元A(Mdis)股,0812
聯博-全球複合型股票基金A股歐元,ABGEBAEUR
鋒裕基金-歐洲研究A2,PIMERH
NN(L)全球機會股票基金X股美元,NNGEOXUSD
貝萊德亞洲老虎債券基金A3美元,BLKTIBMA
瀚亞投資─歐洲投資等級債券基金Aedm(歐元月配),IOEIEM
首域環球傘型基金-首域全球新興市場領先基金-第四類股-USD,FSIFGEML4
富達基金－歐元現金基金,LU0064964074
資本集團歐元債券基金(盧森堡)T(美元),CIFEBFTUSD
駿利資產管理基金-駿利平衡基金A股歐元累計(對沖),JABAA1E
路博邁投資基金-NB高收益債券基金I累積類股(美元),IE00B12VW565
聯博-全球高收益債券基金C2股歐元避險,ABGHYC2HEDGE
富蘭克林坦伯頓全球投資系列-歐洲高收益基金歐元A(Mdis)股,0486
富達基金-亞洲小型企業基金Y股累計美元,LU0702159939
貝萊德拉丁美洲基金D2歐元,BLKLAADE
匯豐環球投資基金-亞太收益增長股票IC,TAPHI
瑞銀(盧森堡)美國小型股票基金(美元),618344
愛德蒙得洛希爾印度基金(B),EDR16
聯博-全球價值型基金AD月配澳幣避險級別,ABGVPADAUDH
駿利資產管理基金-駿利高收益基金A美元入息,JANHYA1
富蘭克林坦伯頓全球投資系列-新興國家固定收益基金美元A(Qdis)股,0813
路博邁投資基金-NB高收益債券基金C2月配息類股(美元),IE00B9276T22
貝萊德世界健康科學基金C2美元,BLKMWHCC
景順新興市場債券基金A(歐元對沖)股歐元,1013A6
美盛QSMV歐洲收益股票基金A類股歐元增益配息型(M),IE00BQJZX200
施羅德環球基金系列-歐元債券C類股份-配息單位,IEBOC
木星中國基金(ACC)-美元,GB00B1DTDX49USD
聯博-歐洲收益基金I2股美元避險,ABEIOPI2USDH
聯博-房貸收益基金SA(穩定月配)級別美元,ABMOPSAUSD
聯博-精選美國股票基金S級別美元,ABSUESUSD
富蘭克林坦伯頓全球投資系列-精選收益基金歐元A(Mdis)股,0429
天達環球策略基金-高收入債券基金I累積股份(美元避險),GEH613
天利投資專業基金-天利全球股票收入基金第一類淨收入(美元),000TGEDRNILN
富達基金-新興亞洲基金(歐元),LU0329678253
施羅德環球基金系列-瑞士股票A1類股份-累積單位,ISWEG
百達-保安-R歐元,LU0270905242
未來資產亞洲卓越消費股票基金-A(美元),RBS005
鋒裕基金-日本股票A2(歐元),PIMJPEU
鋒裕基金-環球高收益A2(歐元),PIMGHYUA2
景順亞洲平衡基金A-月配息股美元,2000AM
天達環球策略基金-環球策略收益基金F收益-2股份,GHIF
路博邁投資基金-NB美國房地產基金I累積類股(美元),IE00B0T0GP78
富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元A(Ydis)股,1012
施羅德環球基金系列-環球股債收息基金A類股份-配息單位(美元),IGMIA
駿利資產管理基金-駿利高收益基金B美元累計,JANHYB2
聯博-美國成長基金A股美元,ABAGPAUSD
鋒裕基金-策略收益U2,PIMSTIU2
GAMStar亞洲股票基金累積單位-美元,IE00B1D7Z989
瑞銀(盧森堡)保健股票基金(美元),855245
天達環球策略基金-投資評級公司債券基金C收益-2股份(歐元避險),GDHCEH
聯博-印度成長基金I股美元,ABIGFIUSD
利安資金越南基金(美元),LGVU2
聯博-歐元區策略價值基金A股歐元,ABESVAEUR
NN(L)投資級公司債基金Y股美元(月配息),NNUSCYDUSD
利安資金新加坡信託基金(新元),SSTF
聯博-美國收益基金I股歐元,ABAIPIEUR
景順韓國基金A-年配息股美元,1037AY
聯博-房貸收益基金S1X級別美元,ABSMDS1USD
富達基金－美國基金,LU0048573561
首域環球傘型基金-首域亞洲增長基金-第四類股-USD,FSIFAG4
天達環球策略基金-環球策略管理基金C收益-2股份(月配),GBG698
MFS全盛基金系列-MFS全盛有限償還期基金C2(美元),MFMLMC1
駿利資產管理基金-駿利環球研究基金A美元累計,JANGRAD
德意志歐洲小型LD,LU0236146857
摩根美國複合收益基金－摩根美國複合收益(美元)－A股(累計),UABAAU
瀚亞投資─亞洲債券基金Azdm(南非幣避險月配),ABZ
GAMStar日本股票基金累積單位-日圓,IE0003014572
施羅德環球基金系列-亞洲收益股票A1類股份-累積單位,IAEYG
PIMCO全球債券(美國除外)基金-E級類別(收息股份),PIMCO-BXN
富蘭克林坦伯頓全球投資系列－天然資源基金美元B(acc)股,1146
施羅德環球基金系列-新興亞洲C類股份-累積單位,IEMAF
施羅德環球基金系列-環球股息基金A類股份-累積單位,IGEED
安本環球-歐洲股息基金A2(基本貨幣避險-美元),AEEUEINCH
駿利資產管理基金-駿利高收益基金A美元累計,JANHYA2
施羅德環球基金系列-環球通貨膨脹連繫債券C類股份-累積單位,IGRRF
NN(L)美國高股息基金X股對沖級別澳幣(月配息),NNUSHDXDAUDH
富蘭克林坦伯頓全球投資系列-天然資源基金美元A(acc)股,0419
摩根太平洋科技基金,JFPATT
路博邁投資基金-NB高收益債券基金C2週配息類股(美元),IE00B7VT9G37
瑞銀(盧森堡)策略基金-增長型(美元),601326
安盛環球基金-泛靈頓新興市場基金ACap,AXAWFEM
首域環球傘型基金-首域世界領先基金,FSIF100I
路博邁投資基金-NB美國房地產基金B累積類股(南非幣),IE00BCDYZB81
德盛金磚四國基金─AT累積類股(美元),AGIF-FR1
德意志全球主題NC,LU0298697664
霸菱新興市場當地貨幣債券基金-I類歐元配息型,EMINCU-CI
駿利資產管理基金-駿利平衡基金A股澳幣累計(對沖),JBALAAA
駿利資產管理基金-駿利平衡基金V股美元入息,JBVUSDI
瑞銀(盧森堡)大中華股票基金(美元),547581
摩根基金-摩根新興市場企業債券(美元)-A股(累計),EMCAAU
聯博-亞洲股票基金AD股美元,ABAXJADUSD
美盛西方資產新興市場總回報債券基金優類股美元累積型,IE00B23Z9R57
NN(L)環球高收益基金P股對沖級別歐元,NNGHYPEURH
瑞銀(盧森堡)策略基金-股票型(歐元),564500
德盛全球永續發展基金─A配息類股(歐元),AGIF-FS4
NN(L)亞洲債券基金Y股美元(月配息),NNADHYDUSD
NN(L)環球高收益基金X股對沖級別歐元,NNGHYXEURH
瑞士寶盛股票基金系列-天然資源基金,LU0303760564
富達基金-中國內需消費基金(歐元累積),LU0594300096
聯博-全球債券基金I2股歐元避險,ABGBPI2HEDGE
聯博-全球複合型股票基金B股歐元,ABGEBBEUR
富蘭克林坦伯頓全球投資系列-美國中小成長基金美元B(acc)股,0670
聯博-房貸收益基金B2X級別美元,ABSMDB2USD
MFS全盛基金系列-MFS全盛歐洲研究基金IH1美元避險,MFSERIH
施羅德環球基金系列-新興市場A類股份-配息單位,IEMKA
景順環球高收益債券基金C(歐元對沖)股歐元,1064C6
鋒裕基金-中國股票B2,PIMCEBUSD
富達基金-全球策略債券基金(美元累積),LU0594300849
景順歐洲大陸企業基金C(美元對沖)股美元,1019C7
鋒裕基金-新興歐洲及地中海股票A2,PIMEEE
先機大中華股票基金B類累積(美元),SKANB07
富達基金-歐元債券基金A股累計美元避險,LU1046421522
歐義銳榮日本債券基金R,LU0090978643
鋒裕基金-美元綜合債券A2,PIMUABA2
聯博-全球高收益債券基金BT股歐元避險,ABGHYBTHEDGE
先機歐洲股票基金C類累積(歐元),SKANI13
NN(L)環球高股息基金Y股對沖級別澳幣(月配息),NNGHDYDAUDH
貝萊德環球特別時機基金A2歐元,BLKMEYAA
富蘭克林坦伯頓外國基金A股,104
先機完全回報美元債券基金B類累積(美元),SKANB04
聯博-精選美國股票基金I股歐元,ABSUEIEUR
德意志亞洲首選FC,LU0145649181
施羅德環球基金系列-印度股票A1類股份-累積單位,IINDG
聯博-美國收益基金A股歐元,ABAIPAEUR
貝萊德美國增長型基金A2歐元,BLKGROEA
景順新興貨幣債券基金A-月配息(澳幣對沖-利率入息)股澳幣,2036DK
貝萊德環球高收益債券基金A3美元,BLKJHXAA
MFS全盛基金系列-MFS全盛歐洲價值基金A1(美元),MFEVAU1
施羅德環球基金系列-新興市場債券A類股份-配息單位,IEMDA
路博邁投資基金-NB美國房地產基金C2累積類股(南非幣),IE00BCDYZD06
瑞銀(盧森堡)金融股票基金(歐元),823131
先機環球債券基金A類收益股(美元),SKANA111
NN(L)日本股票基金Y股對沖級別美元,NNJEYUSDH
貝萊德新興市場當地債券基金C2歐元,BLKLSDCT
聯博-日本策略價值基金AD月配美元避險級別,ABJSVADUSDH
天利(盧森堡)-美國高收入債券基金I(歐元避險),000THUHIEH
瑞銀(盧森堡)巴西債券基金(美元)(月配息),12920501
駿利資產管理基金-駿利環球房地產基金B美元累計,JANREB2
NN(L)歐洲新興市場股票基金P股歐元,NNEEEPEUR
鋒裕基金-新興市場當地貨幣債券A2(歐元),PIMEMBLCAEUR
景順新興貨幣債券基金A-固定月配息股美元,2036AF
駿利資產管理基金-駿利美國短期債券基金A美元入息,JANSTA1
霸菱大東協基金-A類美元配息型,HBPF
宏利環球基金－巨龍增長基金AA股(港幣),MGF21
匯豐環球投資基金-環球高收益債券AMHAUD,TGYAU
法儲銀富鑫新興亞洲基金R-DUSD,LU0084288322
MFS全盛基金系列-MFS全盛美國政府債券基金A1(美元),MFMUGAA
施羅德環球基金系列-環球債券(美元對沖)C類股份-累積單位,LGLBF
瑞銀(盧森堡)美元基金,594601
天達環球策略基金-環球策略股票基金C收益股份,GPRC
聯博-全球債券基金A股歐元,ABGBPAEUR
駿利資產管理基金-駿利環球房地產基金A美元累計,JANREA2
愛德蒙得洛希爾中國基金(T),EDR10
天達環球策略基金-新興市場公司債券基金C收益-2股份(澳幣避險IRD，月配),EMC749
聯博-前瞻主題基金I股歐元,ABGTRIEUR
施羅德環球基金系列-中東海灣C類股份-累積單位(歐元),AMIDF
法巴百利達全球能源股票基金C(美元),LU0823414478
聯博-全球債券基金BT股歐元,ABGBPBTEUR
貝萊德新能源基金C2美元,BLKMNECC
聯博-全球債券基金S12股美元,ABGBPS12USD
新加坡大華新興市場債券基金(美元),USD-UGEM
德意志可轉債LC,LU0179219752
駿利資產管理基金-駿利高收益基金I股歐元累計(對沖),JAHYIIE
法儲銀盧米斯賽勒斯新興市場債券型基金R-DUSD,LU0477146053
法巴百利達全球公用事業股票基金-月配(美元),LU0950376581
聯博-國際科技基金S1股歐元,ABITFS1EUR
