基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-08-10,24.580000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-08-11,24.490000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-08-12,24.390000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-08-10,22.390000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-08-11,22.170000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-08-12,21.800000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-08-10,18.080000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-08-11,17.920000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-08-12,17.920000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-08-10,16.460000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-08-11,16.220000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-08-12,16.010000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-08-10,22.080000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-08-11,21.880000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-08-12,21.880000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-08-10,22.420000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-08-11,22.220000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-08-12,22.220000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-08-10,25.830000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-08-11,25.830000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-08-12,25.700000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-08-10,29.570000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-08-11,29.560000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-08-12,30.060000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-08-10,26.930000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-08-11,26.760000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-08-12,26.860000
