基金代碼,基金名稱,日期,基金淨值
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-11,23.760000
000AEFGLIU,天利(盧森堡)-環球資產配置基金I(美元),2015-09-14,23.720000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-11,21.050000
000AEFGLIUE,天利(盧森堡)-環球資產配置基金I(歐元),2015-09-14,21.000000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-11,16.970000
000AMEFEUA,天利(盧森堡)-美國選擇基金(美元),2015-09-14,16.890000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-11,15.040000
000AMEFEUAE,天利(盧森堡)-美國選擇基金(歐元),2015-09-14,14.960000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-11,20.760000
000AMEFEUAEH,天利(盧森堡)-美國選擇基金(歐元避險),2015-09-14,20.660000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-11,21.100000
000AMEFIEH,天利(盧森堡)-美國選擇基金I(歐元避險),2015-09-14,21.000000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-11,25.360000
000AMEGEMIEH,天利(盧森堡)-新興市場公司債券基金I(歐元避險),2015-09-14,25.360000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-11,26.700000
000AMEGLEE,天利(盧森堡)-全球能源股票基金(美元),2015-09-14,26.420000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-11,23.660000
000AMEGLEEE,天利(盧森堡)-全球能源股票基金(歐元),2015-09-14,23.390000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-11,19.720000
000AMEGLEEEH,天利(盧森堡)-全球能源股票基金(歐元避險),2015-09-14,19.510000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-11,29.290000
000AMEHIBA,天利(盧森堡)-美國高收入債券基金(美元),2015-09-14,29.280000
000AMEHIBAE,天利(盧森堡)-美國高收入債券基金(歐元),2015-09-11,25.950000
