類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	11.94	11.86	0.08
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.11	16.02	0.09
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.57	30.41	0.16
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.26	22.27	-0.01
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.02	27.12	-0.1
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.89	16.92	-0.03
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2914	12.2912	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.16	8.21	-0.05
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.6	9.6	0
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.83	9.82	0.01
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.45	10.46	-0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.42	10.43	-0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.9878	9.995	-0.0072
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2977	9.3043	-0.0066
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.1506	10.1499	0.0007
AA2	A0001	兆豐國際投信	38592074A	兆豐國際中國A股基金(台幣)	TWD	10.04	10.09	-0.05
AA2	A0001	兆豐國際投信	38592074B	兆豐國際中國A股基金(美金)	USD	9.92	9.96	-0.04
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	19.58	19.41	0.17
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	12.06	11.98	0.08
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	175.024	175.021	0.003
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	16.64	16.69	-0.05
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	18.9	18.75	0.15
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.89	13.96	-0.07
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	24.35	23.92	0.43
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9973	14.9971	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.14	7.06	0.08
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.3412	14.4505	-0.1093
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	10.7864	10.9206	-0.1342
AC23	A0003	第一金投信	25593418C	第一金全球高收益債券基金A-美元	USD	9.6922	9.7662	-0.074
AC23	A0003	第一金投信	25593418D	第一金全球高收益債券基金B-美元	USD	9.6525	9.7662	-0.1137
AA2	A0003	第一金投信	25620512A	第一金中國世紀基金	TWD	7.95	7.99	-0.04
AA2	A0003	第一金投信	25620512B	第一金中國世紀基金-人民幣	CNY	9.78	9.82	-0.04
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.56	10.59	-0.03
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	13.08	12.94	0.14
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.3596	9.3718	-0.0122
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	7.8301	7.8403	-0.0102
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.1076	10.0924	0.0152
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.4031	9.4189	-0.0158
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	9.24	9.31	-0.07
AB2	A0003	第一金投信	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	9.8037	9.8	0.0037
AB2	A0003	第一金投信	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	9.8037	9.8	0.0037
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.1604	7.1653	-0.0049
