類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.48	12.5	-0.02
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.67	16.65	0.02
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	32.1	31.96	0.14
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	23.2	23.27	-0.07
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	28.32	28.41	-0.09
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	18.02	18.12	-0.1
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2898	12.2893	0.0005
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.57	8.51	0.06
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.99	10.01	-0.02
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	10.21	10.17	0.04
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.52	10.49	0.03
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.49	10.46	0.03
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	10.0442	10.014	0.0302
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.3501	9.3221	0.028
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.1448	10.1426	0.0022
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	20.64	20.62	0.02
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	12.82	12.79	0.03
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	175.004	174.996	0.008
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.52	17.46	0.06
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	19.95	19.94	0.01
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.62	14.58	0.04
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	26.03	25.94	0.09
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9955	14.9948	0.0007
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.67	7.71	-0.04
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.5234	14.4685	0.0549
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	10.9757	10.9342	0.0415
AC23	A0003	第一金投信	25593418C	第一金全球高收益債券基金A-美元	USD	9.8039	9.7811	0.0228
AC23	A0003	第一金投信	25593418D	第一金全球高收益債券基金B-美元	USD	9.8039	9.7811	0.0228
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.78	10.74	0.04
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	13.92	13.94	-0.02
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.3417	9.2832	0.0585
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	7.858	7.8088	0.0492
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.1048	10.09	0.0148
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.4305	9.4167	0.0138
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	9.93	9.85	0.08
AB2	A0003	第一金投信	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	9.9212	9.8911	0.0301
AB2	A0003	第一金投信	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	9.9212	9.8911	0.0301
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.2377	7.1545	0.0832
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.7324	5.6666	0.0658
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	24.77	24.82	-0.05
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	19.84	19.83	0.01
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	22.44	22.47	-0.03
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	41.04	41.14	-0.1
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.87	13.81	0.06
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.9531	11.9177	0.0354
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.05	4.99	0.06
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.7857	9.6864	0.0993
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.5041	7.4045	0.0996
