類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	11.75	11.78	-0.03
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	16	15.97	0.03
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	31.48	31.26	0.22
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	21.84	21.81	0.03
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	26.41	26.41	0
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	17.76	17.34	0.42
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2927	12.2925	0.0002
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.4	8.29	0.11
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	9.69	9.58	0.11
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.2	10.07	0.13
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.47	10.46	0.01
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.45	10.43	0.02
AC23	A0001	兆豐國際投信	T0007A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.9814	9.9641	0.0173
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2552	9.2392	0.016
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.1557	10.155	0.0007
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	10.03	10.07	-0.04
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	9.92	9.96	-0.04
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	19.25	19.23	0.02
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	11.85	11.83	0.02
AD1	A0003	第一金投信	T0306Y	01032249	第一金全家福貨幣市場基金	TWD	175.041	175.039	0.002
AA2	A0003	第一金投信	T0331Y	10338642	第一金全球大趨勢基金	TWD	17.05	16.83	0.22
AA1	A0003	第一金投信	T0318Y	15739619	第一金大中華基金	TWD	18.36	18.43	-0.07
AA2	A0003	第一金投信	T0316Y	17612378	第一金亞洲科技基金	TWD	13.97	13.98	-0.01
AA1	A0003	第一金投信	T0314Y	19341318	第一金電子基金	TWD	23.87	23.87	0
AD1	A0003	第一金投信	T0310Y	20081472	第一金台灣貨幣市場基金	TWD	14.9988	14.9986	0.0002
AA1	A0003	第一金投信	T0311Y	20092528	第一金店頭市場基金	TWD	6.98	7.02	-0.04
AC23	A0003	第一金投信	T0332A	25593418A	第一金全球高收益債券基金A	TWD	14.4873	14.411	0.0763
AC23	A0003	第一金投信	T0332B	25593418B	第一金全球高收益債券基金B	TWD	10.8963	10.8389	0.0574
AC23	A0003	第一金投信	T0332C	25593418C	第一金全球高收益債券基金A-美元	USD	9.7932	9.7408	0.0524
AC23	A0003	第一金投信	T0332D	25593418D	第一金全球高收益債券基金B-美元	USD	9.753	9.7009	0.0521
AA2	A0003	第一金投信	T0334Y	25620512A	第一金中國世紀基金	TWD	7.92	7.95	-0.03
AA2	A0003	第一金投信	T0334A	25620512B	第一金中國世紀基金-人民幣	CNY	9.73	9.78	-0.05
AA2	A0003	第一金投信	T0335Y	25652648	第一金亞洲新興市場基金	TWD	10.64	10.6	0.04
AA1	A0003	第一金投信	T0336Y	26202396	第一金創新趨勢基金	TWD	12.82	12.87	-0.05
AC21	A0003	第一金投信	T0337A	26297013A	第一金新興市場投資等級債券基金A	TWD	9.3365	9.3417	-0.0052
AC21	A0003	第一金投信	T0337B	26297013B	第一金新興市場投資等級債券基金B	TWD	7.8107	7.8151	-0.0044
AC21	A0003	第一金投信	T0341A	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.0791	10.0822	-0.0031
AC21	A0003	第一金投信	T0341B	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3766	9.3795	-0.0029
AA2	A0003	第一金投信	T0342Y	31909908	第一金全球資源基金	TWD	9.65	9.45	0.2
AB2	A0003	第一金投信	T0343A	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	9.8829	9.8254	0.0575
AB2	A0003	第一金投信	T0343B	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	9.8829	9.8254	0.0575
AG	A0003	第一金投信	T0326A	48892846A	第一金全球不動產證券化基金A	TWD	7.3379	7.2852	0.0527
AG	A0003	第一金投信	T0326B	48892846B	第一金全球不動產證券化基金B	TWD	5.769	5.7276	0.0414
AA1	A0003	第一金投信	T0313Y	73989002	第一金小型精選基金	TWD	22.89	22.84	0.05
AB1	A0003	第一金投信	T0320Y	99353151	第一金中概平衡基金	TWD	18.69	18.73	-0.04
AB1	A0004	匯豐中華投信	T0405Y	00971080	匯豐安富基金	TWD	21.83	21.83	0
AA1	A0004	匯豐中華投信	T0408Y	01031298	匯豐龍鳳基金	TWD	39.09	39.14	-0.05
AA2	A0004	匯豐中華投信	T0417Y	18031954	匯豐太平洋精典基金	TWD	13.51	13.55	-0.04
AA2	A0004	匯豐中華投信	T0436Y	25500903	匯豐中國動力基金	TWD	12.37	12.42	-0.05
AE22	A0004	匯豐中華投信	T0438Y	25617919	匯豐雙高收益債券組合基金	TWD	11.9628	11.9605	0.0023
AA2	A0004	匯豐中華投信	T0439Y	25651866	匯豐黃金及礦業股票型基金	TWD	5.05	5.03	0.02
AC21	A0004	匯豐中華投信	T0440A	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.838	9.8377	0.0003
AC21	A0004	匯豐中華投信	T0440B	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.5577	7.5574	0.0003
AC23	A0004	匯豐中華投信	T0443A	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.422	11.3868	0.0352
AC23	A0004	匯豐中華投信	T0443B	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.5281	9.4929	0.0352
AA2	A0004	匯豐中華投信	T0447Y	26335699	匯豐拉丁美洲基金	TWD	8.73	8.84	-0.11
AC23	A0004	匯豐中華投信	T0449Y	26396604A	匯豐中國點心高收益債券基金(台幣不配息)	TWD	11.2763	11.2604	0.0159
AC23	A0004	匯豐中華投信	T0449A	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.3201	2.319	0.0011
AC23	A0004	匯豐中華投信	T0449B	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2122	2.2112	0.001
AC23	A0004	匯豐中華投信	T0449C	26396604D	匯豐中國點心高收益債券基金(台幣配息)	TWD	10.9798	10.9643	0.0155
AC23	A0004	匯豐中華投信	T0449D	26396604E	匯豐中國點心高收益債券基金(美元不配息)	USD	0.378	0.3774	0.0006
AC23	A0004	匯豐中華投信	T0449E	26396604F	匯豐中國點心高收益債券基金(美元配息)	USD	0.368	0.3674	0.0006
AA2	A0004	匯豐中華投信	T0453Y	38482745	匯豐中國A股匯聚基金	TWD	10.26	10.32	-0.06
AA2	A0004	匯豐中華投信	T0425Y	48686374	匯豐金磚動力基金	TWD	11.9	11.94	-0.04
AE22	A0004	匯豐中華投信	T0427Y	48745129	匯豐五福全球債券組合基金	TWD	12.8543	12.8488	0.0055
AA2	A0004	匯豐中華投信	T0428Y	48784327	匯豐新鑽動力基金	TWD	9.44	9.43	0.01
AE21	A0004	匯豐中華投信	T0429Y	48865209	匯豐全球趨勢組合基金	TWD	10.09	9.95	0.14
AA2	A0004	匯豐中華投信	T0431Y	48925001	匯豐全球關鍵資源基金	TWD	7.96	7.8	0.16
AA1	A0004	匯豐中華投信	T0415Y	73987671	匯豐台灣精典基金	TWD	18.54	18.56	-0.02
AA1	A0004	匯豐中華投信	T0406Y	76941376	匯豐成功基金	TWD	30.13	30.15	-0.02
AA1	A0004	匯豐中華投信	T0410Y	92017794	匯豐龍騰電子基金	TWD	26.23	26.26	-0.03
AD1	A0004	匯豐中華投信	T0411Y	92025871	匯豐富泰貨幣市場基金	TWD	15.6886	15.6884	0.0002
