類型代號	公司代號	公司名稱	受益憑證代號	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	T0102Y	00965469	兆豐國際第一基金	TWD	11.83	11.67	0.16
AB1	A0001	兆豐國際投信	T0105Y	00971976	兆豐國際萬全基金	TWD	16.08	16.01	0.07
AA2	A0001	兆豐國際投信	T0104Y	00992769	兆豐國際全球基金	TWD	32.57	32.27	0.3
AA1	A0001	兆豐國際投信	T0103Y	01050148	兆豐國際國民基金	TWD	22.1	21.87	0.23
AA1	A0001	兆豐國際投信	T0110Y	10341837	兆豐國際豐台灣基金	TWD	26.7	26.46	0.24
AA2	A0001	兆豐國際投信	T0109Y	14699772	兆豐國際生命科學基金	TWD	18.43	18.54	-0.11
AD1	A0001	兆豐國際投信	T0101Y	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2943	12.2941	0.0002
AA2	A0001	兆豐國際投信	T0112Y	25637773	兆豐國際綠鑽基金	TWD	8.5	8.48	0.02
AA2	A0001	兆豐國際投信	T0114Y	26278352	兆豐國際全球高股息基金	TWD	9.85	9.85	0
AA2	A0001	兆豐國際投信	T0115Y	26299315	兆豐國際民生動力基金	TWD	10.25	10.3	-0.05
AE22	A0001	兆豐國際投信	T0116A	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.53	10.52	0.01
AE22	A0001	兆豐國際投信	T0116Y	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.5	10.49	0.01
AC23	A0001	兆豐國際投信	T0007A	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	10.0523	10.043	0.0093
AC23	A0001	兆豐國際投信	T0117B	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.321	9.3123	0.0087
AD2	A0001	兆豐國際投信	T0118Y	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.1617	10.1609	0.0008
AA2	A0001	兆豐國際投信	T0119A	38592074A	兆豐國際中國A股基金(台幣)	TWD	10.17	10.07	0.1
AA2	A0001	兆豐國際投信	T0119B	38592074B	兆豐國際中國A股基金(美金)	USD	10.07	9.96	0.11
AA1	A0001	兆豐國際投信	T0108Y	73991751	兆豐國際電子基金	TWD	19.66	19.33	0.33
AA1	A0001	兆豐國際投信	T0107Y	81584996	兆豐國際中小基金	TWD	12.01	11.8	0.21
AD1	A0003	第一金投信	T0306Y	01032249	第一金全家福貨幣市場基金	TWD	175.061	175.059	0.002
AA2	A0003	第一金投信	T0331Y	10338642	第一金全球大趨勢基金	TWD	17.45	17.42	0.03
AA1	A0003	第一金投信	T0318Y	15739619	第一金大中華基金	TWD	18.83	18.57	0.26
AA2	A0003	第一金投信	T0316Y	17612378	第一金亞洲科技基金	TWD	14.34	14.2	0.14
AA1	A0003	第一金投信	T0314Y	19341318	第一金電子基金	TWD	23.84	23.36	0.48
AD1	A0003	第一金投信	T0310Y	20081472	第一金台灣貨幣市場基金	TWD	15.0006	15.0004	0.0002
AA1	A0003	第一金投信	T0311Y	20092528	第一金店頭市場基金	TWD	7.06	7	0.06
AC23	A0003	第一金投信	T0332A	25593418A	第一金全球高收益債券基金A	TWD	14.5099	14.5095	0.0004
AC23	A0003	第一金投信	T0332B	25593418B	第一金全球高收益債券基金B	TWD	10.9132	10.913	0.0002
AC23	A0003	第一金投信	T0332C	25593418C	第一金全球高收益債券基金A-美元	USD	9.8109	9.8087	0.0022
AC23	A0003	第一金投信	T0332D	25593418D	第一金全球高收益債券基金B-美元	USD	9.7707	9.7685	0.0022
AA2	A0003	第一金投信	T0334Y	25620512A	第一金中國世紀基金	TWD	8.05	7.97	0.08
AA2	A0003	第一金投信	T0334A	25620512B	第一金中國世紀基金-人民幣	CNY	9.88	9.77	0.11
AA2	A0003	第一金投信	T0335Y	25652648	第一金亞洲新興市場基金	TWD	10.7	10.62	0.08
AA1	A0003	第一金投信	T0336Y	26202396	第一金創新趨勢基金	TWD	13.13	12.96	0.17
AC21	A0003	第一金投信	T0337A	26297013A	第一金新興市場投資等級債券基金A	TWD	9.3329	9.3307	0.0022
AC21	A0003	第一金投信	T0337B	26297013B	第一金新興市場投資等級債券基金B	TWD	7.8077	7.8059	0.0018
AC21	A0003	第一金投信	T0341A	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	10.039	10.0403	-0.0013
AC21	A0003	第一金投信	T0341B	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3392	9.3405	-0.0013
AA2	A0003	第一金投信	T0342Y	31909908	第一金全球資源基金	TWD	9.6	9.6	0
AB2	A0003	第一金投信	T0343A	38539992A	第一金全球多重資產入息平衡基金(累積型)	TWD	9.9743	9.9697	0.0046
AB2	A0003	第一金投信	T0343B	38539992B	第一金全球多重資產入息平衡基金(配息型)	TWD	9.9743	9.9697	0.0046
AG	A0003	第一金投信	T0326A	48892846A	第一金全球不動產證券化基金A	TWD	7.5055	7.5021	0.0034
AG	A0003	第一金投信	T0326B	48892846B	第一金全球不動產證券化基金B	TWD	5.9008	5.8981	0.0027
AA1	A0003	第一金投信	T0313Y	73989002	第一金小型精選基金	TWD	23.35	22.96	0.39
