類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	12.01	12.08	-0.07
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	16.43	16.46	-0.03
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.16	29.99	0.17
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.1	22.22	-0.12
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	27.08	27.19	-0.11
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	16.76	16.7	0.06
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2639	12.2637	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.87	8.8	0.07
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.62	9.58	0.04
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.78	9.71	0.07
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.52	10.53	-0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.52	10.53	-0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.9324	9.93	0.0024
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.3921	9.3898	0.0023
AD2	A0001	兆豐國際投信	38522710	兆豐國際人民幣貨幣市場基金	CNY	10.044	10.0433	0.0007
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	20.19	20.3	-0.11
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	12.61	12.68	-0.07
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	8.52	8.55	-0.03
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.667	174.665	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	13	13.07	-0.07
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	17.15	17.05	0.1
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	19.2	19.24	-0.04
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	14.34	14.35	-0.01
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	25.9	25.9	0
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9654	14.9652	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.89	7.91	-0.02
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	14.5653	14.5737	-0.0084
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.215	11.2214	-0.0064
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.14	7.11	0.03
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.54	10.57	-0.03
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	13.48	13.54	-0.06
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.6018	9.5772	0.0246
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.2491	8.2281	0.021
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.9759	9.9961	-0.0202
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.4298	9.4489	-0.0191
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.61	10.53	0.08
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.5226	7.5584	-0.0358
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	6.0167	6.0453	-0.0286
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	8.39	8.43	-0.04
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	24.28	24.27	0.01
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	11.97	12.03	-0.06
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	18.81	18.88	-0.07
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	21.61	21.65	-0.04
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	38.56	38.68	-0.12
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.78	13.75	0.03
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	10.77	10.73	0.04
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	12.1472	12.155	-0.0078
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.57	5.57	0
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	10.1151	10.1051	0.01
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	8.0324	8.0223	0.0101
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.251	11.2489	0.0021
