類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.26	10.28	-0.02
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	14.74	14.78	-0.04
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	28.13	28.29	-0.16
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.37	22.45	-0.08
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	23.88	23.86	0.02
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.35	14.43	-0.08
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.1948	12.1946	0.0002
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	7.72	7.78	-0.06
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.9	7.96	-0.06
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	8.56	8.61	-0.05
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.46	9.54	-0.08
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.04	10.06	-0.02
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.04	10.06	-0.02
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.5895	9.6104	-0.0209
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.4696	9.5379	-0.0683
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.31	17.37	-0.06
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.09	11.1	-0.01
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.89	10.93	-0.04
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.37	7.36	0.01
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	173.799	173.796	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	10.3	10.3	0
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	15.69	15.79	-0.1
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.08	16.08	0
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.35	13.35	0
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	19.13	19.12	0.01
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.889	14.8888	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	6.78	6.8	-0.02
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	13.7655	13.7811	-0.0156
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.2013	11.2139	-0.0126
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.02	7.11	-0.09
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.17	10.2	-0.03
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.6	11.56	0.04
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.6177	9.6387	-0.021
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.7186	8.7376	-0.019
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	11.51	11.59	-0.08
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.6337	9.6917	-0.058
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.4151	9.4717	-0.0566
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	9.71	9.75	-0.04
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	9.77	9.8	-0.03
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	6.9063	6.9658	-0.0595
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.6441	5.6927	-0.0486
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	6.99	6.97	0.02
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	19.62	19.54	0.08
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.34	10.43	-0.09
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.57	12.55	0.02
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	10.58	10.58	0
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	17.07	17.06	0.01
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.4	20.39	0.01
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	35.28	35.28	0
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.09	13.18	-0.09
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	10.25	10.39	-0.14
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.6713	11.6864	-0.0151
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.69	5.79	-0.1
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.9619	10.0011	-0.0392
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	8.3466	8.3856	-0.039
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	11.0063	11.0258	-0.0195
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.86	9.8795	-0.0195
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	8.75	9.01	-0.26
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣)	TWD	10.8712	10.8705	0.0007
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.2243	2.2257	-0.0014
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2243	2.2257	-0.0014
AA2	A0004	匯豐中華投信	48686374	匯豐金磚動力基金	TWD	10.39	10.58	-0.19
AE22	A0004	匯豐中華投信	48745129	匯豐五福全球債券組合基金	TWD	12.3742	12.3864	-0.0122
AA2	A0004	匯豐中華投信	48784327	匯豐新鑽動力基金	TWD	8.92	9.01	-0.09
