類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.62	10.56	0.06
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	14.9	14.87	0.03
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	29.32	29.04	0.28
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	21.67	21.69	-0.02
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	25.62	25.68	-0.06
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.38	14.34	0.04
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2105	12.2099	0.0006
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	8.24	8.13	0.11
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.8	7.8	0
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	8.91	8.86	0.05
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.67	9.65	0.02
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	9.86	9.86	0
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	9.86	9.86	0
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.1155	9.1063	0.0092
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.9116	8.9026	0.009
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.31	17.27	0.04
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.22	11.15	0.07
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.83	10.82	0.01
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.65	7.61	0.04
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	173.999	173.991	0.008
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	10.6	10.57	0.03
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.43	16.53	-0.1
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	12.84	12.85	-0.01
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	21.48	21.34	0.14
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9064	14.9057	0.0007
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7	6.91	0.09
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.21	7.15	0.06
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.13	9.04	0.09
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.47	11.48	-0.01
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.1686	9.1482	0.0204
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.2416	8.2232	0.0184
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	9.74	9.73	0.01
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	6.626	6.5634	0.0626
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.3746	5.3238	0.0508
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.17	7.13	0.04
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	20.46	20.37	0.09
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.36	10.33	0.03
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	11.72	11.73	-0.01
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	10.98	10.92	0.06
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	17.39	17.38	0.01
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.65	20.62	0.03
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	35.86	35.8	0.06
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.12	13.04	0.08
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	11.07	10.96	0.11
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.4257	11.4346	-0.0089
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.423	9.412	0.011
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	7.6742	7.7061	-0.0319
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	10.6464	10.6345	0.0119
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.3509	9.3877	-0.0368
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	8.56	8.49	0.07
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣)	TWD	10.9096	10.9068	0.0028
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.2298	2.2287	0.0011
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.2101	2.2287	-0.0186
AA2	A0004	匯豐中華投信	48686374	匯豐金磚動力基金	TWD	10.42	10.31	0.11
AE22	A0004	匯豐中華投信	48745129	匯豐五福全球債券組合基金	TWD	12.1763	12.1866	-0.0103
AA2	A0004	匯豐中華投信	48784327	匯豐新鑽動力基金	TWD	8.77	8.7	0.07
AE21	A0004	匯豐中華投信	48865209	匯豐全球趨勢組合基金	TWD	9.41	9.43	-0.02
AA2	A0004	匯豐中華投信	48998019	匯豐全球新富基金	TWD	9.86	9.82	0.04
AA1	A0004	匯豐中華投信	73987671	匯豐台灣精典基金	TWD	16.99	16.96	0.03
AA1	A0004	匯豐中華投信	76941376	匯豐成功基金	TWD	31.52	31.57	-0.05
AA1	A0004	匯豐中華投信	92017794	匯豐龍騰電子基金	TWD	22.63	22.6	0.03
AD1	A0004	匯豐中華投信	92025871	匯豐富泰貨幣市場基金	TWD	15.6118	15.6112	0.0006
AD1	A0004	匯豐中華投信	97993027	匯豐富泰二號貨幣市場基金	TWD	14.7751	14.7745	0.0006
AA1	A0004	匯豐中華投信	97995664	匯豐中小基金	TWD	7.7	7.69	0.01
AA1	A0005	元大寶來投信	00974066	元大寶來2001基金	TWD	36.35	36.22	0.13
AA1	A0005	元大寶來投信	01032058	元大寶來多福基金	TWD	41.61	41.41	0.2
AH1	A0005	元大寶來投信	10342511	元大寶來新台灣基金	TWD	30.2	30.2	0
AD1	A0005	元大寶來投信	13530495	元大寶來得寶貨幣市場基金	TWD	11.7243	11.7237	0.0006
AA1	A0005	元大寶來投信	14542287	元大寶來精準中小基金	TWD	14.85	14.86	-0.01
AA2	A0005	元大寶來投信	14696466	元大寶來全球成長基金	TWD	15.68	15.69	-0.01
