類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.73	10.6	0.13
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.09	14.97	0.12
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	29.99	29.74	0.25
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.07	21.9	0.17
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	25.98	25.84	0.14
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.74	14.68	0.06
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2111	12.2109	0.0002
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	8.36	8.29	0.07
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.95	7.9	0.05
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.09	9.02	0.07
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.79	9.79	0
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	9.87	9.87	0
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	9.87	9.87	0
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.0339	9.0596	-0.0257
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.8319	8.8569	-0.025
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.62	17.38	0.24
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.35	11.22	0.13
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.99	10.87	0.12
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.88	7.71	0.17
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.006	174.004	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	10.83	10.71	0.12
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	15.67	15.59	0.08
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.73	16.56	0.17
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.1	12.98	0.12
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	22.19	21.72	0.47
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9071	14.9068	0.0003
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.16	7.06	0.1
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	13.6124	13.626	-0.0136
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	10.9657	10.9766	-0.0109
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.33	7.27	0.06
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.04	9.01	0.03
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.68	11.53	0.15
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.1141	9.1574	-0.0433
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.1926	8.2316	-0.039
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	11.37	11.31	0.06
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.4148	9.4729	-0.0581
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.1548	9.2113	-0.0565
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.07	10.01	0.06
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	9.88	9.75	0.13
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	6.6512	6.6417	0.0095
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.395	5.3874	0.0076
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.31	7.19	0.12
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	20.75	20.52	0.23
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.58	10.43	0.15
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	11.72	11.7	0.02
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	11.21	11.1	0.11
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	17.58	17.39	0.19
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.88	20.74	0.14
