類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.6	10.65	-0.05
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	14.97	14.98	-0.01
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	29.74	29.64	0.1
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	21.9	21.84	0.06
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	25.84	25.8	0.04
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.68	14.51	0.17
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2109	12.2107	0.0002
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	8.29	8.3	-0.01
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.9	7.87	0.03
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.02	8.99	0.03
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.79	9.78	0.01
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	9.87	9.87	0
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	9.87	9.87	0
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.0596	9.0892	-0.0296
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	8.8569	8.8859	-0.029
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.38	17.43	-0.05
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.22	11.26	-0.04
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.87	10.9	-0.03
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.71	7.71	0
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.004	174.001	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	10.71	10.67	0.04
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	15.59	15.5	0.09
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.56	16.56	0
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	12.98	12.97	0.01
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	21.72	21.61	0.11
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9068	14.9066	0.0002
