類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.63	10.69	-0.06
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	15.13	15.19	-0.06
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	30.74	30.81	-0.07
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	22.48	22.51	-0.03
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	26.36	26.42	-0.06
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	15.01	15.03	-0.02
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2152	12.215	0.0002
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	8.29	8.26	0.03
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	9.34	9.35	-0.01
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.8	9.82	-0.02
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.02	10.01	0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.02	10.01	0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.3201	9.3126	0.0075
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.0693	9.062	0.0073
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.52	17.6	-0.08
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	11.35	11.36	-0.01
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.93	10.97	-0.04
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.81	7.83	-0.02
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	174.058	174.056	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	10.95	10.99	-0.04
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	15.92	15.9	0.02
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.61	16.67	-0.06
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.48	13.46	0.02
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	22.17	22.29	-0.12
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.9117	14.9115	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	7.15	7.21	-0.06
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	13.759	13.7604	-0.0014
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.0282	11.0293	-0.0011
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.52	7.52	0
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.74	9.69	0.05
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.55	11.6	-0.05
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.5791	9.6364	-0.0573
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.5715	8.6228	-0.0513
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	11.52	11.51	0.01
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.6121	9.6	0.0121
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.323	9.3113	0.0117
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	10.24	10.17	0.07
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	9.91	9.92	-0.01
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	6.907	6.9064	0.0006
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.6025	5.6021	0.0004
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.3	7.33	-0.03
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	20.58	20.61	-0.03
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.58	10.58	0
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.31	12.31	0
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	11.29	11.32	-0.03
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	17.52	17.55	-0.03
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.88	20.96	-0.08
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	36.63	36.83	-0.2
