類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.17	10.28	-0.11
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	14.78	14.79	-0.01
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	29.08	28.9	0.18
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	21.7	21.99	-0.29
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	24.8	24.84	-0.04
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.69	14.73	-0.04
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2011	12.2009	0.0002
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	7.69	7.68	0.01
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.89	7.85	0.04
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	8.79	8.77	0.02
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.53	9.5	0.03
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.02	9.99	0.03
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.02	9.99	0.03
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.4554	9.4113	0.0441
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2906	9.2472	0.0434
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	16.66	16.92	-0.26
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	10.66	10.77	-0.11
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.52	10.63	-0.11
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.38	7.48	-0.1
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	173.878	173.875	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	10.41	10.52	-0.11
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	16.12	16.06	0.06
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.69	16.9	-0.21
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.22	13.27	-0.05
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	19.65	19.96	-0.31
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.8959	14.8957	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	6.73	6.85	-0.12
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	13.7902	13.7666	0.0236
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.1649	11.1458	0.0191
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	6.94	6.93	0.01
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.21	10.11	0.1
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.3	11.49	-0.19
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.5706	9.5924	-0.0218
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.6391	8.6588	-0.0197
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	11.77	11.74	0.03
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.5869	9.6184	-0.0315
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3456	9.3763	-0.0307
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	9.83	9.75	0.08
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	9.75	9.83	-0.08
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.086	7.0419	0.0441
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.7477	5.7549	-0.0072
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.02	7.12	-0.1
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	20.12	20.33	-0.21
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.25	10.33	-0.08
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.56	12.51	0.05
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	10.72	10.79	-0.07
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	17.11	17.29	-0.18
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.69	20.78	-0.09
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	35.95	36.17	-0.22
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.18	13.14	0.04
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	10.4	10.36	0.04
