類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.23	10.11	0.12
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	14.85	14.69	0.16
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	29.34	29.02	0.32
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	21.67	21.44	0.23
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	25.18	24.95	0.23
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.59	14.72	-0.13
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.2022	12.202	0.0002
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	7.88	7.66	0.22
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.92	7.9	0.02
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	8.89	8.79	0.1
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.58	9.48	0.1
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	10.06	10.05	0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	10.06	10.05	0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.4876	9.4914	-0.0038
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.3221	9.3259	-0.0038
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	16.7	16.46	0.24
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	10.77	10.61	0.16
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.56	10.41	0.15
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.42	7.3	0.12
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	173.891	173.889	0.002
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	10.47	10.36	0.11
AA2	A0003	第一金投信	10338642	第一金全球大趨勢基金	TWD	16.12	16.17	-0.05
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.89	16.68	0.21
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	13.22	13.03	0.19
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	19.74	19.39	0.35
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.8971	14.8969	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	6.76	6.68	0.08
AC23	A0003	第一金投信	25593418A	第一金全球高收益債券基金A	TWD	13.8253	13.8192	0.0061
AC23	A0003	第一金投信	25593418B	第一金全球高收益債券基金B	TWD	11.1933	11.1884	0.0049
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	7.05	6.88	0.17
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	10.34	10.26	0.08
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.38	11.12	0.26
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.6414	9.6345	0.0069
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.703	8.6968	0.0062
AA2	A0003	第一金投信	26333215	第一金全球品牌基金	TWD	11.75	11.79	-0.04
AC21	A0003	第一金投信	31887361A	第一金全球企業社會責任投資等級債券基金A	TWD	9.6227	9.6373	-0.0146
AC21	A0003	第一金投信	31887361B	第一金全球企業社會責任投資等級債券基金B	TWD	9.3805	9.3947	-0.0142
AA2	A0003	第一金投信	31909908	第一金全球資源基金	TWD	9.91	9.87	0.04
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	9.77	9.65	0.12
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	7.0952	7.0927	0.0025
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.7552	5.7531	0.0021
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	7.07	6.95	0.12
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	20.45	20.11	0.34
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.34	10.14	0.2
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.66	12.66	0
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	10.75	10.62	0.13
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	17.21	17.03	0.18
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.8	20.6	0.2
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	36.28	35.67	0.61
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	13.32	13.05	0.27
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	10.63	10.31	0.32
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.6684	11.6587	0.0097
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	6.01	5.88	0.13
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.9732	9.9503	0.0229
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	8.313	8.29	0.023
