類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	10.2	10.04	0.16
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	14.53	14.44	0.09
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	27.73	27.5	0.23
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	21.82	21.62	0.2
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	23.81	23.68	0.13
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.21	14.19	0.02
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.1974	12.1967	0.0007
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	7.56	7.56	0
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.65	7.59	0.06
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	8.52	8.49	0.03
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.35	9.3	0.05
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	9.91	9.89	0.02
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	9.91	9.89	0.02
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.3848	9.3669	0.0179
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2674	9.2497	0.0177
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	17.13	16.91	0.22
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	10.89	10.71	0.18
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.77	10.67	0.1
