類型代號	公司代號	公司名稱	基金統編	基金名稱	幣別	淨值	前一日淨值	漲跌
AA1	A0001	兆豐國際投信	00965469	兆豐國際第一基金	TWD	9.99	10.09	-0.1
AB1	A0001	兆豐國際投信	00971976	兆豐國際萬全基金	TWD	14.32	14.41	-0.09
AA2	A0001	兆豐國際投信	00992769	兆豐國際全球基金	TWD	27.72	27.56	0.16
AA1	A0001	兆豐國際投信	01050148	兆豐國際國民基金	TWD	21.13	21.42	-0.29
AA1	A0001	兆豐國際投信	10341837	兆豐國際豐台灣基金	TWD	23.56	23.6	-0.04
AA2	A0001	兆豐國際投信	14699772	兆豐國際生命科學基金	TWD	14.25	14.27	-0.02
AD1	A0001	兆豐國際投信	18044796	兆豐國際寶鑽貨幣市場基金	TWD	12.198	12.1978	0.0002
AA2	A0001	兆豐國際投信	25600852	兆豐國際巨龍領航基金	TWD	7.36	7.28	0.08
AA2	A0001	兆豐國際投信	25637773	兆豐國際綠鑽基金	TWD	7.63	7.61	0.02
AA2	A0001	兆豐國際投信	26278352	兆豐國際全球高股息基金	TWD	8.44	8.42	0.02
AA2	A0001	兆豐國際投信	26299315	兆豐國際民生動力基金	TWD	9.24	9.24	0
AE22	A0001	兆豐國際投信	31829638A	兆豐國際全球債券組合基金A(累積型)	TWD	9.92	9.93	-0.01
AE22	A0001	兆豐國際投信	31829638B	兆豐國際全球債券組合基金B(月配型)	TWD	9.92	9.93	-0.01
AC23	A0001	兆豐國際投信	31923107A	兆豐國際新興市場高收益債券基金A(累積型)	TWD	9.3677	9.3778	-0.0101
AC23	A0001	兆豐國際投信	31923107B	兆豐國際新興市場高收益債券基金B(月配型)	TWD	9.2505	9.2605	-0.01
AA1	A0001	兆豐國際投信	73991751	兆豐國際電子基金	TWD	16.71	16.91	-0.2
AA1	A0001	兆豐國際投信	81584996	兆豐國際中小基金	TWD	10.59	10.73	-0.14
AA1	A0001	兆豐國際投信	92003790	兆豐國際精選二十基金	TWD	10.44	10.58	-0.14
AA1	A0003	第一金投信	00968521	第一金福元基金	TWD	7.1	7.21	-0.11
AD1	A0003	第一金投信	01032249	第一金全家福貨幣市場基金	TWD	173.84	173.837	0.003
AA1	A0003	第一金投信	01032803	第一金萬得福基金	TWD	10.15	10.2	-0.05
AA1	A0003	第一金投信	15739619	第一金大中華基金	TWD	16.06	16.02	0.04
AA2	A0003	第一金投信	17612378	第一金亞洲科技基金	TWD	12.95	13	-0.05
AA1	A0003	第一金投信	19341318	第一金電子基金	TWD	18.84	19.11	-0.27
AD1	A0003	第一金投信	20081472	第一金台灣貨幣市場基金	TWD	14.8926	14.8924	0.0002
AA1	A0003	第一金投信	20092528	第一金店頭市場基金	TWD	6.66	6.77	-0.11
AA2	A0003	第一金投信	25620512	第一金中國世紀基金	TWD	6.72	6.67	0.05
AA2	A0003	第一金投信	25652648	第一金亞洲新興市場基金	TWD	9.98	9.97	0.01
AA1	A0003	第一金投信	26202396	第一金創新趨勢基金	TWD	11.25	11.42	-0.17
AC21	A0003	第一金投信	26297013A	第一金新興市場投資等級債券基金A	TWD	9.4187	9.3919	0.0268
AC21	A0003	第一金投信	26297013B	第一金新興市場投資等級債券基金B	TWD	8.5381	8.5138	0.0243
AA2	A0003	第一金投信	48712350	第一金旗艦基金	TWD	9.49	9.52	-0.03
AG	A0003	第一金投信	48892846A	第一金全球不動產證券化基金A	TWD	6.9224	6.8778	0.0446
AG	A0003	第一金投信	48892846B	第一金全球不動產證券化基金B	TWD	5.6572	5.6208	0.0364
AA1	A0003	第一金投信	48929409	第一金台灣成長基金	TWD	6.79	6.86	-0.07
AA1	A0003	第一金投信	73989002	第一金小型精選基金	TWD	19.44	19.51	-0.07
AA2	A0003	第一金投信	81593453	第一金全球台商基金	TWD	10.02	10.07	-0.05
AA2	A0003	第一金投信	92010461	第一金馬來西亞基金	TWD	12.51	12.52	-0.01
AA1	A0003	第一金投信	97980043	第一金福王基金	TWD	10.26	10.37	-0.11
AB1	A0003	第一金投信	99353151	第一金中概平衡基金	TWD	16.87	16.96	-0.09
AB1	A0004	匯豐中華投信	00971080	匯豐安富基金	TWD	20.2	20.22	-0.02
AA1	A0004	匯豐中華投信	01031298	匯豐龍鳳基金	TWD	34.62	34.75	-0.13
AA2	A0004	匯豐中華投信	18031954	匯豐太平洋精典基金	TWD	12.78	12.72	0.06
AA2	A0004	匯豐中華投信	25500903	匯豐中國動力基金	TWD	9.91	9.8	0.11
AE22	A0004	匯豐中華投信	25617919	匯豐雙高收益債券組合基金	TWD	11.4752	11.4873	-0.0121
AA2	A0004	匯豐中華投信	25651866	匯豐黃金及礦業股票型基金	TWD	5.27	5.26	0.01
AC21	A0004	匯豐中華投信	25695077A	匯豐資源豐富國家債券基金-累積型	TWD	9.8173	9.7906	0.0267
AC21	A0004	匯豐中華投信	25695077B	匯豐資源豐富國家債券基金-月配型	TWD	8.1558	8.1291	0.0267
AC23	A0004	匯豐中華投信	26286281A	匯豐亞洲高收益債券基金-累積型	TWD	10.8108	10.8347	-0.0239
AC23	A0004	匯豐中華投信	26286281B	匯豐亞洲高收益債券基金-月配型	TWD	9.6114	9.6353	-0.0239
AA2	A0004	匯豐中華投信	26335699	匯豐拉丁美洲基金	TWD	8.72	8.65	0.07
AC23	A0004	匯豐中華投信	26396604A	匯豐中國點心高收益債券基金(台幣)	TWD	10.6934	10.7172	-0.0238
AC23	A0004	匯豐中華投信	26396604B	匯豐中國點心高收益債券基金(人民幣不配息)	CNY	2.1859	2.1896	-0.0037
AC23	A0004	匯豐中華投信	26396604C	匯豐中國點心高收益債券基金(人民幣配息)	CNY	2.1859	2.1896	-0.0037
AA2	A0004	匯豐中華投信	48686374	匯豐金磚動力基金	TWD	10	9.92	0.08
AE22	A0004	匯豐中華投信	48745129	匯豐五福全球債券組合基金	TWD	12.2315	12.233	-0.0015
AA2	A0004	匯豐中華投信	48784327	匯豐新鑽動力基金	TWD	8.6	8.57	0.03
AE21	A0004	匯豐中華投信	48865209	匯豐全球趨勢組合基金	TWD	9.47	9.49	-0.02
